ALGORITHM, GESTURE, # OF SELECTED SENSORS, PARTICIPANT_NO, ACCURACY, AUC, #ofPositiveInstance, #ofNegativeInstance, TN, FP, FN, TP, FAR, FRR, EER
RF-501, Tilt, RotVec, 13, 1.00, 1.00, 34, 634, 634, 0, 0, 34, 0.00, 0.00, 0.00
RF-501, Tilt, RotVec, 14, 0.99, 0.95, 55, 613, 611, 2, 5, 50, 0.00, 0.09, 0.08
RF-501, Tilt, RotVec, 15, 0.99, 0.96, 47, 621, 619, 2, 4, 43, 0.00, 0.09, 0.08
RF-501, Triangle, RotVec, 1, 0.98, 0.91, 45, 711, 707, 4, 8, 37, 0.01, 0.18, 0.15
RF-501, Triangle, RotVec, 2, 1.00, 1.00, 57, 699, 698, 1, 0, 57, 0.00, 0.00, 0.00
RF-501, Triangle, RotVec, 3, 0.97, 0.82, 61, 695, 691, 4, 22, 39, 0.01, 0.36, 0.27
RF-501, Triangle, RotVec, 4, 0.98, 0.88, 66, 690, 687, 3, 15, 51, 0.00, 0.23, 0.19
RF-501, Triangle, RotVec, 5, 0.98, 0.89, 44, 712, 705, 7, 9, 35, 0.01, 0.20, 0.17
RF-501, Triangle, RotVec, 6, 0.99, 0.94, 43, 713, 710, 3, 5, 38, 0.00, 0.12, 0.10
RF-501, Triangle, RotVec, 7, 1.00, 1.00, 44, 712, 711, 1, 0, 44, 0.00, 0.00, 0.00
RF-501, Triangle, RotVec, 8, 0.99, 0.95, 49, 707, 704, 3, 5, 44, 0.00, 0.10, 0.09
RF-501, Triangle, RotVec, 9, 0.98, 0.88, 51, 705, 705, 0, 12, 39, 0.00, 0.24, 0.19
RF-501, Triangle, RotVec, 10, 0.99, 0.94, 42, 714, 712, 2, 5, 37, 0.00, 0.12, 0.11
RF-501, Triangle, RotVec, 11, 1.00, 0.99, 35, 721, 721, 0, 1, 34, 0.00, 0.03, 0.03
RF-501, Triangle, RotVec, 12, 1.00, 1.00, 41, 715, 714, 1, 0, 41, 0.00, 0.00, 0.00
RF-501, Triangle, RotVec, 13, 1.00, 0.99, 60, 696, 696, 0, 1, 59, 0.00, 0.02, 0.02
RF-501, Triangle, RotVec, 14, 0.99, 0.93, 48, 708, 706, 2, 7, 41, 0.00, 0.15, 0.13
RF-501, Triangle, RotVec, 15, 0.96, 0.84, 70, 686, 679, 7, 21, 49, 0.01, 0.30, 0.23
RF-501, Turn, RotVec, 1, 0.98, 0.95, 85, 590, 585, 5, 8, 77, 0.01, 0.09, 0.09
RF-501, Turn, RotVec, 2, 0.99, 0.94, 47, 628, 628, 0, 6, 41, 0.00, 0.13, 0.11
RF-501, Turn, RotVec, 3, 0.99, 0.92, 64, 611, 611, 0, 10, 54, 0.00, 0.16, 0.14
RF-501, Turn, RotVec, 4, 1.00, 0.99, 43, 632, 632, 0, 1, 42, 0.00, 0.02, 0.02
RF-501, Turn, RotVec, 5, 0.98, 0.87, 39, 636, 632, 4, 10, 29, 0.01, 0.26, 0.21
RF-501, Turn, RotVec, 6, 0.99, 0.92, 51, 624, 624, 0, 8, 43, 0.00, 0.16, 0.14
RF-501, Turn, RotVec, 7, 0.98, 0.87, 31, 644, 641, 3, 8, 23, 0.00, 0.26, 0.21
RF-501, Turn, RotVec, 8, 0.99, 0.93, 41, 634, 633, 1, 6, 35, 0.00, 0.15, 0.13
RF-501, Turn, RotVec, 9, 0.97, 0.84, 50, 625, 622, 3, 16, 34, 0.00, 0.32, 0.24
RF-501, Turn, RotVec, 10, 0.99, 0.91, 32, 643, 643, 0, 6, 26, 0.00, 0.19, 0.16
RF-501, Turn, RotVec, 11, 1.00, 1.00, 31, 644, 644, 0, 0, 31, 0.00, 0.00, 0.00
RF-501, Turn, RotVec, 12, 1.00, 0.98, 37, 638, 636, 2, 1, 36, 0.00, 0.03, 0.03
RF-501, Turn, RotVec, 13, 1.00, 1.00, 28, 647, 647, 0, 0, 28, 0.00, 0.00, 0.00
RF-501, Turn, RotVec, 14, 0.99, 0.93, 58, 617, 616, 1, 8, 50, 0.00, 0.14, 0.12
RF-501, Turn, RotVec, 15, 0.99, 0.92, 38, 637, 637, 0, 6, 32, 0.00, 0.16, 0.14
RF-501, Square, RotVec, 1, 0.99, 0.96, 63, 753, 749, 4, 5, 58, 0.01, 0.08, 0.07
RF-501, Square, RotVec, 2, 1.00, 1.00, 58, 758, 757, 1, 0, 58, 0.00, 0.00, 0.00
RF-501, Square, RotVec, 3, 0.97, 0.85, 67, 749, 748, 1, 20, 47, 0.00, 0.30, 0.23
RF-501, Square, RotVec, 4, 0.98, 0.83, 39, 777, 774, 3, 13, 26, 0.00, 0.33, 0.25
RF-501, Square, RotVec, 5, 0.98, 0.86, 49, 767, 764, 3, 14, 35, 0.00, 0.29, 0.22
RF-501, Square, RotVec, 6, 0.98, 0.86, 55, 761, 759, 2, 15, 40, 0.00, 0.27, 0.21
RF-501, Square, RotVec, 7, 0.98, 0.88, 48, 768, 765, 3, 11, 37, 0.00, 0.23, 0.19
RF-501, Square, RotVec, 8, 0.98, 0.92, 57, 759, 754, 5, 9, 48, 0.01, 0.16, 0.14
RF-501, Square, RotVec, 9, 0.98, 0.85, 40, 776, 772, 4, 12, 28, 0.01, 0.30, 0.23
RF-501, Square, RotVec, 10, 0.99, 0.89, 42, 774, 774, 0, 9, 33, 0.00, 0.21, 0.18
RF-501, Square, RotVec, 11, 1.00, 1.00, 43, 773, 773, 0, 0, 43, 0.00, 0.00, 0.00
RF-501, Square, RotVec, 12, 1.00, 1.00, 57, 759, 759, 0, 0, 57, 0.00, 0.00, 0.00
RF-501, Square, RotVec, 13, 1.00, 0.99, 64, 752, 751, 1, 1, 63, 0.00, 0.02, 0.02
RF-501, Square, RotVec, 14, 0.98, 0.90, 61, 755, 747, 8, 11, 50, 0.01, 0.18, 0.15
RF-501, Square, RotVec, 15, 0.96, 0.78, 73, 743, 741, 2, 32, 41, 0.00, 0.44, 0.31
RF-501, Circle, MagField, 1, 0.96, 0.70, 42, 570, 568, 2, 25, 17, 0.00, 0.60, 0.37
RF-501, Circle, MagField, 2, 1.00, 0.97, 47, 565, 565, 0, 3, 44, 0.00, 0.06, 0.06
RF-501, Circle, MagField, 3, 0.97, 0.87, 59, 553, 548, 5, 15, 44, 0.01, 0.25, 0.20
RF-501, Circle, MagField, 4, 0.96, 0.71, 35, 577, 573, 4, 20, 15, 0.01, 0.57, 0.37
RF-501, Circle, MagField, 5, 0.99, 0.91, 40, 572, 572, 0, 7, 33, 0.00, 0.17, 0.15
RF-501, Circle, MagField, 6, 0.99, 0.94, 45, 567, 567, 0, 5, 40, 0.00, 0.11, 0.10
RF-501, Circle, MagField, 7, 0.99, 0.95, 37, 575, 575, 0, 4, 33, 0.00, 0.11, 0.10
RF-501, Circle, MagField, 8, 0.98, 0.89, 48, 564, 560, 4, 10, 38, 0.01, 0.21, 0.17
RF-501, Circle, MagField, 9, 0.97, 0.81, 46, 566, 563, 3, 17, 29, 0.01, 0.37, 0.27
RF-501, Circle, MagField, 10, 0.99, 0.91, 39, 573, 571, 2, 7, 32, 0.00, 0.18, 0.15
RF-501, Circle, MagField, 11, 0.99, 0.95, 29, 583, 582, 1, 3, 26, 0.00, 0.10, 0.09
RF-501, Circle, MagField, 12, 1.00, 0.97, 33, 579, 578, 1, 2, 31, 0.00, 0.06, 0.06
RF-501, Circle, MagField, 13, 1.00, 1.00, 32, 580, 579, 1, 0, 32, 0.00, 0.00, 0.00
RF-501, Circle, MagField, 14, 0.99, 0.94, 48, 564, 560, 4, 5, 43, 0.01, 0.10, 0.09
RF-501, Circle, MagField, 15, 0.98, 0.81, 32, 580, 577, 3, 12, 20, 0.01, 0.38, 0.27
RF-501, Updown, MagField, 1, 0.99, 0.97, 40, 512, 511, 1, 2, 38, 0.00, 0.05, 0.05
RF-501, Updown, MagField, 2, 1.00, 0.99, 41, 511, 511, 0, 1, 40, 0.00, 0.02, 0.02
RF-501, Updown, MagField, 3, 1.00, 1.00, 55, 497, 496, 1, 0, 55, 0.00, 0.00, 0.00
RF-501, Updown, MagField, 4, 0.99, 0.94, 26, 526, 526, 0, 3, 23, 0.00, 0.12, 0.10
RF-501, Updown, MagField, 5, 0.99, 0.91, 33, 519, 518, 1, 6, 27, 0.00, 0.18, 0.15
RF-501, Updown, MagField, 6, 0.99, 0.97, 43, 509, 509, 0, 3, 40, 0.00, 0.07, 0.07
RF-501, Updown, MagField, 7, 1.00, 0.98, 30, 522, 522, 0, 1, 29, 0.00, 0.03, 0.03
RF-501, Updown, MagField, 8, 1.00, 0.98, 31, 521, 521, 0, 1, 30, 0.00, 0.03, 0.03
RF-501, Updown, MagField, 9, 1.00, 1.00, 39, 513, 512, 1, 0, 39, 0.00, 0.00, 0.00
RF-501, Updown, MagField, 10, 0.99, 0.91, 28, 524, 524, 0, 5, 23, 0.00, 0.18, 0.15
RF-501, Updown, MagField, 11, 1.00, 1.00, 23, 529, 529, 0, 0, 23, 0.00, 0.00, 0.00
RF-501, Updown, MagField, 12, 0.99, 0.97, 32, 520, 519, 1, 2, 30, 0.00, 0.06, 0.06
RF-501, Updown, MagField, 13, 1.00, 0.98, 28, 524, 524, 0, 1, 27, 0.00, 0.04, 0.03
RF-501, Updown, MagField, 14, 0.99, 0.95, 56, 496, 493, 3, 5, 51, 0.01, 0.09, 0.08
RF-501, Updown, MagField, 15, 0.99, 0.95, 47, 505, 504, 1, 5, 42, 0.00, 0.11, 0.10
RF-501, Tilt, MagField, 1, 1.00, 1.00, 50, 618, 617, 1, 0, 50, 0.00, 0.00, 0.00
RF-501, Tilt, MagField, 2, 1.00, 0.99, 56, 612, 610, 2, 1, 55, 0.00, 0.02, 0.02
RF-501, Tilt, MagField, 3, 1.00, 0.98, 55, 613, 612, 1, 2, 53, 0.00, 0.04, 0.04
RF-501, Tilt, MagField, 4, 1.00, 1.00, 55, 613, 613, 0, 0, 55, 0.00, 0.00, 0.00
RF-501, Tilt, MagField, 5, 0.99, 0.90, 37, 631, 628, 3, 7, 30, 0.00, 0.19, 0.16
RF-501, Tilt, MagField, 6, 0.99, 0.91, 45, 623, 621, 2, 8, 37, 0.00, 0.18, 0.15
RF-501, Tilt, MagField, 7, 1.00, 0.96, 36, 632, 632, 0, 3, 33, 0.00, 0.08, 0.08
RF-501, Tilt, MagField, 8, 0.98, 0.87, 42, 626, 623, 3, 11, 31, 0.00, 0.26, 0.21
RF-501, Tilt, MagField, 9, 0.98, 0.93, 46, 622, 617, 5, 6, 40, 0.01, 0.13, 0.12
RF-501, Tilt, MagField, 10, 0.99, 0.95, 41, 627, 623, 4, 4, 37, 0.01, 0.10, 0.09
RF-501, Tilt, MagField, 11, 1.00, 0.98, 28, 640, 640, 0, 1, 27, 0.00, 0.04, 0.03
RF-501, Tilt, MagField, 12, 0.99, 0.97, 41, 627, 622, 5, 2, 39, 0.01, 0.05, 0.05
RF-501, Tilt, MagField, 13, 1.00, 1.00, 34, 634, 634, 0, 0, 34, 0.00, 0.00, 0.00
RF-501, Tilt, MagField, 14, 0.99, 0.95, 55, 613, 610, 3, 5, 50, 0.00, 0.09, 0.08
RF-501, Tilt, MagField, 15, 0.99, 0.96, 47, 621, 621, 0, 4, 43, 0.00, 0.09, 0.08
RF-501, Triangle, MagField, 1, 0.98, 0.92, 45, 711, 703, 8, 7, 38, 0.01, 0.16, 0.14
RF-501, Triangle, MagField, 2, 0.99, 0.98, 57, 699, 697, 2, 2, 55, 0.00, 0.04, 0.03
RF-501, Triangle, MagField, 3, 0.99, 0.95, 61, 695, 694, 1, 6, 55, 0.00, 0.10, 0.09
RF-501, Triangle, MagField, 4, 0.98, 0.91, 66, 690, 685, 5, 12, 54, 0.01, 0.18, 0.15
RF-501, Triangle, MagField, 5, 0.98, 0.87, 44, 712, 707, 5, 11, 33, 0.01, 0.25, 0.20
RF-501, Triangle, MagField, 6, 0.99, 0.99, 43, 713, 710, 3, 1, 42, 0.00, 0.02, 0.02
RF-501, Triangle, MagField, 7, 0.98, 0.88, 44, 712, 710, 2, 10, 34, 0.00, 0.23, 0.19
RF-501, Triangle, MagField, 8, 0.99, 0.95, 49, 707, 706, 1, 5, 44, 0.00, 0.10, 0.09
RF-501, Triangle, MagField, 9, 0.99, 0.94, 51, 705, 705, 0, 6, 45, 0.00, 0.12, 0.11
RF-501, Triangle, MagField, 10, 0.99, 0.93, 42, 714, 714, 0, 6, 36, 0.00, 0.14, 0.13
RF-501, Triangle, MagField, 11, 1.00, 1.00, 35, 721, 721, 0, 0, 35, 0.00, 0.00, 0.00
RF-501, Triangle, MagField, 12, 0.99, 0.96, 41, 715, 710, 5, 3, 38, 0.01, 0.07, 0.07
RF-501, Triangle, MagField, 13, 1.00, 0.99, 60, 696, 696, 0, 1, 59, 0.00, 0.02, 0.02
RF-501, Triangle, MagField, 14, 0.98, 0.87, 48, 708, 705, 3, 12, 36, 0.00, 0.25, 0.20
RF-501, Triangle, MagField, 15, 0.98, 0.92, 70, 686, 681, 5, 10, 60, 0.01, 0.14, 0.13
RF-501, Turn, MagField, 1, 0.99, 0.97, 85, 590, 586, 4, 4, 81, 0.01, 0.05, 0.05
RF-501, Turn, MagField, 2, 0.99, 0.96, 47, 628, 628, 0, 4, 43, 0.00, 0.09, 0.08
RF-501, Turn, MagField, 3, 1.00, 0.98, 64, 611, 611, 0, 3, 61, 0.00, 0.05, 0.04
RF-501, Turn, MagField, 4, 1.00, 0.99, 43, 632, 632, 0, 1, 42, 0.00, 0.02, 0.02
RF-501, Turn, MagField, 5, 0.99, 0.91, 39, 636, 636, 0, 7, 32, 0.00, 0.18, 0.15
RF-501, Turn, MagField, 6, 0.97, 0.88, 51, 624, 618, 6, 12, 39, 0.01, 0.24, 0.19
RF-501, Turn, MagField, 7, 0.99, 0.93, 31, 644, 643, 1, 4, 27, 0.00, 0.13, 0.11
RF-501, Turn, MagField, 8, 0.99, 0.94, 41, 634, 634, 0, 5, 36, 0.00, 0.12, 0.11
RF-501, Turn, MagField, 9, 0.99, 0.97, 50, 625, 624, 1, 3, 47, 0.00, 0.06, 0.06
RF-501, Turn, MagField, 10, 0.99, 0.94, 32, 643, 642, 1, 4, 28, 0.00, 0.12, 0.11
RF-501, Turn, MagField, 11, 1.00, 0.98, 31, 644, 644, 0, 1, 30, 0.00, 0.03, 0.03
RF-501, Turn, MagField, 12, 0.99, 0.92, 37, 638, 636, 2, 6, 31, 0.00, 0.16, 0.14
RF-501, Turn, MagField, 13, 1.00, 1.00, 28, 647, 647, 0, 0, 28, 0.00, 0.00, 0.00
RF-501, Turn, MagField, 14, 1.00, 0.97, 58, 617, 617, 0, 3, 55, 0.00, 0.05, 0.05
RF-501, Turn, MagField, 15, 0.99, 0.95, 38, 637, 637, 0, 4, 34, 0.00, 0.11, 0.10
RF-501, Square, MagField, 1, 0.96, 0.85, 63, 753, 741, 12, 18, 45, 0.02, 0.29, 0.23
RF-501, Square, MagField, 2, 1.00, 0.97, 58, 758, 758, 0, 3, 55, 0.00, 0.05, 0.05
RF-501, Square, MagField, 3, 1.00, 0.98, 67, 749, 749, 0, 3, 64, 0.00, 0.04, 0.04
RF-501, Square, MagField, 4, 0.99, 0.95, 39, 777, 772, 5, 4, 35, 0.01, 0.10, 0.09
RF-501, Square, MagField, 5, 0.98, 0.85, 49, 767, 762, 5, 14, 35, 0.01, 0.29, 0.22
RF-501, Square, MagField, 6, 1.00, 0.97, 55, 761, 760, 1, 3, 52, 0.00, 0.05, 0.05
RF-501, Square, MagField, 7, 0.98, 0.83, 48, 768, 764, 4, 16, 32, 0.01, 0.33, 0.25
RF-501, Square, MagField, 8, 0.97, 0.89, 57, 759, 750, 9, 12, 45, 0.01, 0.21, 0.18
RF-501, Square, MagField, 9, 0.97, 0.86, 40, 776, 766, 10, 11, 29, 0.01, 0.28, 0.22
RF-501, Square, MagField, 10, 0.99, 0.88, 42, 774, 774, 0, 10, 32, 0.00, 0.24, 0.19
RF-501, Square, MagField, 11, 1.00, 1.00, 43, 773, 772, 1, 0, 43, 0.00, 0.00, 0.00
RF-501, Square, MagField, 12, 1.00, 0.98, 57, 759, 757, 2, 2, 55, 0.00, 0.04, 0.03
RF-501, Square, MagField, 13, 1.00, 1.00, 64, 752, 751, 1, 0, 64, 0.00, 0.00, 0.00
RF-501, Square, MagField, 14, 0.99, 0.93, 61, 755, 755, 0, 9, 52, 0.00, 0.15, 0.13
RF-501, Square, MagField, 15, 0.95, 0.80, 73, 743, 728, 15, 27, 46, 0.02, 0.37, 0.27
RF-501, Circle, AccGyr, 1, 0.99, 0.94, 42, 570, 570, 0, 5, 37, 0.00, 0.12, 0.11
RF-501, Circle, AccGyr, 2, 0.99, 0.95, 47, 565, 565, 0, 5, 42, 0.00, 0.11, 0.10
RF-501, Circle, AccGyr, 3, 0.97, 0.86, 59, 553, 553, 0, 16, 43, 0.00, 0.27, 0.21
RF-501, Circle, AccGyr, 4, 0.99, 0.94, 35, 577, 577, 0, 4, 31, 0.00, 0.11, 0.10
RF-501, Circle, AccGyr, 5, 0.99, 0.89, 40, 572, 572, 0, 9, 31, 0.00, 0.23, 0.18
RF-501, Circle, AccGyr, 6, 0.96, 0.72, 45, 567, 565, 2, 25, 20, 0.00, 0.56, 0.36
RF-501, Circle, AccGyr, 7, 0.99, 0.92, 37, 575, 575, 0, 6, 31, 0.00, 0.16, 0.14
RF-501, Circle, AccGyr, 8, 0.98, 0.88, 48, 564, 563, 1, 11, 37, 0.00, 0.23, 0.19
RF-501, Circle, AccGyr, 9, 0.96, 0.73, 46, 566, 566, 0, 25, 21, 0.00, 0.54, 0.35
RF-501, Circle, AccGyr, 10, 0.99, 0.96, 39, 573, 572, 1, 3, 36, 0.00, 0.08, 0.07
RF-501, Circle, AccGyr, 11, 0.99, 0.90, 29, 583, 583, 0, 6, 23, 0.00, 0.21, 0.17
RF-501, Circle, AccGyr, 12, 0.99, 0.92, 33, 579, 578, 1, 5, 28, 0.00, 0.15, 0.13
RF-501, Circle, AccGyr, 13, 0.99, 0.94, 32, 580, 580, 0, 4, 28, 0.00, 0.12, 0.11
RF-501, Circle, AccGyr, 14, 0.98, 0.89, 48, 564, 562, 2, 10, 38, 0.00, 0.21, 0.17
RF-501, Circle, AccGyr, 15, 1.00, 0.95, 32, 580, 580, 0, 3, 29, 0.00, 0.09, 0.09
RF-501, Updown, AccGyr, 1, 0.98, 0.90, 40, 512, 511, 1, 8, 32, 0.00, 0.20, 0.17
RF-501, Updown, AccGyr, 2, 0.97, 0.84, 41, 511, 509, 2, 13, 28, 0.00, 0.32, 0.24
RF-501, Updown, AccGyr, 3, 0.99, 0.93, 55, 497, 497, 0, 8, 47, 0.00, 0.15, 0.13
RF-501, Updown, AccGyr, 4, 0.99, 0.85, 26, 526, 526, 0, 8, 18, 0.00, 0.31, 0.24
RF-501, Updown, AccGyr, 5, 0.95, 0.62, 33, 519, 519, 0, 25, 8, 0.00, 0.76, 0.43
RF-501, Updown, AccGyr, 6, 0.98, 0.91, 43, 509, 507, 2, 8, 35, 0.00, 0.19, 0.16
RF-501, Updown, AccGyr, 7, 0.97, 0.75, 30, 522, 521, 1, 15, 15, 0.00, 0.50, 0.33
RF-501, Updown, AccGyr, 8, 0.99, 0.89, 31, 521, 521, 0, 7, 24, 0.00, 0.23, 0.18
RF-501, Updown, AccGyr, 9, 0.96, 0.73, 39, 513, 512, 1, 21, 18, 0.00, 0.54, 0.35
RF-501, Updown, AccGyr, 10, 0.99, 0.89, 28, 524, 524, 0, 6, 22, 0.00, 0.21, 0.18
RF-501, Updown, AccGyr, 11, 1.00, 0.96, 23, 529, 529, 0, 2, 21, 0.00, 0.09, 0.08
RF-501, Updown, AccGyr, 12, 0.99, 0.89, 32, 520, 519, 1, 7, 25, 0.00, 0.22, 0.18
RF-501, Updown, AccGyr, 13, 0.99, 0.95, 28, 524, 524, 0, 3, 25, 0.00, 0.11, 0.10
RF-501, Updown, AccGyr, 14, 0.95, 0.76, 56, 496, 493, 3, 27, 29, 0.01, 0.48, 0.33
RF-501, Updown, AccGyr, 15, 0.99, 0.94, 47, 505, 504, 1, 6, 41, 0.00, 0.13, 0.11
RF-501, Tilt, AccGyr, 1, 0.98, 0.87, 50, 618, 618, 0, 13, 37, 0.00, 0.26, 0.21
RF-501, Tilt, AccGyr, 2, 0.97, 0.86, 56, 612, 610, 2, 16, 40, 0.00, 0.29, 0.22
RF-501, Tilt, AccGyr, 3, 0.98, 0.90, 55, 613, 613, 0, 11, 44, 0.00, 0.20, 0.17
RF-501, Tilt, AccGyr, 4, 0.99, 0.97, 55, 613, 612, 1, 3, 52, 0.00, 0.05, 0.05
RF-501, Tilt, AccGyr, 5, 0.95, 0.58, 37, 631, 631, 0, 31, 6, 0.00, 0.84, 0.46
RF-501, Tilt, AccGyr, 6, 0.98, 0.87, 45, 623, 623, 0, 12, 33, 0.00, 0.27, 0.21
RF-501, Tilt, AccGyr, 7, 0.95, 0.57, 36, 632, 632, 0, 31, 5, 0.00, 0.86, 0.46
RF-501, Tilt, AccGyr, 8, 0.94, 0.55, 42, 626, 626, 0, 38, 4, 0.00, 0.90, 0.48
RF-501, Tilt, AccGyr, 9, 0.97, 0.79, 46, 622, 620, 2, 19, 27, 0.00, 0.41, 0.29
RF-501, Tilt, AccGyr, 10, 0.98, 0.86, 41, 627, 625, 2, 11, 30, 0.00, 0.27, 0.21
RF-501, Tilt, AccGyr, 11, 1.00, 0.96, 28, 640, 640, 0, 2, 26, 0.00, 0.07, 0.07
RF-501, Tilt, AccGyr, 12, 0.99, 0.94, 41, 627, 626, 1, 5, 36, 0.00, 0.12, 0.11
RF-501, Tilt, AccGyr, 13, 1.00, 0.99, 34, 634, 634, 0, 1, 33, 0.00, 0.03, 0.03
RF-501, Tilt, AccGyr, 14, 0.96, 0.74, 55, 613, 612, 1, 29, 26, 0.00, 0.53, 0.35
RF-501, Tilt, AccGyr, 15, 1.00, 0.97, 47, 621, 621, 0, 3, 44, 0.00, 0.06, 0.06
RF-501, Triangle, AccGyr, 1, 0.97, 0.82, 45, 711, 708, 3, 16, 29, 0.00, 0.36, 0.26
RF-501, Triangle, AccGyr, 2, 0.98, 0.86, 57, 699, 698, 1, 16, 41, 0.00, 0.28, 0.22
RF-501, Triangle, AccGyr, 3, 0.97, 0.83, 61, 695, 692, 3, 20, 41, 0.00, 0.33, 0.25
RF-501, Triangle, AccGyr, 4, 0.97, 0.83, 66, 690, 687, 3, 22, 44, 0.00, 0.33, 0.25
RF-501, Triangle, AccGyr, 5, 0.96, 0.64, 44, 712, 712, 0, 32, 12, 0.00, 0.73, 0.42
RF-501, Triangle, AccGyr, 6, 0.96, 0.64, 43, 713, 713, 0, 31, 12, 0.00, 0.72, 0.42
RF-501, Triangle, AccGyr, 7, 0.98, 0.87, 44, 712, 709, 3, 11, 33, 0.00, 0.25, 0.20
RF-501, Triangle, AccGyr, 8, 0.98, 0.89, 49, 707, 705, 2, 11, 38, 0.00, 0.22, 0.18
RF-501, Triangle, AccGyr, 9, 0.97, 0.75, 51, 705, 705, 0, 26, 25, 0.00, 0.51, 0.34
RF-501, Triangle, AccGyr, 10, 1.00, 0.96, 42, 714, 714, 0, 3, 39, 0.00, 0.07, 0.07
RF-501, Triangle, AccGyr, 11, 0.98, 0.79, 35, 721, 721, 0, 15, 20, 0.00, 0.43, 0.30
RF-501, Triangle, AccGyr, 12, 0.98, 0.83, 41, 715, 715, 0, 14, 27, 0.00, 0.34, 0.25
RF-501, Triangle, AccGyr, 13, 0.99, 0.97, 60, 696, 695, 1, 4, 56, 0.00, 0.07, 0.06
RF-501, Triangle, AccGyr, 14, 0.96, 0.69, 48, 708, 707, 1, 30, 18, 0.00, 0.62, 0.38
RF-501, Triangle, AccGyr, 15, 0.95, 0.71, 70, 686, 686, 0, 40, 30, 0.00, 0.57, 0.36
RF-501, Turn, AccGyr, 1, 0.98, 0.94, 85, 590, 590, 0, 11, 74, 0.00, 0.13, 0.11
RF-501, Turn, AccGyr, 2, 0.96, 0.71, 47, 628, 627, 1, 27, 20, 0.00, 0.57, 0.37
RF-501, Turn, AccGyr, 3, 0.97, 0.86, 64, 611, 605, 6, 17, 47, 0.01, 0.27, 0.21
RF-501, Turn, AccGyr, 4, 1.00, 0.99, 43, 632, 631, 1, 1, 42, 0.00, 0.02, 0.02
RF-501, Turn, AccGyr, 5, 0.97, 0.74, 39, 636, 636, 0, 20, 19, 0.00, 0.51, 0.34
RF-501, Turn, AccGyr, 6, 0.98, 0.86, 51, 624, 622, 2, 14, 37, 0.00, 0.27, 0.22
RF-501, Turn, AccGyr, 7, 0.97, 0.73, 31, 644, 644, 0, 17, 14, 0.00, 0.55, 0.35
RF-501, Turn, AccGyr, 8, 0.98, 0.87, 41, 634, 634, 0, 11, 30, 0.00, 0.27, 0.21
RF-501, Turn, AccGyr, 9, 0.96, 0.71, 50, 625, 625, 0, 29, 21, 0.00, 0.58, 0.37
RF-501, Turn, AccGyr, 10, 0.99, 0.84, 32, 643, 643, 0, 10, 22, 0.00, 0.31, 0.24
RF-501, Turn, AccGyr, 11, 0.99, 0.93, 31, 644, 642, 2, 4, 27, 0.00, 0.13, 0.11
RF-501, Turn, AccGyr, 12, 0.98, 0.86, 37, 638, 636, 2, 10, 27, 0.00, 0.27, 0.21
RF-501, Turn, AccGyr, 13, 1.00, 0.98, 28, 647, 647, 0, 1, 27, 0.00, 0.04, 0.03
RF-501, Turn, AccGyr, 14, 0.95, 0.73, 58, 617, 615, 2, 31, 27, 0.00, 0.53, 0.35
RF-501, Turn, AccGyr, 15, 1.00, 0.97, 38, 637, 637, 0, 2, 36, 0.00, 0.05, 0.05
RF-501, Square, AccGyr, 1, 0.97, 0.79, 63, 753, 752, 1, 27, 36, 0.00, 0.43, 0.30
RF-501, Square, AccGyr, 2, 0.97, 0.82, 58, 758, 757, 1, 21, 37, 0.00, 0.36, 0.27
RF-501, Square, AccGyr, 3, 0.99, 0.93, 67, 749, 749, 0, 9, 58, 0.00, 0.13, 0.12
RF-501, Square, AccGyr, 4, 0.97, 0.65, 39, 777, 777, 0, 27, 12, 0.00, 0.69, 0.41
RF-501, Square, AccGyr, 5, 0.96, 0.68, 49, 767, 767, 0, 31, 18, 0.00, 0.63, 0.39
RF-501, Square, AccGyr, 6, 0.95, 0.64, 55, 761, 760, 1, 40, 15, 0.00, 0.73, 0.42
RF-501, Square, AccGyr, 7, 0.97, 0.79, 48, 768, 767, 1, 20, 28, 0.00, 0.42, 0.29
RF-501, Square, AccGyr, 8, 0.98, 0.92, 57, 759, 754, 5, 9, 48, 0.01, 0.16, 0.14
RF-501, Square, AccGyr, 9, 0.97, 0.72, 40, 776, 774, 2, 22, 18, 0.00, 0.55, 0.36
RF-501, Square, AccGyr, 10, 1.00, 0.95, 42, 774, 774, 0, 4, 38, 0.00, 0.10, 0.09
RF-501, Square, AccGyr, 11, 0.96, 0.63, 43, 773, 773, 0, 32, 11, 0.00, 0.74, 0.43
RF-501, Square, AccGyr, 12, 0.97, 0.82, 57, 759, 758, 1, 21, 36, 0.00, 0.37, 0.27
RF-501, Square, AccGyr, 13, 0.99, 0.95, 64, 752, 747, 5, 6, 58, 0.01, 0.09, 0.09
RF-501, Square, AccGyr, 14, 0.96, 0.77, 61, 755, 754, 1, 28, 33, 0.00, 0.46, 0.31
RF-501, Square, AccGyr, 15, 0.97, 0.81, 73, 743, 743, 0, 28, 45, 0.00, 0.38, 0.28
RF-501, Circle, AccRotVec, 1, 0.97, 0.83, 42, 570, 568, 2, 14, 28, 0.00, 0.33, 0.25
RF-501, Circle, AccRotVec, 2, 0.99, 0.96, 47, 565, 565, 0, 4, 43, 0.00, 0.09, 0.08
RF-501, Circle, AccRotVec, 3, 0.98, 0.92, 59, 553, 551, 2, 9, 50, 0.00, 0.15, 0.13
