ALGORITHM, GESTURE, # OF SELECTED SENSORS, PARTICIPANT_NO, ACCURACY, AUC, #ofPositiveInstance, #ofNegativeInstance, TN, FP, FN, TP, FAR, FRR, EER
RF-501, Updown, Acc, 3, 0.97, 0.91, 55, 497, 487, 10, 9, 46, 0.02, 0.16, 0.14
RF-501, Updown, Acc, 4, 0.99, 0.94, 26, 526, 524, 2, 3, 23, 0.00, 0.12, 0.10
RF-501, Updown, Acc, 5, 0.97, 0.86, 33, 519, 514, 5, 9, 24, 0.01, 0.27, 0.22
RF-501, Updown, Acc, 6, 0.98, 0.94, 43, 509, 503, 6, 5, 38, 0.01, 0.12, 0.11
RF-501, Updown, Acc, 7, 0.97, 0.84, 30, 522, 516, 6, 9, 21, 0.01, 0.30, 0.23
RF-501, Updown, Acc, 8, 1.00, 0.97, 31, 521, 521, 0, 2, 29, 0.00, 0.06, 0.06
RF-501, Updown, Acc, 9, 0.96, 0.84, 39, 513, 502, 11, 12, 27, 0.02, 0.31, 0.24
RF-501, Updown, Acc, 10, 0.98, 0.91, 28, 524, 519, 5, 5, 23, 0.01, 0.18, 0.15
RF-501, Updown, Acc, 11, 1.00, 0.96, 23, 529, 529, 0, 2, 21, 0.00, 0.09, 0.08
RF-501, Updown, Acc, 12, 1.00, 0.97, 32, 520, 520, 0, 2, 30, 0.00, 0.06, 0.06
RF-501, Updown, Acc, 13, 0.99, 0.94, 28, 524, 521, 3, 3, 25, 0.01, 0.11, 0.10
RF-501, Updown, Acc, 14, 0.95, 0.85, 56, 496, 486, 10, 16, 40, 0.02, 0.29, 0.23
RF-501, Updown, Acc, 15, 0.98, 0.95, 47, 505, 496, 9, 4, 43, 0.02, 0.09, 0.08
RF-501, Tilt, Acc, 1, 0.96, 0.90, 50, 618, 597, 21, 8, 42, 0.03, 0.16, 0.14
RF-501, Tilt, Acc, 2, 0.97, 0.93, 56, 612, 600, 12, 7, 49, 0.02, 0.12, 0.11
RF-501, Tilt, Acc, 3, 0.98, 0.96, 55, 613, 603, 10, 4, 51, 0.02, 0.07, 0.07
RF-501, Tilt, Acc, 4, 0.99, 0.98, 55, 613, 611, 2, 2, 53, 0.00, 0.04, 0.04
RF-501, Tilt, Acc, 5, 0.95, 0.77, 37, 631, 611, 20, 16, 21, 0.03, 0.43, 0.31
RF-501, Tilt, Acc, 6, 0.99, 0.94, 45, 623, 620, 3, 5, 40, 0.00, 0.11, 0.10
RF-501, Tilt, Acc, 7, 0.96, 0.81, 36, 632, 615, 17, 13, 23, 0.03, 0.36, 0.27
RF-501, Tilt, Acc, 8, 0.93, 0.74, 42, 626, 600, 26, 20, 22, 0.04, 0.48, 0.33
RF-501, Tilt, Acc, 9, 0.96, 0.87, 46, 622, 606, 16, 11, 35, 0.03, 0.24, 0.20
RF-501, Tilt, Acc, 10, 0.97, 0.89, 41, 627, 615, 12, 8, 33, 0.02, 0.20, 0.17
RF-501, Tilt, Acc, 11, 0.99, 0.93, 28, 640, 640, 0, 4, 24, 0.00, 0.14, 0.13
RF-501, Tilt, Acc, 12, 0.99, 0.92, 41, 627, 624, 3, 6, 35, 0.00, 0.15, 0.13
RF-501, Tilt, Acc, 13, 1.00, 1.00, 34, 634, 634, 0, 0, 34, 0.00, 0.00, 0.00
RF-501, Tilt, Acc, 14, 0.95, 0.84, 55, 613, 596, 17, 16, 39, 0.03, 0.29, 0.23
RF-501, Tilt, Acc, 15, 1.00, 0.97, 47, 621, 621, 0, 3, 44, 0.00, 0.06, 0.06
RF-501, Triangle, Acc, 1, 0.96, 0.84, 45, 711, 698, 13, 14, 31, 0.02, 0.31, 0.24
RF-501, Triangle, Acc, 2, 0.94, 0.79, 57, 699, 678, 21, 22, 35, 0.03, 0.39, 0.28
RF-501, Triangle, Acc, 3, 0.94, 0.83, 61, 695, 671, 24, 19, 42, 0.03, 0.31, 0.24
RF-501, Triangle, Acc, 4, 0.96, 0.87, 66, 690, 677, 13, 16, 50, 0.02, 0.24, 0.20
RF-501, Triangle, Acc, 5, 0.95, 0.72, 44, 712, 695, 17, 24, 20, 0.02, 0.55, 0.36
RF-501, Triangle, Acc, 6, 0.97, 0.84, 43, 713, 704, 9, 13, 30, 0.01, 0.30, 0.23
RF-501, Triangle, Acc, 7, 0.98, 0.89, 44, 712, 704, 8, 9, 35, 0.01, 0.20, 0.17
RF-501, Triangle, Acc, 8, 0.98, 0.93, 49, 707, 695, 12, 6, 43, 0.02, 0.12, 0.11
RF-501, Triangle, Acc, 9, 0.94, 0.78, 51, 705, 680, 25, 21, 30, 0.04, 0.41, 0.30
RF-501, Triangle, Acc, 10, 0.99, 0.95, 42, 714, 710, 4, 4, 38, 0.01, 0.10, 0.09
RF-501, Triangle, Acc, 11, 0.98, 0.89, 35, 721, 712, 9, 7, 28, 0.01, 0.20, 0.17
RF-501, Triangle, Acc, 12, 0.97, 0.84, 41, 715, 702, 13, 12, 29, 0.02, 0.29, 0.23
RF-501, Triangle, Acc, 13, 0.98, 0.95, 60, 696, 687, 9, 5, 55, 0.01, 0.08, 0.08
RF-501, Triangle, Acc, 14, 0.96, 0.84, 48, 708, 696, 12, 15, 33, 0.02, 0.31, 0.24
RF-501, Triangle, Acc, 15, 0.91, 0.71, 70, 686, 655, 31, 37, 33, 0.05, 0.53, 0.36
RF-501, Turn, Acc, 1, 0.98, 0.93, 85, 590, 586, 4, 11, 74, 0.01, 0.13, 0.12
RF-501, Turn, Acc, 2, 0.97, 0.88, 47, 628, 618, 10, 11, 36, 0.02, 0.23, 0.19
RF-501, Turn, Acc, 3, 0.97, 0.92, 64, 611, 599, 12, 9, 55, 0.02, 0.14, 0.13
RF-501, Turn, Acc, 4, 1.00, 0.99, 43, 632, 630, 2, 1, 42, 0.00, 0.02, 0.02
RF-501, Turn, Acc, 5, 0.97, 0.84, 39, 636, 629, 7, 12, 27, 0.01, 0.31, 0.24
RF-501, Turn, Acc, 6, 0.97, 0.89, 51, 624, 613, 11, 10, 41, 0.02, 0.20, 0.17
RF-501, Turn, Acc, 7, 0.98, 0.90, 31, 644, 638, 6, 6, 25, 0.01, 0.19, 0.16
RF-501, Turn, Acc, 8, 0.97, 0.92, 41, 634, 623, 11, 6, 35, 0.02, 0.15, 0.13
RF-501, Turn, Acc, 9, 0.95, 0.81, 50, 625, 608, 17, 18, 32, 0.03, 0.36, 0.27
RF-501, Turn, Acc, 10, 0.99, 0.95, 32, 643, 640, 3, 3, 29, 0.00, 0.09, 0.09
RF-501, Turn, Acc, 11, 0.99, 0.92, 31, 644, 642, 2, 5, 26, 0.00, 0.16, 0.14
RF-501, Turn, Acc, 12, 0.99, 0.93, 37, 638, 635, 3, 5, 32, 0.00, 0.14, 0.12
RF-501, Turn, Acc, 13, 1.00, 0.98, 28, 647, 646, 1, 1, 27, 0.00, 0.04, 0.03
RF-501, Turn, Acc, 14, 0.95, 0.85, 58, 617, 600, 17, 16, 42, 0.03, 0.28, 0.22
RF-501, Turn, Acc, 15, 1.00, 0.99, 38, 637, 636, 1, 1, 37, 0.00, 0.03, 0.03
RF-501, Square, Acc, 1, 0.95, 0.84, 63, 753, 734, 19, 19, 44, 0.03, 0.30, 0.24
RF-501, Square, Acc, 2, 0.95, 0.78, 58, 758, 744, 14, 24, 34, 0.02, 0.41, 0.30
RF-501, Square, Acc, 3, 0.98, 0.91, 67, 749, 740, 9, 11, 56, 0.01, 0.16, 0.14
RF-501, Square, Acc, 4, 0.96, 0.81, 39, 777, 762, 15, 14, 25, 0.02, 0.36, 0.27
RF-501, Square, Acc, 5, 0.96, 0.77, 49, 767, 753, 14, 22, 27, 0.02, 0.45, 0.31
RF-501, Square, Acc, 6, 0.94, 0.79, 55, 761, 732, 29, 21, 34, 0.04, 0.38, 0.28
RF-501, Square, Acc, 7, 0.98, 0.87, 48, 768, 760, 8, 12, 36, 0.01, 0.25, 0.20
RF-501, Square, Acc, 8, 0.98, 0.94, 57, 759, 748, 11, 6, 51, 0.01, 0.11, 0.10
RF-501, Square, Acc, 9, 0.97, 0.87, 40, 776, 764, 12, 10, 30, 0.02, 0.25, 0.20
RF-501, Square, Acc, 10, 0.99, 0.93, 42, 774, 769, 5, 6, 36, 0.01, 0.14, 0.13
RF-501, Square, Acc, 11, 0.97, 0.86, 43, 773, 761, 12, 11, 32, 0.02, 0.26, 0.21
RF-501, Square, Acc, 12, 0.97, 0.91, 57, 759, 742, 17, 9, 48, 0.02, 0.16, 0.14
RF-501, Square, Acc, 13, 0.98, 0.95, 64, 752, 741, 11, 6, 58, 0.01, 0.09, 0.09
RF-501, Square, Acc, 14, 0.95, 0.82, 61, 755, 738, 17, 21, 40, 0.02, 0.34, 0.26
RF-501, Square, Acc, 15, 0.94, 0.80, 73, 743, 721, 22, 27, 46, 0.03, 0.37, 0.28
RF-501, Circle, Gyr, 1, 0.99, 0.94, 42, 570, 569, 1, 5, 37, 0.00, 0.12, 0.11
RF-501, Circle, Gyr, 2, 0.99, 0.94, 47, 565, 562, 3, 5, 42, 0.01, 0.11, 0.10
RF-501, Circle, Gyr, 3, 0.99, 0.95, 59, 553, 552, 1, 6, 53, 0.00, 0.10, 0.09
RF-501, Circle, Gyr, 4, 0.97, 0.92, 35, 577, 566, 11, 5, 30, 0.02, 0.14, 0.13
RF-501, Circle, Gyr, 5, 0.98, 0.92, 40, 572, 567, 5, 6, 34, 0.01, 0.15, 0.13
RF-501, Circle, Gyr, 6, 0.96, 0.83, 45, 567, 560, 7, 15, 30, 0.01, 0.33, 0.25
RF-501, Circle, Gyr, 7, 0.99, 0.95, 37, 575, 569, 6, 3, 34, 0.01, 0.08, 0.08
RF-501, Circle, Gyr, 8, 0.98, 0.91, 48, 564, 557, 7, 8, 40, 0.01, 0.17, 0.14
RF-501, Circle, Gyr, 9, 0.97, 0.87, 46, 566, 557, 9, 11, 35, 0.02, 0.24, 0.20
RF-501, Circle, Gyr, 10, 0.99, 0.97, 39, 573, 570, 3, 2, 37, 0.01, 0.05, 0.05
RF-501, Circle, Gyr, 11, 0.99, 0.89, 29, 583, 580, 3, 6, 23, 0.01, 0.21, 0.17
RF-501, Circle, Gyr, 12, 0.99, 0.91, 33, 579, 576, 3, 6, 27, 0.01, 0.18, 0.15
RF-501, Circle, Gyr, 13, 0.99, 0.94, 32, 580, 578, 2, 4, 28, 0.00, 0.12, 0.11
RF-501, Circle, Gyr, 14, 0.98, 0.92, 48, 564, 561, 3, 7, 41, 0.01, 0.15, 0.13
RF-501, Circle, Gyr, 15, 0.99, 0.92, 32, 580, 579, 1, 5, 27, 0.00, 0.16, 0.14
RF-501, Updown, Gyr, 1, 0.96, 0.88, 40, 512, 500, 12, 9, 31, 0.02, 0.23, 0.19
RF-501, Updown, Gyr, 2, 0.95, 0.76, 41, 511, 502, 9, 19, 22, 0.02, 0.46, 0.32
RF-501, Updown, Gyr, 3, 0.96, 0.86, 55, 497, 487, 10, 14, 41, 0.02, 0.25, 0.21
RF-501, Updown, Gyr, 4, 0.98, 0.86, 26, 526, 524, 2, 7, 19, 0.00, 0.27, 0.21
RF-501, Updown, Gyr, 5, 0.95, 0.76, 33, 519, 505, 14, 15, 18, 0.03, 0.45, 0.32
RF-501, Updown, Gyr, 6, 0.94, 0.73, 43, 509, 499, 10, 22, 21, 0.02, 0.51, 0.34
RF-501, Updown, Gyr, 7, 0.94, 0.69, 30, 522, 508, 14, 18, 12, 0.03, 0.60, 0.38
RF-501, Updown, Gyr, 8, 0.94, 0.71, 31, 521, 507, 14, 17, 14, 0.03, 0.55, 0.36
RF-501, Updown, Gyr, 9, 0.91, 0.66, 39, 513, 488, 25, 25, 14, 0.05, 0.64, 0.40
RF-501, Updown, Gyr, 10, 0.99, 0.93, 28, 524, 522, 2, 4, 24, 0.00, 0.14, 0.13
RF-501, Updown, Gyr, 11, 0.99, 0.91, 23, 529, 528, 1, 4, 19, 0.00, 0.17, 0.15
RF-501, Updown, Gyr, 12, 0.94, 0.78, 32, 520, 498, 22, 13, 19, 0.04, 0.41, 0.30
RF-501, Updown, Gyr, 13, 0.94, 0.72, 28, 524, 508, 16, 15, 13, 0.03, 0.54, 0.36
RF-501, Updown, Gyr, 14, 0.92, 0.74, 56, 496, 482, 14, 28, 28, 0.03, 0.50, 0.34
RF-501, Updown, Gyr, 15, 0.97, 0.88, 47, 505, 500, 5, 11, 36, 0.01, 0.23, 0.19
RF-501, Tilt, Gyr, 1, 0.93, 0.74, 50, 618, 597, 21, 24, 26, 0.03, 0.48, 0.33
RF-501, Tilt, Gyr, 2, 0.94, 0.78, 56, 612, 592, 20, 23, 33, 0.03, 0.41, 0.30
RF-501, Tilt, Gyr, 3, 0.95, 0.79, 55, 613, 601, 12, 22, 33, 0.02, 0.40, 0.29
RF-501, Tilt, Gyr, 4, 0.93, 0.78, 55, 613, 588, 25, 22, 33, 0.04, 0.40, 0.29
RF-501, Tilt, Gyr, 5, 0.96, 0.73, 37, 631, 620, 11, 19, 18, 0.02, 0.51, 0.34
RF-501, Tilt, Gyr, 6, 0.93, 0.68, 45, 623, 602, 21, 27, 18, 0.03, 0.60, 0.38
RF-501, Tilt, Gyr, 7, 0.96, 0.73, 36, 632, 622, 10, 19, 17, 0.02, 0.53, 0.35
RF-501, Tilt, Gyr, 8, 0.92, 0.62, 42, 626, 601, 25, 30, 12, 0.04, 0.71, 0.43
RF-501, Tilt, Gyr, 9, 0.94, 0.76, 46, 622, 603, 19, 21, 25, 0.03, 0.46, 0.32
RF-501, Tilt, Gyr, 10, 0.96, 0.86, 41, 627, 614, 13, 11, 30, 0.02, 0.27, 0.22
RF-501, Tilt, Gyr, 11, 1.00, 0.95, 28, 640, 640, 0, 3, 25, 0.00, 0.11, 0.10
RF-501, Tilt, Gyr, 12, 0.96, 0.83, 41, 627, 611, 16, 13, 28, 0.03, 0.32, 0.25
RF-501, Tilt, Gyr, 13, 1.00, 1.00, 34, 634, 633, 1, 0, 34, 0.00, 0.00, 0.00
RF-501, Tilt, Gyr, 14, 0.92, 0.68, 55, 613, 591, 22, 33, 22, 0.04, 0.60, 0.38
RF-501, Tilt, Gyr, 15, 0.99, 0.98, 47, 621, 617, 4, 2, 45, 0.01, 0.04, 0.04
RF-501, Triangle, Gyr, 1, 0.97, 0.85, 45, 711, 703, 8, 13, 32, 0.01, 0.29, 0.23
RF-501, Triangle, Gyr, 2, 0.97, 0.90, 57, 699, 691, 8, 11, 46, 0.01, 0.19, 0.16
RF-501, Triangle, Gyr, 3, 0.96, 0.86, 61, 695, 678, 17, 15, 46, 0.02, 0.25, 0.20
RF-501, Triangle, Gyr, 4, 0.95, 0.83, 66, 690, 674, 16, 21, 45, 0.02, 0.32, 0.25
RF-501, Triangle, Gyr, 5, 0.97, 0.81, 44, 712, 703, 9, 16, 28, 0.01, 0.36, 0.27
RF-501, Triangle, Gyr, 6, 0.95, 0.78, 43, 713, 694, 19, 18, 25, 0.03, 0.42, 0.30
RF-501, Triangle, Gyr, 7, 0.98, 0.91, 44, 712, 707, 5, 8, 36, 0.01, 0.18, 0.15
RF-501, Triangle, Gyr, 8, 0.99, 0.96, 49, 707, 703, 4, 4, 45, 0.01, 0.08, 0.08
RF-501, Triangle, Gyr, 9, 0.95, 0.80, 51, 705, 684, 21, 19, 32, 0.03, 0.37, 0.28
RF-501, Triangle, Gyr, 10, 1.00, 0.98, 42, 714, 714, 0, 2, 40, 0.00, 0.05, 0.05
RF-501, Triangle, Gyr, 11, 0.97, 0.79, 35, 721, 711, 10, 14, 21, 0.01, 0.40, 0.29
RF-501, Triangle, Gyr, 12, 0.97, 0.83, 41, 715, 709, 6, 14, 27, 0.01, 0.34, 0.26
RF-501, Triangle, Gyr, 13, 0.99, 0.98, 60, 696, 693, 3, 2, 58, 0.00, 0.03, 0.03
RF-501, Triangle, Gyr, 14, 0.96, 0.79, 48, 708, 694, 14, 19, 29, 0.02, 0.40, 0.29
RF-501, Triangle, Gyr, 15, 0.95, 0.83, 70, 686, 667, 19, 22, 48, 0.03, 0.31, 0.24
RF-501, Turn, Gyr, 1, 0.96, 0.90, 85, 590, 580, 10, 16, 69, 0.02, 0.19, 0.16
RF-501, Turn, Gyr, 2, 0.96, 0.80, 47, 628, 619, 9, 18, 29, 0.01, 0.38, 0.28
RF-501, Turn, Gyr, 3, 0.93, 0.85, 64, 611, 583, 28, 16, 48, 0.05, 0.25, 0.21
RF-501, Turn, Gyr, 4, 0.98, 0.94, 43, 632, 624, 8, 5, 38, 0.01, 0.12, 0.11
RF-501, Turn, Gyr, 5, 0.97, 0.82, 39, 636, 630, 6, 14, 25, 0.01, 0.36, 0.27
RF-501, Turn, Gyr, 6, 0.96, 0.83, 51, 624, 613, 11, 16, 35, 0.02, 0.31, 0.24
RF-501, Turn, Gyr, 7, 0.97, 0.83, 31, 644, 634, 10, 10, 21, 0.02, 0.32, 0.25
RF-501, Turn, Gyr, 8, 0.97, 0.86, 41, 634, 627, 7, 11, 30, 0.01, 0.27, 0.21
RF-501, Turn, Gyr, 9, 0.93, 0.71, 50, 625, 602, 23, 27, 23, 0.04, 0.54, 0.36
RF-501, Turn, Gyr, 10, 0.98, 0.85, 32, 643, 637, 6, 9, 23, 0.01, 0.28, 0.22
RF-501, Turn, Gyr, 11, 0.99, 0.94, 31, 644, 644, 0, 4, 27, 0.00, 0.13, 0.11
RF-501, Turn, Gyr, 12, 0.98, 0.90, 37, 638, 632, 6, 7, 30, 0.01, 0.19, 0.16
RF-501, Turn, Gyr, 13, 0.99, 0.92, 28, 647, 642, 5, 4, 24, 0.01, 0.14, 0.13
RF-501, Turn, Gyr, 14, 0.91, 0.79, 58, 617, 576, 41, 21, 37, 0.07, 0.36, 0.28
RF-501, Turn, Gyr, 15, 1.00, 0.96, 38, 637, 637, 0, 3, 35, 0.00, 0.08, 0.07
RF-501, Square, Gyr, 1, 0.95, 0.79, 63, 753, 740, 13, 25, 38, 0.02, 0.40, 0.29
RF-501, Square, Gyr, 2, 0.96, 0.86, 58, 758, 743, 15, 15, 43, 0.02, 0.26, 0.21
RF-501, Square, Gyr, 3, 0.94, 0.83, 67, 749, 721, 28, 20, 47, 0.04, 0.30, 0.24
RF-501, Square, Gyr, 4, 0.97, 0.76, 39, 777, 768, 9, 18, 21, 0.01, 0.46, 0.32
RF-501, Square, Gyr, 5, 0.97, 0.83, 49, 767, 759, 8, 16, 33, 0.01, 0.33, 0.25
RF-501, Square, Gyr, 6, 0.94, 0.77, 55, 761, 736, 25, 24, 31, 0.03, 0.44, 0.31
RF-501, Square, Gyr, 7, 0.98, 0.86, 48, 768, 761, 7, 13, 35, 0.01, 0.27, 0.21
RF-501, Square, Gyr, 8, 0.98, 0.91, 57, 759, 749, 10, 9, 48, 0.01, 0.16, 0.14
RF-501, Square, Gyr, 9, 0.97, 0.77, 40, 776, 769, 7, 18, 22, 0.01, 0.45, 0.31
RF-501, Square, Gyr, 10, 0.99, 0.95, 42, 774, 770, 4, 4, 38, 0.01, 0.10, 0.09
RF-501, Square, Gyr, 11, 0.96, 0.84, 43, 773, 756, 17, 13, 30, 0.02, 0.30, 0.24
RF-501, Square, Gyr, 12, 0.97, 0.89, 57, 759, 746, 13, 11, 46, 0.02, 0.19, 0.16
RF-501, Square, Gyr, 13, 0.97, 0.90, 64, 752, 739, 13, 12, 52, 0.02, 0.19, 0.16
RF-501, Square, Gyr, 14, 0.95, 0.86, 61, 755, 727, 28, 15, 46, 0.04, 0.25, 0.20
RF-501, Square, Gyr, 15, 0.96, 0.84, 73, 743, 731, 12, 22, 51, 0.02, 0.30, 0.23
RF-501, Circle, RotVec, 1, 0.98, 0.90, 42, 570, 568, 2, 8, 34, 0.00, 0.19, 0.16
RF-501, Circle, RotVec, 2, 0.99, 0.92, 47, 565, 563, 2, 7, 40, 0.00, 0.15, 0.13
RF-501, Circle, RotVec, 3, 0.98, 0.94, 59, 553, 545, 8, 6, 53, 0.01, 0.10, 0.09
RF-501, Circle, RotVec, 4, 0.98, 0.92, 35, 577, 569, 8, 5, 30, 0.01, 0.14, 0.13
RF-501, Circle, RotVec, 5, 0.98, 0.94, 40, 572, 561, 11, 4, 36, 0.02, 0.10, 0.09
RF-501, Circle, RotVec, 6, 0.99, 0.94, 45, 567, 566, 1, 5, 40, 0.00, 0.11, 0.10
RF-501, Circle, RotVec, 7, 1.00, 0.99, 37, 575, 575, 0, 1, 36, 0.00, 0.03, 0.03
RF-501, Circle, RotVec, 8, 0.98, 0.95, 48, 564, 558, 6, 4, 44, 0.01, 0.08, 0.08
RF-501, Circle, RotVec, 9, 0.98, 0.93, 46, 566, 557, 9, 6, 40, 0.02, 0.13, 0.12
RF-501, Circle, RotVec, 10, 0.99, 0.95, 39, 573, 570, 3, 4, 35, 0.01, 0.10, 0.09
RF-501, Circle, RotVec, 11, 1.00, 0.98, 29, 583, 582, 1, 1, 28, 0.00, 0.03, 0.03
RF-501, Circle, RotVec, 12, 1.00, 1.00, 33, 579, 577, 2, 0, 33, 0.00, 0.00, 0.00
RF-501, Circle, RotVec, 13, 1.00, 1.00, 32, 580, 580, 0, 0, 32, 0.00, 0.00, 0.00
RF-501, Circle, RotVec, 14, 0.99, 0.98, 48, 564, 558, 6, 1, 47, 0.01, 0.02, 0.02
RF-501, Circle, RotVec, 15, 0.99, 0.97, 32, 580, 577, 3, 2, 30, 0.01, 0.06, 0.06
RF-501, Updown, RotVec, 1, 1.00, 0.99, 40, 512, 512, 0, 1, 39, 0.00, 0.03, 0.02
RF-501, Updown, RotVec, 2, 0.99, 0.97, 41, 511, 510, 1, 2, 39, 0.00, 0.05, 0.05
RF-501, Updown, RotVec, 3, 0.96, 0.91, 55, 497, 483, 14, 8, 47, 0.03, 0.15, 0.13
RF-501, Updown, RotVec, 4, 1.00, 0.96, 26, 526, 526, 0, 2, 24, 0.00, 0.08, 0.07
RF-501, Updown, RotVec, 5, 0.99, 0.95, 33, 519, 517, 2, 3, 30, 0.00, 0.09, 0.08
RF-501, Updown, RotVec, 6, 1.00, 0.99, 43, 509, 509, 0, 1, 42, 0.00, 0.02, 0.02
RF-501, Updown, RotVec, 7, 0.98, 0.91, 30, 522, 514, 8, 5, 25, 0.02, 0.17, 0.14
RF-501, Updown, RotVec, 8, 0.99, 0.96, 31, 521, 518, 3, 2, 29, 0.01, 0.06, 0.06
RF-501, Updown, RotVec, 9, 0.98, 0.95, 39, 513, 506, 7, 3, 36, 0.01, 0.08, 0.07
RF-501, Updown, RotVec, 10, 0.98, 0.94, 28, 524, 518, 6, 3, 25, 0.01, 0.11, 0.10
RF-501, Updown, RotVec, 11, 0.99, 0.93, 23, 529, 528, 1, 3, 20, 0.00, 0.13, 0.12
RF-501, Updown, RotVec, 12, 1.00, 1.00, 32, 520, 520, 0, 0, 32, 0.00, 0.00, 0.00
RF-501, Updown, RotVec, 13, 1.00, 1.00, 28, 524, 524, 0, 0, 28, 0.00, 0.00, 0.00
RF-501, Updown, RotVec, 14, 0.96, 0.90, 56, 496, 483, 13, 10, 46, 0.03, 0.18, 0.15
RF-501, Updown, RotVec, 15, 0.98, 0.95, 47, 505, 496, 9, 4, 43, 0.02, 0.09, 0.08
RF-501, Tilt, RotVec, 1, 0.99, 0.95, 50, 618, 614, 4, 5, 45, 0.01, 0.10, 0.09
RF-501, Tilt, RotVec, 2, 0.99, 0.98, 56, 612, 610, 2, 2, 54, 0.00, 0.04, 0.03
RF-501, Tilt, RotVec, 3, 0.99, 0.95, 55, 613, 613, 0, 5, 50, 0.00, 0.09, 0.08
RF-501, Tilt, RotVec, 4, 0.99, 0.99, 55, 613, 609, 4, 1, 54, 0.01, 0.02, 0.02
RF-501, Tilt, RotVec, 5, 0.99, 0.96, 37, 631, 626, 5, 3, 34, 0.01, 0.08, 0.08
RF-501, Tilt, RotVec, 6, 0.99, 0.95, 45, 623, 617, 6, 4, 41, 0.01, 0.09, 0.08
RF-501, Tilt, RotVec, 7, 0.99, 0.97, 36, 632, 630, 2, 2, 34, 0.00, 0.06, 0.05
RF-501, Tilt, RotVec, 8, 0.98, 0.92, 42, 626, 620, 6, 6, 36, 0.01, 0.14, 0.13
RF-501, Tilt, RotVec, 9, 0.98, 0.95, 46, 622, 612, 10, 4, 42, 0.02, 0.09, 0.08
RF-501, Tilt, RotVec, 10, 0.98, 0.91, 41, 627, 622, 5, 7, 34, 0.01, 0.17, 0.15
RF-501, Tilt, RotVec, 11, 1.00, 1.00, 28, 640, 639, 1, 0, 28, 0.00, 0.00, 0.00
RF-501, Tilt, RotVec, 12, 1.00, 1.00, 41, 627, 626, 1, 0, 41, 0.00, 0.00, 0.00
RF-501, Tilt, RotVec, 13, 1.00, 1.00, 34, 634, 634, 0, 0, 34, 0.00, 0.00, 0.00
RF-501, Tilt, RotVec, 14, 0.99, 0.98, 55, 613, 611, 2, 2, 53, 0.00, 0.04, 0.04
RF-501, Tilt, RotVec, 15, 0.99, 0.97, 47, 621, 616, 5, 2, 45, 0.01, 0.04, 0.04
RF-501, Triangle, RotVec, 1, 0.98, 0.95, 45, 711, 698, 13, 4, 41, 0.02, 0.09, 0.08
RF-501, Triangle, RotVec, 2, 1.00, 0.99, 57, 699, 698, 1, 1, 56, 0.00, 0.02, 0.02
RF-501, Triangle, RotVec, 3, 0.97, 0.88, 61, 695, 685, 10, 14, 47, 0.01, 0.23, 0.19
RF-501, Triangle, RotVec, 4, 0.98, 0.94, 66, 690, 684, 6, 8, 58, 0.01, 0.12, 0.11
RF-501, Triangle, RotVec, 5, 0.98, 0.95, 44, 712, 700, 12, 4, 40, 0.02, 0.09, 0.08
