ALGORITHM, GESTURE, # OF SELECTED SENSORS, PARTICIPANT_NO, ACCURACY, AUC, #ofPositiveInstance, #ofNegativeInstance, TN, FP, FN, TP, FAR, FRR, EER
RF-501, Triangle, RotVec, 6, 0.99, 0.97, 43, 713, 707, 6, 2, 41, 0.01, 0.05, 0.04
RF-501, Triangle, RotVec, 7, 1.00, 1.00, 44, 712, 709, 3, 0, 44, 0.00, 0.00, 0.00
RF-501, Triangle, RotVec, 8, 0.99, 0.98, 49, 707, 704, 3, 2, 47, 0.00, 0.04, 0.04
RF-501, Triangle, RotVec, 9, 0.98, 0.91, 51, 705, 700, 5, 9, 42, 0.01, 0.18, 0.15
RF-501, Triangle, RotVec, 10, 0.99, 0.96, 42, 714, 711, 3, 3, 39, 0.00, 0.07, 0.07
RF-501, Triangle, RotVec, 11, 1.00, 1.00, 35, 721, 721, 0, 0, 35, 0.00, 0.00, 0.00
RF-501, Triangle, RotVec, 12, 1.00, 0.99, 41, 715, 715, 0, 1, 40, 0.00, 0.02, 0.02
RF-501, Triangle, RotVec, 13, 1.00, 1.00, 60, 696, 696, 0, 0, 60, 0.00, 0.00, 0.00
RF-501, Triangle, RotVec, 14, 0.98, 0.97, 48, 708, 698, 10, 2, 46, 0.01, 0.04, 0.04
RF-501, Triangle, RotVec, 15, 0.96, 0.91, 70, 686, 663, 23, 10, 60, 0.03, 0.14, 0.13
RF-501, Turn, RotVec, 1, 0.99, 0.98, 85, 590, 583, 7, 2, 83, 0.01, 0.02, 0.02
RF-501, Turn, RotVec, 2, 0.99, 0.95, 47, 628, 627, 1, 5, 42, 0.00, 0.11, 0.10
RF-501, Turn, RotVec, 3, 0.98, 0.94, 64, 611, 605, 6, 7, 57, 0.01, 0.11, 0.10
RF-501, Turn, RotVec, 4, 1.00, 0.98, 43, 632, 631, 1, 2, 41, 0.00, 0.05, 0.04
RF-501, Turn, RotVec, 5, 0.98, 0.92, 39, 636, 627, 9, 6, 33, 0.01, 0.15, 0.13
RF-501, Turn, RotVec, 6, 0.99, 0.95, 51, 624, 620, 4, 5, 46, 0.01, 0.10, 0.09
RF-501, Turn, RotVec, 7, 0.98, 0.95, 31, 644, 636, 8, 3, 28, 0.01, 0.10, 0.09
RF-501, Turn, RotVec, 8, 0.99, 0.96, 41, 634, 631, 3, 3, 38, 0.00, 0.07, 0.07
RF-501, Turn, RotVec, 9, 0.97, 0.90, 50, 625, 614, 11, 9, 41, 0.02, 0.18, 0.15
RF-501, Turn, RotVec, 10, 0.99, 0.92, 32, 643, 642, 1, 5, 27, 0.00, 0.16, 0.14
RF-501, Turn, RotVec, 11, 1.00, 1.00, 31, 644, 644, 0, 0, 31, 0.00, 0.00, 0.00
RF-501, Turn, RotVec, 12, 1.00, 0.98, 37, 638, 636, 2, 1, 36, 0.00, 0.03, 0.03
RF-501, Turn, RotVec, 13, 1.00, 1.00, 28, 647, 647, 0, 0, 28, 0.00, 0.00, 0.00
RF-501, Turn, RotVec, 14, 0.99, 0.95, 58, 617, 614, 3, 5, 53, 0.00, 0.09, 0.08
RF-501, Turn, RotVec, 15, 0.99, 0.96, 38, 637, 636, 1, 3, 35, 0.00, 0.08, 0.07
RF-501, Square, RotVec, 1, 0.99, 0.96, 63, 753, 745, 8, 4, 59, 0.01, 0.06, 0.06
RF-501, Square, RotVec, 2, 1.00, 0.99, 58, 758, 755, 3, 1, 57, 0.00, 0.02, 0.02
RF-501, Square, RotVec, 3, 0.98, 0.89, 67, 749, 746, 3, 14, 53, 0.00, 0.21, 0.17
RF-501, Square, RotVec, 4, 0.98, 0.92, 39, 777, 770, 7, 6, 33, 0.01, 0.15, 0.13
RF-501, Square, RotVec, 5, 0.97, 0.91, 49, 767, 753, 14, 8, 41, 0.02, 0.16, 0.14
RF-501, Square, RotVec, 6, 0.98, 0.91, 55, 761, 751, 10, 9, 46, 0.01, 0.16, 0.14
RF-501, Square, RotVec, 7, 0.99, 0.92, 48, 768, 763, 5, 7, 41, 0.01, 0.15, 0.13
RF-501, Square, RotVec, 8, 0.98, 0.97, 57, 759, 748, 11, 3, 54, 0.01, 0.05, 0.05
RF-501, Square, RotVec, 9, 0.98, 0.94, 40, 776, 765, 11, 4, 36, 0.01, 0.10, 0.09
RF-501, Square, RotVec, 10, 0.99, 0.95, 42, 774, 772, 2, 4, 38, 0.00, 0.10, 0.09
RF-501, Square, RotVec, 11, 1.00, 1.00, 43, 773, 773, 0, 0, 43, 0.00, 0.00, 0.00
RF-501, Square, RotVec, 12, 1.00, 1.00, 57, 759, 759, 0, 0, 57, 0.00, 0.00, 0.00
RF-501, Square, RotVec, 13, 1.00, 0.99, 64, 752, 751, 1, 1, 63, 0.00, 0.02, 0.02
RF-501, Square, RotVec, 14, 0.98, 0.94, 61, 755, 744, 11, 7, 54, 0.01, 0.11, 0.10
RF-501, Square, RotVec, 15, 0.97, 0.89, 73, 743, 732, 11, 15, 58, 0.01, 0.21, 0.17
RF-501, Circle, MagField, 1, 0.96, 0.84, 42, 570, 561, 9, 13, 29, 0.02, 0.31, 0.24
RF-501, Circle, MagField, 2, 1.00, 0.98, 47, 565, 564, 1, 2, 45, 0.00, 0.04, 0.04
RF-501, Circle, MagField, 3, 0.98, 0.94, 59, 553, 544, 9, 6, 53, 0.02, 0.10, 0.09
RF-501, Circle, MagField, 4, 0.97, 0.89, 35, 577, 565, 12, 7, 28, 0.02, 0.20, 0.17
RF-501, Circle, MagField, 5, 0.99, 0.95, 40, 572, 569, 3, 4, 36, 0.01, 0.10, 0.09
RF-501, Circle, MagField, 6, 0.99, 0.95, 45, 567, 563, 4, 4, 41, 0.01, 0.09, 0.08
RF-501, Circle, MagField, 7, 0.99, 0.96, 37, 575, 574, 1, 3, 34, 0.00, 0.08, 0.08
RF-501, Circle, MagField, 8, 0.98, 0.95, 48, 564, 557, 7, 4, 44, 0.01, 0.08, 0.08
RF-501, Circle, MagField, 9, 0.96, 0.86, 46, 566, 552, 14, 12, 34, 0.02, 0.26, 0.21
RF-501, Circle, MagField, 10, 0.99, 0.97, 39, 573, 570, 3, 2, 37, 0.01, 0.05, 0.05
RF-501, Circle, MagField, 11, 1.00, 0.96, 29, 583, 582, 1, 2, 27, 0.00, 0.07, 0.06
RF-501, Circle, MagField, 12, 1.00, 1.00, 33, 579, 577, 2, 0, 33, 0.00, 0.00, 0.00
RF-501, Circle, MagField, 13, 1.00, 1.00, 32, 580, 579, 1, 0, 32, 0.00, 0.00, 0.00
RF-501, Circle, MagField, 14, 0.99, 0.96, 48, 564, 559, 5, 3, 45, 0.01, 0.06, 0.06
RF-501, Circle, MagField, 15, 0.97, 0.87, 32, 580, 570, 10, 8, 24, 0.02, 0.25, 0.20
RF-501, Updown, MagField, 1, 1.00, 0.97, 40, 512, 512, 0, 2, 38, 0.00, 0.05, 0.05
RF-501, Updown, MagField, 2, 1.00, 0.98, 41, 511, 511, 0, 2, 39, 0.00, 0.05, 0.05
RF-501, Updown, MagField, 3, 1.00, 1.00, 55, 497, 496, 1, 0, 55, 0.00, 0.00, 0.00
RF-501, Updown, MagField, 4, 1.00, 0.98, 26, 526, 526, 0, 1, 25, 0.00, 0.04, 0.04
RF-501, Updown, MagField, 5, 0.98, 0.91, 33, 519, 516, 3, 6, 27, 0.01, 0.18, 0.15
RF-501, Updown, MagField, 6, 0.99, 0.96, 43, 509, 508, 1, 3, 40, 0.00, 0.07, 0.07
RF-501, Updown, MagField, 7, 1.00, 0.98, 30, 522, 522, 0, 1, 29, 0.00, 0.03, 0.03
RF-501, Updown, MagField, 8, 1.00, 0.98, 31, 521, 521, 0, 1, 30, 0.00, 0.03, 0.03
RF-501, Updown, MagField, 9, 1.00, 1.00, 39, 513, 512, 1, 0, 39, 0.00, 0.00, 0.00
RF-501, Updown, MagField, 10, 1.00, 0.96, 28, 524, 524, 0, 2, 26, 0.00, 0.07, 0.07
RF-501, Updown, MagField, 11, 1.00, 1.00, 23, 529, 529, 0, 0, 23, 0.00, 0.00, 0.00
RF-501, Updown, MagField, 12, 1.00, 1.00, 32, 520, 519, 1, 0, 32, 0.00, 0.00, 0.00
RF-501, Updown, MagField, 13, 1.00, 0.98, 28, 524, 523, 1, 1, 27, 0.00, 0.04, 0.03
RF-501, Updown, MagField, 14, 0.99, 0.97, 56, 496, 491, 5, 3, 53, 0.01, 0.05, 0.05
RF-501, Updown, MagField, 15, 0.98, 0.95, 47, 505, 500, 5, 4, 43, 0.01, 0.09, 0.08
RF-501, Tilt, MagField, 1, 1.00, 1.00, 50, 618, 617, 1, 0, 50, 0.00, 0.00, 0.00
RF-501, Tilt, MagField, 2, 0.99, 0.97, 56, 612, 609, 3, 3, 53, 0.00, 0.05, 0.05
RF-501, Tilt, MagField, 3, 1.00, 0.98, 55, 613, 612, 1, 2, 53, 0.00, 0.04, 0.04
RF-501, Tilt, MagField, 4, 1.00, 1.00, 55, 613, 613, 0, 0, 55, 0.00, 0.00, 0.00
RF-501, Tilt, MagField, 5, 0.98, 0.91, 37, 631, 625, 6, 6, 31, 0.01, 0.16, 0.14
RF-501, Tilt, MagField, 6, 0.99, 0.96, 45, 623, 620, 3, 3, 42, 0.00, 0.07, 0.06
RF-501, Tilt, MagField, 7, 0.99, 0.96, 36, 632, 631, 1, 3, 33, 0.00, 0.08, 0.08
RF-501, Tilt, MagField, 8, 0.99, 0.96, 42, 626, 619, 7, 3, 39, 0.01, 0.07, 0.07
RF-501, Tilt, MagField, 9, 0.98, 0.94, 46, 622, 613, 9, 5, 41, 0.01, 0.11, 0.10
RF-501, Tilt, MagField, 10, 0.99, 0.99, 41, 627, 624, 3, 1, 40, 0.00, 0.02, 0.02
RF-501, Tilt, MagField, 11, 1.00, 0.96, 28, 640, 640, 0, 2, 26, 0.00, 0.07, 0.07
RF-501, Tilt, MagField, 12, 0.99, 0.98, 41, 627, 622, 5, 1, 40, 0.01, 0.02, 0.02
RF-501, Tilt, MagField, 13, 1.00, 1.00, 34, 634, 634, 0, 0, 34, 0.00, 0.00, 0.00
RF-501, Tilt, MagField, 14, 0.99, 0.96, 55, 613, 608, 5, 4, 51, 0.01, 0.07, 0.07
RF-501, Tilt, MagField, 15, 0.99, 0.97, 47, 621, 619, 2, 3, 44, 0.00, 0.06, 0.06
RF-501, Triangle, MagField, 1, 0.98, 0.96, 45, 711, 701, 10, 3, 42, 0.01, 0.07, 0.06
RF-501, Triangle, MagField, 2, 0.99, 0.99, 57, 699, 696, 3, 1, 56, 0.00, 0.02, 0.02
RF-501, Triangle, MagField, 3, 0.99, 0.97, 61, 695, 692, 3, 3, 58, 0.00, 0.05, 0.05
RF-501, Triangle, MagField, 4, 0.98, 0.93, 66, 690, 681, 9, 8, 58, 0.01, 0.12, 0.11
RF-501, Triangle, MagField, 5, 0.99, 0.93, 44, 712, 709, 3, 6, 38, 0.00, 0.14, 0.12
RF-501, Triangle, MagField, 6, 0.99, 0.97, 43, 713, 707, 6, 2, 41, 0.01, 0.05, 0.04
RF-501, Triangle, MagField, 7, 0.99, 0.94, 44, 712, 709, 3, 5, 39, 0.00, 0.11, 0.10
RF-501, Triangle, MagField, 8, 1.00, 0.98, 49, 707, 706, 1, 2, 47, 0.00, 0.04, 0.04
RF-501, Triangle, MagField, 9, 0.99, 0.95, 51, 705, 699, 6, 5, 46, 0.01, 0.10, 0.09
RF-501, Triangle, MagField, 10, 0.99, 0.94, 42, 714, 714, 0, 5, 37, 0.00, 0.12, 0.11
RF-501, Triangle, MagField, 11, 1.00, 0.99, 35, 721, 721, 0, 1, 34, 0.00, 0.03, 0.03
RF-501, Triangle, MagField, 12, 0.99, 0.97, 41, 715, 710, 5, 2, 39, 0.01, 0.05, 0.05
RF-501, Triangle, MagField, 13, 1.00, 0.99, 60, 696, 696, 0, 1, 59, 0.00, 0.02, 0.02
RF-501, Triangle, MagField, 14, 0.98, 0.91, 48, 708, 704, 4, 8, 40, 0.01, 0.17, 0.14
RF-501, Triangle, MagField, 15, 0.99, 0.97, 70, 686, 680, 6, 4, 66, 0.01, 0.06, 0.05
RF-501, Turn, MagField, 1, 0.99, 0.98, 85, 590, 586, 4, 2, 83, 0.01, 0.02, 0.02
RF-501, Turn, MagField, 2, 0.99, 0.97, 47, 628, 625, 3, 3, 44, 0.00, 0.06, 0.06
RF-501, Turn, MagField, 3, 1.00, 0.99, 64, 611, 609, 2, 1, 63, 0.00, 0.02, 0.02
RF-501, Turn, MagField, 4, 1.00, 0.99, 43, 632, 631, 1, 1, 42, 0.00, 0.02, 0.02
RF-501, Turn, MagField, 5, 0.99, 0.97, 39, 636, 633, 3, 2, 37, 0.00, 0.05, 0.05
RF-501, Turn, MagField, 6, 0.98, 0.94, 51, 624, 614, 10, 5, 46, 0.02, 0.10, 0.09
RF-501, Turn, MagField, 7, 0.99, 0.92, 31, 644, 644, 0, 5, 26, 0.00, 0.16, 0.14
RF-501, Turn, MagField, 8, 0.99, 0.95, 41, 634, 633, 1, 4, 37, 0.00, 0.10, 0.09
RF-501, Turn, MagField, 9, 1.00, 0.99, 50, 625, 623, 2, 1, 49, 0.00, 0.02, 0.02
RF-501, Turn, MagField, 10, 1.00, 0.97, 32, 643, 642, 1, 2, 30, 0.00, 0.06, 0.06
RF-501, Turn, MagField, 11, 1.00, 0.98, 31, 644, 644, 0, 1, 30, 0.00, 0.03, 0.03
RF-501, Turn, MagField, 12, 0.98, 0.91, 37, 638, 632, 6, 6, 31, 0.01, 0.16, 0.14
RF-501, Turn, MagField, 13, 1.00, 1.00, 28, 647, 647, 0, 0, 28, 0.00, 0.00, 0.00
RF-501, Turn, MagField, 14, 1.00, 0.97, 58, 617, 617, 0, 3, 55, 0.00, 0.05, 0.05
RF-501, Turn, MagField, 15, 0.99, 0.97, 38, 637, 635, 2, 2, 36, 0.00, 0.05, 0.05
RF-501, Square, MagField, 1, 0.96, 0.91, 63, 753, 731, 22, 10, 53, 0.03, 0.16, 0.14
RF-501, Square, MagField, 2, 1.00, 0.98, 58, 758, 758, 0, 2, 56, 0.00, 0.03, 0.03
RF-501, Square, MagField, 3, 1.00, 0.98, 67, 749, 748, 1, 3, 64, 0.00, 0.04, 0.04
RF-501, Square, MagField, 4, 0.99, 0.93, 39, 777, 770, 7, 5, 34, 0.01, 0.13, 0.11
RF-501, Square, MagField, 5, 0.98, 0.92, 49, 767, 757, 10, 7, 42, 0.01, 0.14, 0.13
RF-501, Square, MagField, 6, 0.99, 0.96, 55, 761, 757, 4, 4, 51, 0.01, 0.07, 0.07
RF-501, Square, MagField, 7, 0.97, 0.90, 48, 768, 752, 16, 9, 39, 0.02, 0.19, 0.16
RF-501, Square, MagField, 8, 0.98, 0.94, 57, 759, 745, 14, 6, 51, 0.02, 0.11, 0.10
RF-501, Square, MagField, 9, 0.98, 0.89, 40, 776, 766, 10, 8, 32, 0.01, 0.20, 0.17
RF-501, Square, MagField, 10, 0.99, 0.95, 42, 774, 772, 2, 4, 38, 0.00, 0.10, 0.09
RF-501, Square, MagField, 11, 1.00, 1.00, 43, 773, 772, 1, 0, 43, 0.00, 0.00, 0.00
RF-501, Square, MagField, 12, 1.00, 0.99, 57, 759, 757, 2, 1, 56, 0.00, 0.02, 0.02
RF-501, Square, MagField, 13, 1.00, 1.00, 64, 752, 752, 0, 0, 64, 0.00, 0.00, 0.00
RF-501, Square, MagField, 14, 0.99, 0.95, 61, 755, 751, 4, 6, 55, 0.01, 0.10, 0.09
RF-501, Square, MagField, 15, 0.96, 0.92, 73, 743, 720, 23, 10, 63, 0.03, 0.14, 0.12
RF-501, Circle, AccGyr, 1, 0.99, 0.94, 42, 570, 570, 0, 5, 37, 0.00, 0.12, 0.11
RF-501, Circle, AccGyr, 2, 1.00, 0.98, 47, 565, 564, 1, 2, 45, 0.00, 0.04, 0.04
RF-501, Circle, AccGyr, 3, 0.99, 0.94, 59, 553, 552, 1, 7, 52, 0.00, 0.12, 0.11
RF-501, Circle, AccGyr, 4, 0.99, 0.96, 35, 577, 576, 1, 3, 32, 0.00, 0.09, 0.08
RF-501, Circle, AccGyr, 5, 0.99, 0.90, 40, 572, 571, 1, 8, 32, 0.00, 0.20, 0.17
RF-501, Circle, AccGyr, 6, 0.97, 0.85, 45, 567, 564, 3, 13, 32, 0.01, 0.29, 0.23
RF-501, Circle, AccGyr, 7, 1.00, 0.97, 37, 575, 574, 1, 2, 35, 0.00, 0.05, 0.05
RF-501, Circle, AccGyr, 8, 0.98, 0.91, 48, 564, 557, 7, 8, 40, 0.01, 0.17, 0.14
RF-501, Circle, AccGyr, 9, 0.98, 0.91, 46, 566, 563, 3, 8, 38, 0.01, 0.17, 0.15
RF-501, Circle, AccGyr, 10, 0.99, 0.95, 39, 573, 572, 1, 4, 35, 0.00, 0.10, 0.09
RF-501, Circle, AccGyr, 11, 1.00, 0.97, 29, 583, 583, 0, 2, 27, 0.00, 0.07, 0.06
RF-501, Circle, AccGyr, 12, 1.00, 0.97, 33, 579, 578, 1, 2, 31, 0.00, 0.06, 0.06
RF-501, Circle, AccGyr, 13, 1.00, 1.00, 32, 580, 580, 0, 0, 32, 0.00, 0.00, 0.00
RF-501, Circle, AccGyr, 14, 0.99, 0.95, 48, 564, 562, 2, 5, 43, 0.00, 0.10, 0.09
RF-501, Circle, AccGyr, 15, 0.99, 0.92, 32, 580, 580, 0, 5, 27, 0.00, 0.16, 0.14
RF-501, Updown, AccGyr, 1, 0.98, 0.90, 40, 512, 509, 3, 8, 32, 0.01, 0.20, 0.17
RF-501, Updown, AccGyr, 2, 0.97, 0.85, 41, 511, 508, 3, 12, 29, 0.01, 0.29, 0.23
RF-501, Updown, AccGyr, 3, 0.99, 0.96, 55, 497, 494, 3, 4, 51, 0.01, 0.07, 0.07
RF-501, Updown, AccGyr, 4, 0.99, 0.90, 26, 526, 526, 0, 5, 21, 0.00, 0.19, 0.16
RF-501, Updown, AccGyr, 5, 0.97, 0.82, 33, 519, 516, 3, 12, 21, 0.01, 0.36, 0.27
RF-501, Updown, AccGyr, 6, 0.99, 0.95, 43, 509, 505, 4, 4, 39, 0.01, 0.09, 0.09
RF-501, Updown, AccGyr, 7, 0.98, 0.85, 30, 522, 519, 3, 9, 21, 0.01, 0.30, 0.23
RF-501, Updown, AccGyr, 8, 0.99, 0.95, 31, 521, 521, 0, 3, 28, 0.00, 0.10, 0.09
RF-501, Updown, AccGyr, 9, 0.96, 0.81, 39, 513, 504, 9, 14, 25, 0.02, 0.36, 0.27
RF-501, Updown, AccGyr, 10, 0.99, 0.93, 28, 524, 523, 1, 4, 24, 0.00, 0.14, 0.13
RF-501, Updown, AccGyr, 11, 1.00, 0.96, 23, 529, 529, 0, 2, 21, 0.00, 0.09, 0.08
RF-501, Updown, AccGyr, 12, 1.00, 0.97, 32, 520, 520, 0, 2, 30, 0.00, 0.06, 0.06
RF-501, Updown, AccGyr, 13, 0.99, 0.94, 28, 524, 522, 2, 3, 25, 0.00, 0.11, 0.10
RF-501, Updown, AccGyr, 14, 0.96, 0.86, 56, 496, 489, 7, 15, 41, 0.01, 0.27, 0.21
RF-501, Updown, AccGyr, 15, 0.99, 0.96, 47, 505, 501, 4, 3, 44, 0.01, 0.06, 0.06
RF-501, Tilt, AccGyr, 1, 0.99, 0.94, 50, 618, 616, 2, 6, 44, 0.00, 0.12, 0.11
RF-501, Tilt, AccGyr, 2, 0.99, 0.97, 56, 612, 610, 2, 3, 53, 0.00, 0.05, 0.05
RF-501, Tilt, AccGyr, 3, 0.99, 0.96, 55, 613, 607, 6, 4, 51, 0.01, 0.07, 0.07
RF-501, Tilt, AccGyr, 4, 1.00, 0.98, 55, 613, 612, 1, 2, 53, 0.00, 0.04, 0.04
RF-501, Tilt, AccGyr, 5, 0.96, 0.78, 37, 631, 622, 9, 16, 21, 0.01, 0.43, 0.30
RF-501, Tilt, AccGyr, 6, 0.99, 0.95, 45, 623, 621, 2, 4, 41, 0.00, 0.09, 0.08
RF-501, Tilt, AccGyr, 7, 0.97, 0.80, 36, 632, 624, 8, 14, 22, 0.01, 0.39, 0.28
RF-501, Tilt, AccGyr, 8, 0.95, 0.76, 42, 626, 610, 16, 19, 23, 0.03, 0.45, 0.32
RF-501, Tilt, AccGyr, 9, 0.97, 0.86, 46, 622, 616, 6, 12, 34, 0.01, 0.26, 0.21
RF-501, Tilt, AccGyr, 10, 0.98, 0.91, 41, 627, 621, 6, 7, 34, 0.01, 0.17, 0.15
RF-501, Tilt, AccGyr, 11, 1.00, 0.98, 28, 640, 640, 0, 1, 27, 0.00, 0.04, 0.03
RF-501, Tilt, AccGyr, 12, 0.99, 0.97, 41, 627, 625, 2, 2, 39, 0.00, 0.05, 0.05
RF-501, Tilt, AccGyr, 13, 1.00, 1.00, 34, 634, 634, 0, 0, 34, 0.00, 0.00, 0.00
RF-501, Tilt, AccGyr, 14, 0.96, 0.83, 55, 613, 600, 13, 17, 38, 0.02, 0.31, 0.24
RF-501, Tilt, AccGyr, 15, 1.00, 0.99, 47, 621, 621, 0, 1, 46, 0.00, 0.02, 0.02
RF-501, Triangle, AccGyr, 1, 0.98, 0.90, 45, 711, 707, 4, 9, 36, 0.01, 0.20, 0.17
RF-501, Triangle, AccGyr, 2, 0.98, 0.91, 57, 699, 697, 2, 10, 47, 0.00, 0.18, 0.15
RF-501, Triangle, AccGyr, 3, 0.97, 0.89, 61, 695, 685, 10, 13, 48, 0.01, 0.21, 0.18
RF-501, Triangle, AccGyr, 4, 0.98, 0.91, 66, 690, 686, 4, 12, 54, 0.01, 0.18, 0.15
RF-501, Triangle, AccGyr, 5, 0.98, 0.83, 44, 712, 710, 2, 15, 29, 0.00, 0.34, 0.25
RF-501, Triangle, AccGyr, 6, 0.98, 0.86, 43, 713, 708, 5, 12, 31, 0.01, 0.28, 0.22
RF-501, Triangle, AccGyr, 7, 0.99, 0.98, 44, 712, 710, 2, 2, 42, 0.00, 0.05, 0.04
RF-501, Triangle, AccGyr, 8, 0.99, 0.98, 49, 707, 704, 3, 2, 47, 0.00, 0.04, 0.04
RF-501, Triangle, AccGyr, 9, 0.97, 0.83, 51, 705, 703, 2, 17, 34, 0.00, 0.33, 0.25
RF-501, Triangle, AccGyr, 10, 1.00, 0.98, 42, 714, 714, 0, 2, 40, 0.00, 0.05, 0.05
RF-501, Triangle, AccGyr, 11, 0.98, 0.91, 35, 721, 715, 6, 6, 29, 0.01, 0.17, 0.15
RF-501, Triangle, AccGyr, 12, 0.98, 0.89, 41, 715, 710, 5, 9, 32, 0.01, 0.22, 0.18
RF-501, Triangle, AccGyr, 13, 1.00, 0.99, 60, 696, 694, 2, 1, 59, 0.00, 0.02, 0.02
RF-501, Triangle, AccGyr, 14, 0.98, 0.89, 48, 708, 706, 2, 10, 38, 0.00, 0.21, 0.17
RF-501, Triangle, AccGyr, 15, 0.96, 0.84, 70, 686, 674, 12, 21, 49, 0.02, 0.30, 0.23
RF-501, Turn, AccGyr, 1, 0.99, 0.97, 85, 590, 588, 2, 4, 81, 0.00, 0.05, 0.05
RF-501, Turn, AccGyr, 2, 0.97, 0.86, 47, 628, 618, 10, 12, 35, 0.02, 0.26, 0.21
RF-501, Turn, AccGyr, 3, 0.98, 0.92, 64, 611, 604, 7, 9, 55, 0.01, 0.14, 0.12
RF-501, Turn, AccGyr, 4, 1.00, 0.99, 43, 632, 630, 2, 1, 42, 0.00, 0.02, 0.02
RF-501, Turn, AccGyr, 5, 0.98, 0.88, 39, 636, 630, 6, 9, 30, 0.01, 0.23, 0.19
RF-501, Turn, AccGyr, 6, 0.98, 0.94, 51, 624, 617, 7, 6, 45, 0.01, 0.12, 0.11
RF-501, Turn, AccGyr, 7, 0.99, 0.87, 31, 644, 643, 1, 8, 23, 0.00, 0.26, 0.21
RF-501, Turn, AccGyr, 8, 0.99, 0.94, 41, 634, 632, 2, 5, 36, 0.00, 0.12, 0.11
RF-501, Turn, AccGyr, 9, 0.97, 0.86, 50, 625, 617, 8, 13, 37, 0.01, 0.26, 0.21
RF-501, Turn, AccGyr, 10, 0.99, 0.95, 32, 643, 640, 3, 3, 29, 0.00, 0.09, 0.09
RF-501, Turn, AccGyr, 11, 0.99, 0.95, 31, 644, 643, 1, 3, 28, 0.00, 0.10, 0.09
RF-501, Turn, AccGyr, 12, 0.99, 0.92, 37, 638, 634, 4, 6, 31, 0.01, 0.16, 0.14
RF-501, Turn, AccGyr, 13, 1.00, 0.98, 28, 647, 647, 0, 1, 27, 0.00, 0.04, 0.03
RF-501, Turn, AccGyr, 14, 0.96, 0.85, 58, 617, 608, 9, 17, 41, 0.01, 0.29, 0.23
RF-501, Turn, AccGyr, 15, 1.00, 0.99, 38, 637, 637, 0, 1, 37, 0.00, 0.03, 0.03
RF-501, Square, AccGyr, 1, 0.98, 0.90, 63, 753, 746, 7, 12, 51, 0.01, 0.19, 0.16
RF-501, Square, AccGyr, 2, 0.97, 0.87, 58, 758, 752, 6, 15, 43, 0.01, 0.26, 0.21
RF-501, Square, AccGyr, 3, 0.98, 0.89, 67, 749, 745, 4, 15, 52, 0.01, 0.22, 0.18
RF-501, Square, AccGyr, 4, 0.98, 0.83, 39, 777, 771, 6, 13, 26, 0.01, 0.33, 0.25
RF-501, Square, AccGyr, 5, 0.97, 0.81, 49, 767, 762, 5, 18, 31, 0.01, 0.37, 0.27
RF-501, Square, AccGyr, 6, 0.96, 0.83, 55, 761, 748, 13, 18, 37, 0.02, 0.33, 0.25
RF-501, Square, AccGyr, 7, 0.99, 0.94, 48, 768, 767, 1, 6, 42, 0.00, 0.12, 0.11
RF-501, Square, AccGyr, 8, 0.99, 0.97, 57, 759, 753, 6, 3, 54, 0.01, 0.05, 0.05
RF-501, Square, AccGyr, 9, 0.98, 0.85, 40, 776, 773, 3, 12, 28, 0.00, 0.30, 0.23
RF-501, Square, AccGyr, 10, 0.99, 0.95, 42, 774, 773, 1, 4, 38, 0.00, 0.10, 0.09
RF-501, Square, AccGyr, 11, 0.98, 0.86, 43, 773, 767, 6, 12, 31, 0.01, 0.28, 0.22
RF-501, Square, AccGyr, 12, 0.98, 0.92, 57, 759, 748, 11, 8, 49, 0.01, 0.14, 0.12
RF-501, Square, AccGyr, 13, 0.99, 0.97, 64, 752, 747, 5, 3, 61, 0.01, 0.05, 0.05
RF-501, Square, AccGyr, 14, 0.97, 0.88, 61, 755, 745, 10, 14, 47, 0.01, 0.23, 0.19
RF-501, Square, AccGyr, 15, 0.98, 0.89, 73, 743, 739, 4, 15, 58, 0.01, 0.21, 0.17
RF-501, Circle, AccRotVec, 1, 0.98, 0.88, 42, 570, 567, 3, 10, 32, 0.01, 0.24, 0.19
RF-501, Circle, AccRotVec, 2, 1.00, 0.99, 47, 565, 565, 0, 1, 46, 0.00, 0.02, 0.02
RF-501, Circle, AccRotVec, 3, 0.98, 0.96, 59, 553, 543, 10, 4, 55, 0.02, 0.07, 0.06
RF-501, Circle, AccRotVec, 4, 0.99, 0.91, 35, 577, 574, 3, 6, 29, 0.01, 0.17, 0.15
RF-501, Circle, AccRotVec, 5, 0.99, 0.96, 40, 572, 569, 3, 3, 37, 0.01, 0.07, 0.07
RF-501, Circle, AccRotVec, 6, 0.99, 0.94, 45, 567, 564, 3, 5, 40, 0.01, 0.11, 0.10
RF-501, Circle, AccRotVec, 7, 1.00, 0.97, 37, 575, 575, 0, 2, 35, 0.00, 0.05, 0.05
RF-501, Circle, AccRotVec, 8, 0.98, 0.91, 48, 564, 561, 3, 8, 40, 0.01, 0.17, 0.14
RF-501, Circle, AccRotVec, 9, 0.97, 0.89, 46, 566, 557, 9, 9, 37, 0.02, 0.20, 0.17
RF-501, Circle, AccRotVec, 10, 0.99, 0.95, 39, 573, 571, 2, 4, 35, 0.00, 0.10, 0.09
