ALGORITHM, GESTURE, # OF SELECTED SENSORS, PARTICIPANT_NO, ACCURACY, AUC, #ofPositiveInstance, #ofNegativeInstance, TN, FP, FN, TP, FAR, FRR, EER
RF-501, Triangle, RotVec, 2, 1.00, 0.99, 57, 699, 698, 1, 1, 56, 0.00, 0.02, 0.02
RF-501, Triangle, RotVec, 3, 0.97, 0.88, 61, 695, 683, 12, 13, 48, 0.02, 0.21, 0.18
RF-501, Triangle, RotVec, 4, 0.98, 0.94, 66, 690, 683, 7, 7, 59, 0.01, 0.11, 0.10
RF-501, Triangle, RotVec, 5, 0.98, 0.92, 44, 712, 700, 12, 6, 38, 0.02, 0.14, 0.12
RF-501, Triangle, RotVec, 6, 0.99, 0.98, 43, 713, 706, 7, 1, 42, 0.01, 0.02, 0.02
RF-501, Triangle, RotVec, 7, 1.00, 1.00, 44, 712, 710, 2, 0, 44, 0.00, 0.00, 0.00
RF-501, Triangle, RotVec, 8, 0.99, 0.95, 49, 707, 703, 4, 5, 44, 0.01, 0.10, 0.09
RF-501, Triangle, RotVec, 9, 0.98, 0.91, 51, 705, 698, 7, 9, 42, 0.01, 0.18, 0.15
RF-501, Triangle, RotVec, 10, 0.99, 0.96, 42, 714, 710, 4, 3, 39, 0.01, 0.07, 0.07
RF-501, Triangle, RotVec, 11, 1.00, 0.99, 35, 721, 721, 0, 1, 34, 0.00, 0.03, 0.03
RF-501, Triangle, RotVec, 12, 1.00, 1.00, 41, 715, 715, 0, 0, 41, 0.00, 0.00, 0.00
RF-501, Triangle, RotVec, 13, 1.00, 1.00, 60, 696, 696, 0, 0, 60, 0.00, 0.00, 0.00
RF-501, Triangle, RotVec, 14, 0.99, 0.98, 48, 708, 698, 10, 1, 47, 0.01, 0.02, 0.02
RF-501, Triangle, RotVec, 15, 0.95, 0.90, 70, 686, 660, 26, 11, 59, 0.04, 0.16, 0.14
RF-501, Turn, RotVec, 1, 0.99, 0.99, 85, 590, 583, 7, 1, 84, 0.01, 0.01, 0.01
RF-501, Turn, RotVec, 2, 0.99, 0.94, 47, 628, 625, 3, 5, 42, 0.00, 0.11, 0.10
RF-501, Turn, RotVec, 3, 0.99, 0.95, 64, 611, 607, 4, 6, 58, 0.01, 0.09, 0.09
RF-501, Turn, RotVec, 4, 1.00, 0.99, 43, 632, 631, 1, 1, 42, 0.00, 0.02, 0.02
RF-501, Turn, RotVec, 5, 0.98, 0.93, 39, 636, 626, 10, 5, 34, 0.02, 0.13, 0.12
RF-501, Turn, RotVec, 6, 0.99, 0.93, 51, 624, 621, 3, 7, 44, 0.00, 0.14, 0.12
RF-501, Turn, RotVec, 7, 0.98, 0.95, 31, 644, 636, 8, 3, 28, 0.01, 0.10, 0.09
RF-501, Turn, RotVec, 8, 0.99, 0.96, 41, 634, 630, 4, 3, 38, 0.01, 0.07, 0.07
RF-501, Turn, RotVec, 9, 0.97, 0.91, 50, 625, 616, 9, 8, 42, 0.01, 0.16, 0.14
RF-501, Turn, RotVec, 10, 0.99, 0.95, 32, 643, 642, 1, 3, 29, 0.00, 0.09, 0.09
RF-501, Turn, RotVec, 11, 1.00, 1.00, 31, 644, 644, 0, 0, 31, 0.00, 0.00, 0.00
RF-501, Turn, RotVec, 12, 1.00, 0.98, 37, 638, 636, 2, 1, 36, 0.00, 0.03, 0.03
RF-501, Turn, RotVec, 13, 1.00, 1.00, 28, 647, 647, 0, 0, 28, 0.00, 0.00, 0.00
RF-501, Turn, RotVec, 14, 0.99, 0.96, 58, 617, 612, 5, 4, 54, 0.01, 0.07, 0.07
RF-501, Turn, RotVec, 15, 0.99, 0.91, 38, 637, 636, 1, 7, 31, 0.00, 0.18, 0.16
RF-501, Square, RotVec, 1, 0.98, 0.95, 63, 753, 745, 8, 6, 57, 0.01, 0.10, 0.09
RF-501, Square, RotVec, 2, 1.00, 0.99, 58, 758, 756, 2, 1, 57, 0.00, 0.02, 0.02
RF-501, Square, RotVec, 3, 0.98, 0.89, 67, 749, 746, 3, 14, 53, 0.00, 0.21, 0.17
RF-501, Square, RotVec, 4, 0.98, 0.89, 39, 777, 768, 9, 8, 31, 0.01, 0.21, 0.17
RF-501, Square, RotVec, 5, 0.98, 0.91, 49, 767, 755, 12, 8, 41, 0.02, 0.16, 0.14
RF-501, Square, RotVec, 6, 0.98, 0.93, 55, 761, 750, 11, 7, 48, 0.01, 0.13, 0.11
RF-501, Square, RotVec, 7, 0.98, 0.93, 48, 768, 760, 8, 6, 42, 0.01, 0.12, 0.11
RF-501, Square, RotVec, 8, 0.98, 0.96, 57, 759, 744, 15, 4, 53, 0.02, 0.07, 0.07
RF-501, Square, RotVec, 9, 0.98, 0.92, 40, 776, 764, 12, 6, 34, 0.02, 0.15, 0.13
RF-501, Square, RotVec, 10, 0.99, 0.94, 42, 774, 772, 2, 5, 37, 0.00, 0.12, 0.11
RF-501, Square, RotVec, 11, 1.00, 1.00, 43, 773, 773, 0, 0, 43, 0.00, 0.00, 0.00
RF-501, Square, RotVec, 12, 1.00, 1.00, 57, 759, 759, 0, 0, 57, 0.00, 0.00, 0.00
RF-501, Square, RotVec, 13, 1.00, 1.00, 64, 752, 751, 1, 0, 64, 0.00, 0.00, 0.00
RF-501, Square, RotVec, 14, 0.98, 0.93, 61, 755, 744, 11, 8, 53, 0.01, 0.13, 0.12
RF-501, Square, RotVec, 15, 0.96, 0.87, 73, 743, 730, 13, 17, 56, 0.02, 0.23, 0.19
RF-501, Circle, MagField, 1, 0.96, 0.83, 42, 570, 558, 12, 13, 29, 0.02, 0.31, 0.24
RF-501, Circle, MagField, 2, 0.99, 0.97, 47, 565, 564, 1, 3, 44, 0.00, 0.06, 0.06
RF-501, Circle, MagField, 3, 0.98, 0.93, 59, 553, 546, 7, 8, 51, 0.01, 0.14, 0.12
RF-501, Circle, MagField, 4, 0.96, 0.90, 35, 577, 561, 16, 6, 29, 0.03, 0.17, 0.15
RF-501, Circle, MagField, 5, 0.99, 0.96, 40, 572, 569, 3, 3, 37, 0.01, 0.07, 0.07
RF-501, Circle, MagField, 6, 0.99, 0.94, 45, 567, 563, 4, 5, 40, 0.01, 0.11, 0.10
RF-501, Circle, MagField, 7, 0.99, 0.96, 37, 575, 573, 2, 3, 34, 0.00, 0.08, 0.08
RF-501, Circle, MagField, 8, 0.98, 0.92, 48, 564, 557, 7, 7, 41, 0.01, 0.15, 0.13
RF-501, Circle, MagField, 9, 0.95, 0.85, 46, 566, 548, 18, 12, 34, 0.03, 0.26, 0.21
RF-501, Circle, MagField, 10, 0.99, 0.95, 39, 573, 572, 1, 4, 35, 0.00, 0.10, 0.09
RF-501, Circle, MagField, 11, 1.00, 0.95, 29, 583, 583, 0, 3, 26, 0.00, 0.10, 0.09
RF-501, Circle, MagField, 12, 0.99, 0.97, 33, 579, 577, 2, 2, 31, 0.00, 0.06, 0.06
RF-501, Circle, MagField, 13, 1.00, 1.00, 32, 580, 579, 1, 0, 32, 0.00, 0.00, 0.00
RF-501, Circle, MagField, 14, 0.98, 0.93, 48, 564, 558, 6, 6, 42, 0.01, 0.12, 0.11
RF-501, Circle, MagField, 15, 0.97, 0.88, 32, 580, 570, 10, 7, 25, 0.02, 0.22, 0.18
RF-501, Updown, MagField, 1, 0.99, 0.97, 40, 512, 511, 1, 2, 38, 0.00, 0.05, 0.05
RF-501, Updown, MagField, 2, 1.00, 0.98, 41, 511, 511, 0, 2, 39, 0.00, 0.05, 0.05
RF-501, Updown, MagField, 3, 1.00, 1.00, 55, 497, 496, 1, 0, 55, 0.00, 0.00, 0.00
RF-501, Updown, MagField, 4, 1.00, 0.98, 26, 526, 526, 0, 1, 25, 0.00, 0.04, 0.04
RF-501, Updown, MagField, 5, 0.99, 0.91, 33, 519, 517, 2, 6, 27, 0.00, 0.18, 0.15
RF-501, Updown, MagField, 6, 0.99, 0.98, 43, 509, 508, 1, 2, 41, 0.00, 0.05, 0.04
RF-501, Updown, MagField, 7, 1.00, 1.00, 30, 522, 522, 0, 0, 30, 0.00, 0.00, 0.00
RF-501, Updown, MagField, 8, 1.00, 0.97, 31, 521, 521, 0, 2, 29, 0.00, 0.06, 0.06
RF-501, Updown, MagField, 9, 1.00, 1.00, 39, 513, 512, 1, 0, 39, 0.00, 0.00, 0.00
RF-501, Updown, MagField, 10, 0.99, 0.96, 28, 524, 522, 2, 2, 26, 0.00, 0.07, 0.07
RF-501, Updown, MagField, 11, 1.00, 1.00, 23, 529, 529, 0, 0, 23, 0.00, 0.00, 0.00
RF-501, Updown, MagField, 12, 0.99, 0.95, 32, 520, 519, 1, 3, 29, 0.00, 0.09, 0.09
RF-501, Updown, MagField, 13, 1.00, 0.98, 28, 524, 523, 1, 1, 27, 0.00, 0.04, 0.03
RF-501, Updown, MagField, 14, 0.98, 0.97, 56, 496, 489, 7, 3, 53, 0.01, 0.05, 0.05
RF-501, Updown, MagField, 15, 0.99, 0.96, 47, 505, 501, 4, 3, 44, 0.01, 0.06, 0.06
RF-501, Tilt, MagField, 1, 1.00, 1.00, 50, 618, 617, 1, 0, 50, 0.00, 0.00, 0.00
RF-501, Tilt, MagField, 2, 0.99, 0.97, 56, 612, 609, 3, 3, 53, 0.00, 0.05, 0.05
RF-501, Tilt, MagField, 3, 0.99, 0.99, 55, 613, 610, 3, 1, 54, 0.00, 0.02, 0.02
RF-501, Tilt, MagField, 4, 1.00, 1.00, 55, 613, 613, 0, 0, 55, 0.00, 0.00, 0.00
RF-501, Tilt, MagField, 5, 0.98, 0.90, 37, 631, 623, 8, 7, 30, 0.01, 0.19, 0.16
RF-501, Tilt, MagField, 6, 0.99, 0.96, 45, 623, 620, 3, 3, 42, 0.00, 0.07, 0.06
RF-501, Tilt, MagField, 7, 1.00, 0.97, 36, 632, 631, 1, 2, 34, 0.00, 0.06, 0.05
RF-501, Tilt, MagField, 8, 0.98, 0.92, 42, 626, 621, 5, 6, 36, 0.01, 0.14, 0.13
RF-501, Tilt, MagField, 9, 0.98, 0.95, 46, 622, 612, 10, 4, 42, 0.02, 0.09, 0.08
RF-501, Tilt, MagField, 10, 0.99, 0.96, 41, 627, 624, 3, 3, 38, 0.00, 0.07, 0.07
RF-501, Tilt, MagField, 11, 1.00, 0.96, 28, 640, 640, 0, 2, 26, 0.00, 0.07, 0.07
RF-501, Tilt, MagField, 12, 0.99, 0.97, 41, 627, 621, 6, 2, 39, 0.01, 0.05, 0.05
RF-501, Tilt, MagField, 13, 1.00, 1.00, 34, 634, 634, 0, 0, 34, 0.00, 0.00, 0.00
RF-501, Tilt, MagField, 14, 0.99, 0.96, 55, 613, 608, 5, 4, 51, 0.01, 0.07, 0.07
RF-501, Tilt, MagField, 15, 0.99, 0.96, 47, 621, 620, 1, 4, 43, 0.00, 0.09, 0.08
RF-501, Triangle, MagField, 1, 0.98, 0.97, 45, 711, 700, 11, 2, 43, 0.02, 0.04, 0.04
RF-501, Triangle, MagField, 2, 1.00, 1.00, 57, 699, 698, 1, 0, 57, 0.00, 0.00, 0.00
RF-501, Triangle, MagField, 3, 0.99, 0.98, 61, 695, 689, 6, 2, 59, 0.01, 0.03, 0.03
RF-501, Triangle, MagField, 4, 0.98, 0.95, 66, 690, 681, 9, 6, 60, 0.01, 0.09, 0.08
RF-501, Triangle, MagField, 5, 0.98, 0.89, 44, 712, 708, 4, 9, 35, 0.01, 0.20, 0.17
RF-501, Triangle, MagField, 6, 0.99, 0.96, 43, 713, 705, 8, 3, 40, 0.01, 0.07, 0.07
RF-501, Triangle, MagField, 7, 0.99, 0.93, 44, 712, 709, 3, 6, 38, 0.00, 0.14, 0.12
RF-501, Triangle, MagField, 8, 0.99, 0.96, 49, 707, 706, 1, 4, 45, 0.00, 0.08, 0.08
RF-501, Triangle, MagField, 9, 0.99, 0.95, 51, 705, 699, 6, 5, 46, 0.01, 0.10, 0.09
RF-501, Triangle, MagField, 10, 0.99, 0.93, 42, 714, 713, 1, 6, 36, 0.00, 0.14, 0.13
RF-501, Triangle, MagField, 11, 1.00, 0.99, 35, 721, 721, 0, 1, 34, 0.00, 0.03, 0.03
RF-501, Triangle, MagField, 12, 0.99, 0.97, 41, 715, 709, 6, 2, 39, 0.01, 0.05, 0.05
RF-501, Triangle, MagField, 13, 1.00, 0.99, 60, 696, 696, 0, 1, 59, 0.00, 0.02, 0.02
RF-501, Triangle, MagField, 14, 0.99, 0.94, 48, 708, 705, 3, 6, 42, 0.00, 0.12, 0.11
RF-501, Triangle, MagField, 15, 0.98, 0.94, 70, 686, 678, 8, 7, 63, 0.01, 0.10, 0.09
RF-501, Turn, MagField, 1, 0.99, 0.98, 85, 590, 585, 5, 3, 82, 0.01, 0.04, 0.03
RF-501, Turn, MagField, 2, 0.99, 0.95, 47, 628, 624, 4, 4, 43, 0.01, 0.09, 0.08
RF-501, Turn, MagField, 3, 1.00, 0.99, 64, 611, 609, 2, 1, 63, 0.00, 0.02, 0.02
RF-501, Turn, MagField, 4, 0.99, 0.99, 43, 632, 629, 3, 1, 42, 0.00, 0.02, 0.02
RF-501, Turn, MagField, 5, 0.99, 0.96, 39, 636, 634, 2, 3, 36, 0.00, 0.08, 0.07
RF-501, Turn, MagField, 6, 0.98, 0.92, 51, 624, 615, 9, 7, 44, 0.01, 0.14, 0.12
RF-501, Turn, MagField, 7, 0.99, 0.92, 31, 644, 642, 2, 5, 26, 0.00, 0.16, 0.14
RF-501, Turn, MagField, 8, 0.99, 0.94, 41, 634, 633, 1, 5, 36, 0.00, 0.12, 0.11
RF-501, Turn, MagField, 9, 0.99, 0.97, 50, 625, 624, 1, 3, 47, 0.00, 0.06, 0.06
RF-501, Turn, MagField, 10, 1.00, 0.97, 32, 643, 642, 1, 2, 30, 0.00, 0.06, 0.06
RF-501, Turn, MagField, 11, 1.00, 0.98, 31, 644, 644, 0, 1, 30, 0.00, 0.03, 0.03
RF-501, Turn, MagField, 12, 0.98, 0.93, 37, 638, 629, 9, 5, 32, 0.01, 0.14, 0.12
RF-501, Turn, MagField, 13, 1.00, 1.00, 28, 647, 647, 0, 0, 28, 0.00, 0.00, 0.00
RF-501, Turn, MagField, 14, 0.99, 0.97, 58, 617, 616, 1, 3, 55, 0.00, 0.05, 0.05
RF-501, Turn, MagField, 15, 0.99, 0.95, 38, 637, 635, 2, 4, 34, 0.00, 0.11, 0.10
RF-501, Square, MagField, 1, 0.96, 0.91, 63, 753, 731, 22, 9, 54, 0.03, 0.14, 0.13
RF-501, Square, MagField, 2, 1.00, 0.99, 58, 758, 757, 1, 1, 57, 0.00, 0.02, 0.02
RF-501, Square, MagField, 3, 1.00, 0.98, 67, 749, 748, 1, 3, 64, 0.00, 0.04, 0.04
RF-501, Square, MagField, 4, 0.99, 0.93, 39, 777, 771, 6, 5, 34, 0.01, 0.13, 0.11
RF-501, Square, MagField, 5, 0.98, 0.91, 49, 767, 760, 7, 8, 41, 0.01, 0.16, 0.14
RF-501, Square, MagField, 6, 0.99, 0.96, 55, 761, 757, 4, 4, 51, 0.01, 0.07, 0.07
RF-501, Square, MagField, 7, 0.97, 0.88, 48, 768, 753, 15, 11, 37, 0.02, 0.23, 0.19
RF-501, Square, MagField, 8, 0.98, 0.95, 57, 759, 744, 15, 5, 52, 0.02, 0.09, 0.08
RF-501, Square, MagField, 9, 0.98, 0.91, 40, 776, 766, 10, 7, 33, 0.01, 0.17, 0.15
RF-501, Square, MagField, 10, 0.99, 0.90, 42, 774, 773, 1, 8, 34, 0.00, 0.19, 0.16
RF-501, Square, MagField, 11, 1.00, 1.00, 43, 773, 772, 1, 0, 43, 0.00, 0.00, 0.00
RF-501, Square, MagField, 12, 1.00, 1.00, 57, 759, 757, 2, 0, 57, 0.00, 0.00, 0.00
RF-501, Square, MagField, 13, 1.00, 1.00, 64, 752, 752, 0, 0, 64, 0.00, 0.00, 0.00
RF-501, Square, MagField, 14, 0.99, 0.96, 61, 755, 752, 3, 5, 56, 0.00, 0.08, 0.08
RF-501, Square, MagField, 15, 0.95, 0.90, 73, 743, 716, 27, 12, 61, 0.04, 0.16, 0.15
RF-501, Circle, AccGyr, 1, 0.99, 0.94, 42, 570, 570, 0, 5, 37, 0.00, 0.12, 0.11
RF-501, Circle, AccGyr, 2, 1.00, 0.98, 47, 565, 565, 0, 2, 45, 0.00, 0.04, 0.04
RF-501, Circle, AccGyr, 3, 0.98, 0.92, 59, 553, 552, 1, 9, 50, 0.00, 0.15, 0.13
RF-501, Circle, AccGyr, 4, 1.00, 0.97, 35, 577, 576, 1, 2, 33, 0.00, 0.06, 0.05
RF-501, Circle, AccGyr, 5, 0.99, 0.91, 40, 572, 571, 1, 7, 33, 0.00, 0.17, 0.15
RF-501, Circle, AccGyr, 6, 0.97, 0.83, 45, 567, 565, 2, 15, 30, 0.00, 0.33, 0.25
RF-501, Circle, AccGyr, 7, 0.99, 0.96, 37, 575, 574, 1, 3, 34, 0.00, 0.08, 0.08
RF-501, Circle, AccGyr, 8, 0.98, 0.90, 48, 564, 559, 5, 9, 39, 0.01, 0.19, 0.16
RF-501, Circle, AccGyr, 9, 0.98, 0.90, 46, 566, 561, 5, 9, 37, 0.01, 0.20, 0.16
RF-501, Circle, AccGyr, 10, 0.99, 0.96, 39, 573, 572, 1, 3, 36, 0.00, 0.08, 0.07
RF-501, Circle, AccGyr, 11, 1.00, 0.97, 29, 583, 583, 0, 2, 27, 0.00, 0.07, 0.06
RF-501, Circle, AccGyr, 12, 0.99, 0.94, 33, 579, 578, 1, 4, 29, 0.00, 0.12, 0.11
RF-501, Circle, AccGyr, 13, 1.00, 1.00, 32, 580, 580, 0, 0, 32, 0.00, 0.00, 0.00
RF-501, Circle, AccGyr, 14, 0.99, 0.97, 48, 564, 561, 3, 3, 45, 0.01, 0.06, 0.06
RF-501, Circle, AccGyr, 15, 0.99, 0.94, 32, 580, 580, 0, 4, 28, 0.00, 0.12, 0.11
RF-501, Updown, AccGyr, 1, 0.99, 0.93, 40, 512, 509, 3, 5, 35, 0.01, 0.12, 0.11
RF-501, Updown, AccGyr, 2, 0.98, 0.86, 41, 511, 510, 1, 11, 30, 0.00, 0.27, 0.21
RF-501, Updown, AccGyr, 3, 0.99, 0.95, 55, 497, 495, 2, 5, 50, 0.00, 0.09, 0.08
RF-501, Updown, AccGyr, 4, 0.99, 0.90, 26, 526, 526, 0, 5, 21, 0.00, 0.19, 0.16
RF-501, Updown, AccGyr, 5, 0.97, 0.81, 33, 519, 515, 4, 12, 21, 0.01, 0.36, 0.27
RF-501, Updown, AccGyr, 6, 0.99, 0.95, 43, 509, 505, 4, 4, 39, 0.01, 0.09, 0.09
RF-501, Updown, AccGyr, 7, 0.98, 0.88, 30, 522, 518, 4, 7, 23, 0.01, 0.23, 0.19
RF-501, Updown, AccGyr, 8, 0.99, 0.94, 31, 521, 521, 0, 4, 27, 0.00, 0.13, 0.11
RF-501, Updown, AccGyr, 9, 0.96, 0.83, 39, 513, 505, 8, 13, 26, 0.02, 0.33, 0.25
RF-501, Updown, AccGyr, 10, 0.99, 0.93, 28, 524, 523, 1, 4, 24, 0.00, 0.14, 0.13
RF-501, Updown, AccGyr, 11, 1.00, 0.96, 23, 529, 529, 0, 2, 21, 0.00, 0.09, 0.08
RF-501, Updown, AccGyr, 12, 0.99, 0.94, 32, 520, 519, 1, 4, 28, 0.00, 0.12, 0.11
RF-501, Updown, AccGyr, 13, 0.99, 0.94, 28, 524, 522, 2, 3, 25, 0.00, 0.11, 0.10
RF-501, Updown, AccGyr, 14, 0.96, 0.85, 56, 496, 490, 6, 16, 40, 0.01, 0.29, 0.22
RF-501, Updown, AccGyr, 15, 0.99, 0.95, 47, 505, 502, 3, 4, 43, 0.01, 0.09, 0.08
RF-501, Tilt, AccGyr, 1, 0.99, 0.93, 50, 618, 616, 2, 7, 43, 0.00, 0.14, 0.12
RF-501, Tilt, AccGyr, 2, 0.99, 0.95, 56, 612, 611, 1, 6, 50, 0.00, 0.11, 0.10
RF-501, Tilt, AccGyr, 3, 0.98, 0.94, 55, 613, 607, 6, 6, 49, 0.01, 0.11, 0.10
RF-501, Tilt, AccGyr, 4, 1.00, 0.99, 55, 613, 612, 1, 1, 54, 0.00, 0.02, 0.02
RF-501, Tilt, AccGyr, 5, 0.96, 0.77, 37, 631, 619, 12, 16, 21, 0.02, 0.43, 0.31
RF-501, Tilt, AccGyr, 6, 0.99, 0.94, 45, 623, 621, 2, 5, 40, 0.00, 0.11, 0.10
RF-501, Tilt, AccGyr, 7, 0.96, 0.80, 36, 632, 621, 11, 14, 22, 0.02, 0.39, 0.28
RF-501, Tilt, AccGyr, 8, 0.95, 0.76, 42, 626, 610, 16, 19, 23, 0.03, 0.45, 0.32
RF-501, Tilt, AccGyr, 9, 0.97, 0.83, 46, 622, 614, 8, 15, 31, 0.01, 0.33, 0.25
RF-501, Tilt, AccGyr, 10, 0.98, 0.90, 41, 627, 622, 5, 8, 33, 0.01, 0.20, 0.16
RF-501, Tilt, AccGyr, 11, 1.00, 0.98, 28, 640, 640, 0, 1, 27, 0.00, 0.04, 0.03
RF-501, Tilt, AccGyr, 12, 0.99, 0.96, 41, 627, 625, 2, 3, 38, 0.00, 0.07, 0.07
RF-501, Tilt, AccGyr, 13, 1.00, 1.00, 34, 634, 634, 0, 0, 34, 0.00, 0.00, 0.00
RF-501, Tilt, AccGyr, 14, 0.95, 0.83, 55, 613, 598, 15, 17, 38, 0.02, 0.31, 0.24
RF-501, Tilt, AccGyr, 15, 1.00, 0.99, 47, 621, 621, 0, 1, 46, 0.00, 0.02, 0.02
RF-501, Triangle, AccGyr, 1, 0.98, 0.89, 45, 711, 709, 2, 10, 35, 0.00, 0.22, 0.18
RF-501, Triangle, AccGyr, 2, 0.98, 0.90, 57, 699, 696, 3, 11, 46, 0.00, 0.19, 0.16
RF-501, Triangle, AccGyr, 3, 0.97, 0.85, 61, 695, 688, 7, 18, 43, 0.01, 0.30, 0.23
RF-501, Triangle, AccGyr, 4, 0.98, 0.90, 66, 690, 686, 4, 13, 53, 0.01, 0.20, 0.17
RF-501, Triangle, AccGyr, 5, 0.97, 0.82, 44, 712, 708, 4, 16, 28, 0.01, 0.36, 0.27
RF-501, Triangle, AccGyr, 6, 0.98, 0.86, 43, 713, 707, 6, 12, 31, 0.01, 0.28, 0.22
RF-501, Triangle, AccGyr, 7, 0.99, 0.96, 44, 712, 710, 2, 3, 41, 0.00, 0.07, 0.06
RF-501, Triangle, AccGyr, 8, 0.99, 0.95, 49, 707, 703, 4, 5, 44, 0.01, 0.10, 0.09
RF-501, Triangle, AccGyr, 9, 0.98, 0.84, 51, 705, 704, 1, 16, 35, 0.00, 0.31, 0.24
RF-501, Triangle, AccGyr, 10, 1.00, 0.98, 42, 714, 714, 0, 2, 40, 0.00, 0.05, 0.05
RF-501, Triangle, AccGyr, 11, 0.98, 0.90, 35, 721, 715, 6, 7, 28, 0.01, 0.20, 0.17
RF-501, Triangle, AccGyr, 12, 0.98, 0.89, 41, 715, 711, 4, 9, 32, 0.01, 0.22, 0.18
RF-501, Triangle, AccGyr, 13, 1.00, 1.00, 60, 696, 694, 2, 0, 60, 0.00, 0.00, 0.00
RF-501, Triangle, AccGyr, 14, 0.98, 0.86, 48, 708, 707, 1, 13, 35, 0.00, 0.27, 0.21
RF-501, Triangle, AccGyr, 15, 0.96, 0.86, 70, 686, 678, 8, 19, 51, 0.01, 0.27, 0.22
RF-501, Turn, AccGyr, 1, 0.99, 0.95, 85, 590, 589, 1, 8, 77, 0.00, 0.09, 0.09
RF-501, Turn, AccGyr, 2, 0.96, 0.84, 47, 628, 618, 10, 14, 33, 0.02, 0.30, 0.23
RF-501, Turn, AccGyr, 3, 0.98, 0.95, 64, 611, 602, 9, 6, 58, 0.01, 0.09, 0.09
RF-501, Turn, AccGyr, 4, 1.00, 0.99, 43, 632, 630, 2, 1, 42, 0.00, 0.02, 0.02
RF-501, Turn, AccGyr, 5, 0.98, 0.87, 39, 636, 632, 4, 10, 29, 0.01, 0.26, 0.21
RF-501, Turn, AccGyr, 6, 0.97, 0.88, 51, 624, 615, 9, 11, 40, 0.01, 0.22, 0.18
RF-501, Turn, AccGyr, 7, 0.99, 0.87, 31, 644, 643, 1, 8, 23, 0.00, 0.26, 0.21
RF-501, Turn, AccGyr, 8, 0.99, 0.91, 41, 634, 633, 1, 7, 34, 0.00, 0.17, 0.15
RF-501, Turn, AccGyr, 9, 0.97, 0.83, 50, 625, 619, 6, 17, 33, 0.01, 0.34, 0.26
RF-501, Turn, AccGyr, 10, 0.99, 0.95, 32, 643, 641, 2, 3, 29, 0.00, 0.09, 0.09
RF-501, Turn, AccGyr, 11, 0.99, 0.93, 31, 644, 643, 1, 4, 27, 0.00, 0.13, 0.11
RF-501, Turn, AccGyr, 12, 0.99, 0.93, 37, 638, 635, 3, 5, 32, 0.00, 0.14, 0.12
RF-501, Turn, AccGyr, 13, 1.00, 0.98, 28, 647, 647, 0, 1, 27, 0.00, 0.04, 0.03
RF-501, Turn, AccGyr, 14, 0.96, 0.83, 58, 617, 609, 8, 19, 39, 0.01, 0.33, 0.25
RF-501, Turn, AccGyr, 15, 1.00, 0.97, 38, 637, 637, 0, 2, 36, 0.00, 0.05, 0.05
RF-501, Square, AccGyr, 1, 0.97, 0.90, 63, 753, 744, 9, 12, 51, 0.01, 0.19, 0.16
RF-501, Square, AccGyr, 2, 0.97, 0.86, 58, 758, 753, 5, 16, 42, 0.01, 0.28, 0.22
RF-501, Square, AccGyr, 3, 0.98, 0.89, 67, 749, 745, 4, 14, 53, 0.01, 0.21, 0.17
RF-501, Square, AccGyr, 4, 0.98, 0.83, 39, 777, 771, 6, 13, 26, 0.01, 0.33, 0.25
RF-501, Square, AccGyr, 5, 0.97, 0.80, 49, 767, 763, 4, 19, 30, 0.01, 0.39, 0.28
RF-501, Square, AccGyr, 6, 0.96, 0.85, 55, 761, 742, 19, 15, 40, 0.02, 0.27, 0.22
RF-501, Square, AccGyr, 7, 0.99, 0.91, 48, 768, 767, 1, 9, 39, 0.00, 0.19, 0.16
RF-501, Square, AccGyr, 8, 0.99, 0.96, 57, 759, 753, 6, 4, 53, 0.01, 0.07, 0.07
RF-501, Square, AccGyr, 9, 0.98, 0.85, 40, 776, 772, 4, 12, 28, 0.01, 0.30, 0.23
RF-501, Square, AccGyr, 10, 1.00, 0.98, 42, 774, 774, 0, 2, 40, 0.00, 0.05, 0.05
RF-501, Square, AccGyr, 11, 0.98, 0.88, 43, 773, 767, 6, 10, 33, 0.01, 0.23, 0.19
RF-501, Square, AccGyr, 12, 0.97, 0.91, 57, 759, 747, 12, 9, 48, 0.02, 0.16, 0.14
RF-501, Square, AccGyr, 13, 0.99, 0.97, 64, 752, 747, 5, 3, 61, 0.01, 0.05, 0.05
RF-501, Square, AccGyr, 14, 0.97, 0.87, 61, 755, 746, 9, 15, 46, 0.01, 0.25, 0.20
RF-501, Square, AccGyr, 15, 0.97, 0.87, 73, 743, 739, 4, 18, 55, 0.01, 0.25, 0.20
RF-501, Circle, AccRotVec, 1, 0.97, 0.88, 42, 570, 564, 6, 10, 32, 0.01, 0.24, 0.19
RF-501, Circle, AccRotVec, 2, 1.00, 0.98, 47, 565, 565, 0, 2, 45, 0.00, 0.04, 0.04
RF-501, Circle, AccRotVec, 3, 0.98, 0.95, 59, 553, 546, 7, 5, 54, 0.01, 0.08, 0.08
RF-501, Circle, AccRotVec, 4, 0.99, 0.93, 35, 577, 574, 3, 5, 30, 0.01, 0.14, 0.13
RF-501, Circle, AccRotVec, 5, 0.99, 0.96, 40, 572, 569, 3, 3, 37, 0.01, 0.07, 0.07
RF-501, Circle, AccRotVec, 6, 0.99, 0.98, 45, 567, 564, 3, 2, 43, 0.01, 0.04, 0.04
RF-501, Circle, AccRotVec, 7, 1.00, 0.97, 37, 575, 575, 0, 2, 35, 0.00, 0.05, 0.05
