ALGORITHM, GESTURE, # OF SELECTED SENSORS, PARTICIPANT_NO, ACCURACY, AUC, #ofPositiveInstance, #ofNegativeInstance, TN, FP, FN, TP, FAR, FRR, EER
RF-501, Circle, AccRotVec, 8, 0.98, 0.91, 48, 564, 561, 3, 8, 40, 0.01, 0.17, 0.14
RF-501, Circle, AccRotVec, 9, 0.97, 0.91, 46, 566, 557, 9, 8, 38, 0.02, 0.17, 0.15
RF-501, Circle, AccRotVec, 10, 0.99, 0.94, 39, 573, 572, 1, 5, 34, 0.00, 0.13, 0.11
RF-501, Circle, AccRotVec, 11, 1.00, 1.00, 29, 583, 583, 0, 0, 29, 0.00, 0.00, 0.00
RF-501, Circle, AccRotVec, 12, 1.00, 1.00, 33, 579, 578, 1, 0, 33, 0.00, 0.00, 0.00
RF-501, Circle, AccRotVec, 13, 1.00, 1.00, 32, 580, 580, 0, 0, 32, 0.00, 0.00, 0.00
RF-501, Circle, AccRotVec, 14, 1.00, 1.00, 48, 564, 563, 1, 0, 48, 0.00, 0.00, 0.00
RF-501, Circle, AccRotVec, 15, 0.99, 0.95, 32, 580, 578, 2, 3, 29, 0.00, 0.09, 0.09
RF-501, Updown, AccRotVec, 1, 1.00, 0.99, 40, 512, 512, 0, 1, 39, 0.00, 0.03, 0.02
RF-501, Updown, AccRotVec, 2, 0.99, 0.96, 41, 511, 510, 1, 3, 38, 0.00, 0.07, 0.07
RF-501, Updown, AccRotVec, 3, 0.98, 0.93, 55, 497, 492, 5, 7, 48, 0.01, 0.13, 0.11
RF-501, Updown, AccRotVec, 4, 0.99, 0.90, 26, 526, 526, 0, 5, 21, 0.00, 0.19, 0.16
RF-501, Updown, AccRotVec, 5, 0.99, 0.95, 33, 519, 517, 2, 3, 30, 0.00, 0.09, 0.08
RF-501, Updown, AccRotVec, 6, 1.00, 1.00, 43, 509, 508, 1, 0, 43, 0.00, 0.00, 0.00
RF-501, Updown, AccRotVec, 7, 0.98, 0.93, 30, 522, 517, 5, 4, 26, 0.01, 0.13, 0.12
RF-501, Updown, AccRotVec, 8, 1.00, 0.98, 31, 521, 521, 0, 1, 30, 0.00, 0.03, 0.03
RF-501, Updown, AccRotVec, 9, 0.98, 0.92, 39, 513, 508, 5, 6, 33, 0.01, 0.15, 0.13
RF-501, Updown, AccRotVec, 10, 0.99, 0.96, 28, 524, 523, 1, 2, 26, 0.00, 0.07, 0.07
RF-501, Updown, AccRotVec, 11, 1.00, 0.96, 23, 529, 529, 0, 2, 21, 0.00, 0.09, 0.08
RF-501, Updown, AccRotVec, 12, 1.00, 1.00, 32, 520, 520, 0, 0, 32, 0.00, 0.00, 0.00
RF-501, Updown, AccRotVec, 13, 1.00, 0.98, 28, 524, 524, 0, 1, 27, 0.00, 0.04, 0.03
RF-501, Updown, AccRotVec, 14, 0.98, 0.92, 56, 496, 492, 4, 9, 47, 0.01, 0.16, 0.14
RF-501, Updown, AccRotVec, 15, 0.98, 0.94, 47, 505, 500, 5, 5, 42, 0.01, 0.11, 0.10
RF-501, Tilt, AccRotVec, 1, 0.99, 0.95, 50, 618, 616, 2, 5, 45, 0.00, 0.10, 0.09
RF-501, Tilt, AccRotVec, 2, 1.00, 0.99, 56, 612, 610, 2, 1, 55, 0.00, 0.02, 0.02
RF-501, Tilt, AccRotVec, 3, 0.99, 0.96, 55, 613, 612, 1, 4, 51, 0.00, 0.07, 0.07
RF-501, Tilt, AccRotVec, 4, 1.00, 0.99, 55, 613, 611, 2, 1, 54, 0.00, 0.02, 0.02
RF-501, Tilt, AccRotVec, 5, 0.99, 0.95, 37, 631, 630, 1, 4, 33, 0.00, 0.11, 0.10
RF-501, Tilt, AccRotVec, 6, 1.00, 0.97, 45, 623, 623, 0, 3, 42, 0.00, 0.07, 0.06
RF-501, Tilt, AccRotVec, 7, 1.00, 0.97, 36, 632, 631, 1, 2, 34, 0.00, 0.06, 0.05
RF-501, Tilt, AccRotVec, 8, 0.98, 0.93, 42, 626, 619, 7, 5, 37, 0.01, 0.12, 0.11
RF-501, Tilt, AccRotVec, 9, 0.99, 0.93, 46, 622, 619, 3, 6, 40, 0.00, 0.13, 0.12
RF-501, Tilt, AccRotVec, 10, 0.99, 0.90, 41, 627, 625, 2, 8, 33, 0.00, 0.20, 0.16
RF-501, Tilt, AccRotVec, 11, 1.00, 0.96, 28, 640, 640, 0, 2, 26, 0.00, 0.07, 0.07
RF-501, Tilt, AccRotVec, 12, 1.00, 1.00, 41, 627, 627, 0, 0, 41, 0.00, 0.00, 0.00
RF-501, Tilt, AccRotVec, 13, 1.00, 1.00, 34, 634, 634, 0, 0, 34, 0.00, 0.00, 0.00
RF-501, Tilt, AccRotVec, 14, 0.99, 0.98, 55, 613, 610, 3, 2, 53, 0.00, 0.04, 0.04
RF-501, Tilt, AccRotVec, 15, 1.00, 0.97, 47, 621, 621, 0, 3, 44, 0.00, 0.06, 0.06
RF-501, Triangle, AccRotVec, 1, 0.98, 0.94, 45, 711, 703, 8, 5, 40, 0.01, 0.11, 0.10
RF-501, Triangle, AccRotVec, 2, 1.00, 1.00, 57, 699, 698, 1, 0, 57, 0.00, 0.00, 0.00
RF-501, Triangle, AccRotVec, 3, 0.97, 0.89, 61, 695, 685, 10, 12, 49, 0.01, 0.20, 0.17
RF-501, Triangle, AccRotVec, 4, 0.98, 0.94, 66, 690, 683, 7, 7, 59, 0.01, 0.11, 0.10
RF-501, Triangle, AccRotVec, 5, 0.99, 0.95, 44, 712, 709, 3, 4, 40, 0.00, 0.09, 0.08
RF-501, Triangle, AccRotVec, 6, 0.99, 0.96, 43, 713, 709, 4, 3, 40, 0.01, 0.07, 0.07
RF-501, Triangle, AccRotVec, 7, 1.00, 0.98, 44, 712, 711, 1, 2, 42, 0.00, 0.05, 0.04
RF-501, Triangle, AccRotVec, 8, 0.99, 0.95, 49, 707, 706, 1, 5, 44, 0.00, 0.10, 0.09
RF-501, Triangle, AccRotVec, 9, 0.98, 0.92, 51, 705, 701, 4, 8, 43, 0.01, 0.16, 0.14
RF-501, Triangle, AccRotVec, 10, 1.00, 0.98, 42, 714, 713, 1, 2, 40, 0.00, 0.05, 0.05
RF-501, Triangle, AccRotVec, 11, 1.00, 1.00, 35, 721, 721, 0, 0, 35, 0.00, 0.00, 0.00
RF-501, Triangle, AccRotVec, 12, 1.00, 1.00, 41, 715, 715, 0, 0, 41, 0.00, 0.00, 0.00
RF-501, Triangle, AccRotVec, 13, 1.00, 1.00, 60, 696, 696, 0, 0, 60, 0.00, 0.00, 0.00
RF-501, Triangle, AccRotVec, 14, 1.00, 0.99, 48, 708, 707, 1, 1, 47, 0.00, 0.02, 0.02
RF-501, Triangle, AccRotVec, 15, 0.96, 0.90, 70, 686, 664, 22, 12, 58, 0.03, 0.17, 0.15
RF-501, Turn, AccRotVec, 1, 0.99, 0.98, 85, 590, 586, 4, 2, 83, 0.01, 0.02, 0.02
RF-501, Turn, AccRotVec, 2, 0.99, 0.92, 47, 628, 625, 3, 7, 40, 0.00, 0.15, 0.13
RF-501, Turn, AccRotVec, 3, 0.99, 0.97, 64, 611, 609, 2, 4, 60, 0.00, 0.06, 0.06
RF-501, Turn, AccRotVec, 4, 1.00, 1.00, 43, 632, 630, 2, 0, 43, 0.00, 0.00, 0.00
RF-501, Turn, AccRotVec, 5, 0.99, 0.94, 39, 636, 631, 5, 4, 35, 0.01, 0.10, 0.09
RF-501, Turn, AccRotVec, 6, 0.98, 0.91, 51, 624, 619, 5, 9, 42, 0.01, 0.18, 0.15
RF-501, Turn, AccRotVec, 7, 0.98, 0.91, 31, 644, 638, 6, 5, 26, 0.01, 0.16, 0.14
RF-501, Turn, AccRotVec, 8, 0.99, 0.94, 41, 634, 630, 4, 5, 36, 0.01, 0.12, 0.11
RF-501, Turn, AccRotVec, 9, 0.98, 0.91, 50, 625, 619, 6, 9, 41, 0.01, 0.18, 0.15
RF-501, Turn, AccRotVec, 10, 1.00, 0.97, 32, 643, 643, 0, 2, 30, 0.00, 0.06, 0.06
RF-501, Turn, AccRotVec, 11, 1.00, 0.98, 31, 644, 644, 0, 1, 30, 0.00, 0.03, 0.03
RF-501, Turn, AccRotVec, 12, 1.00, 1.00, 37, 638, 636, 2, 0, 37, 0.00, 0.00, 0.00
RF-501, Turn, AccRotVec, 13, 1.00, 1.00, 28, 647, 647, 0, 0, 28, 0.00, 0.00, 0.00
RF-501, Turn, AccRotVec, 14, 0.99, 0.96, 58, 617, 612, 5, 4, 54, 0.01, 0.07, 0.07
RF-501, Turn, AccRotVec, 15, 1.00, 0.99, 38, 637, 637, 0, 1, 37, 0.00, 0.03, 0.03
RF-501, Square, AccRotVec, 1, 0.98, 0.96, 63, 753, 744, 9, 4, 59, 0.01, 0.06, 0.06
RF-501, Square, AccRotVec, 2, 1.00, 0.98, 58, 758, 757, 1, 2, 56, 0.00, 0.03, 0.03
RF-501, Square, AccRotVec, 3, 0.98, 0.91, 67, 749, 741, 8, 11, 56, 0.01, 0.16, 0.14
RF-501, Square, AccRotVec, 4, 0.99, 0.92, 39, 777, 772, 5, 6, 33, 0.01, 0.15, 0.13
RF-501, Square, AccRotVec, 5, 0.98, 0.93, 49, 767, 756, 11, 6, 43, 0.01, 0.12, 0.11
RF-501, Square, AccRotVec, 6, 0.98, 0.91, 55, 761, 754, 7, 9, 46, 0.01, 0.16, 0.14
RF-501, Square, AccRotVec, 7, 1.00, 0.97, 48, 768, 768, 0, 3, 45, 0.00, 0.06, 0.06
RF-501, Square, AccRotVec, 8, 1.00, 1.00, 57, 759, 757, 2, 0, 57, 0.00, 0.00, 0.00
RF-501, Square, AccRotVec, 9, 0.99, 0.95, 40, 776, 774, 2, 4, 36, 0.00, 0.10, 0.09
RF-501, Square, AccRotVec, 10, 0.99, 0.94, 42, 774, 774, 0, 5, 37, 0.00, 0.12, 0.11
RF-501, Square, AccRotVec, 11, 1.00, 1.00, 43, 773, 773, 0, 0, 43, 0.00, 0.00, 0.00
RF-501, Square, AccRotVec, 12, 1.00, 1.00, 57, 759, 759, 0, 0, 57, 0.00, 0.00, 0.00
RF-501, Square, AccRotVec, 13, 1.00, 0.98, 64, 752, 752, 0, 2, 62, 0.00, 0.03, 0.03
RF-501, Square, AccRotVec, 14, 0.98, 0.93, 61, 755, 748, 7, 8, 53, 0.01, 0.13, 0.12
RF-501, Square, AccRotVec, 15, 0.97, 0.91, 73, 743, 732, 11, 12, 61, 0.01, 0.16, 0.14
RF-501, Circle, AccMagField, 1, 0.97, 0.85, 42, 570, 562, 8, 12, 30, 0.01, 0.29, 0.22
RF-501, Circle, AccMagField, 2, 1.00, 0.99, 47, 565, 565, 0, 1, 46, 0.00, 0.02, 0.02
RF-501, Circle, AccMagField, 3, 0.97, 0.92, 59, 553, 545, 8, 8, 51, 0.01, 0.14, 0.12
RF-501, Circle, AccMagField, 4, 0.99, 0.97, 35, 577, 575, 2, 2, 33, 0.00, 0.06, 0.05
RF-501, Circle, AccMagField, 5, 0.99, 0.96, 40, 572, 571, 1, 3, 37, 0.00, 0.07, 0.07
RF-501, Circle, AccMagField, 6, 0.99, 0.97, 45, 567, 566, 1, 3, 42, 0.00, 0.07, 0.06
RF-501, Circle, AccMagField, 7, 0.99, 0.96, 37, 575, 574, 1, 3, 34, 0.00, 0.08, 0.08
RF-501, Circle, AccMagField, 8, 0.98, 0.93, 48, 564, 560, 4, 6, 42, 0.01, 0.12, 0.11
RF-501, Circle, AccMagField, 9, 0.96, 0.87, 46, 566, 555, 11, 11, 35, 0.02, 0.24, 0.20
RF-501, Circle, AccMagField, 10, 0.99, 0.96, 39, 573, 572, 1, 3, 36, 0.00, 0.08, 0.07
RF-501, Circle, AccMagField, 11, 1.00, 0.98, 29, 583, 583, 0, 1, 28, 0.00, 0.03, 0.03
RF-501, Circle, AccMagField, 12, 1.00, 0.98, 33, 579, 578, 1, 1, 32, 0.00, 0.03, 0.03
RF-501, Circle, AccMagField, 13, 1.00, 1.00, 32, 580, 579, 1, 0, 32, 0.00, 0.00, 0.00
RF-501, Circle, AccMagField, 14, 0.99, 0.99, 48, 564, 560, 4, 1, 47, 0.01, 0.02, 0.02
RF-501, Circle, AccMagField, 15, 0.98, 0.89, 32, 580, 577, 3, 7, 25, 0.01, 0.22, 0.18
RF-501, Updown, AccMagField, 1, 0.99, 0.97, 40, 512, 510, 2, 2, 38, 0.00, 0.05, 0.05
RF-501, Updown, AccMagField, 2, 1.00, 1.00, 41, 511, 511, 0, 0, 41, 0.00, 0.00, 0.00
RF-501, Updown, AccMagField, 3, 1.00, 1.00, 55, 497, 496, 1, 0, 55, 0.00, 0.00, 0.00
RF-501, Updown, AccMagField, 4, 1.00, 0.96, 26, 526, 526, 0, 2, 24, 0.00, 0.08, 0.07
RF-501, Updown, AccMagField, 5, 0.99, 0.91, 33, 519, 518, 1, 6, 27, 0.00, 0.18, 0.15
RF-501, Updown, AccMagField, 6, 1.00, 1.00, 43, 509, 509, 0, 0, 43, 0.00, 0.00, 0.00
RF-501, Updown, AccMagField, 7, 0.99, 0.95, 30, 522, 522, 0, 3, 27, 0.00, 0.10, 0.09
RF-501, Updown, AccMagField, 8, 1.00, 1.00, 31, 521, 521, 0, 0, 31, 0.00, 0.00, 0.00
RF-501, Updown, AccMagField, 9, 1.00, 1.00, 39, 513, 512, 1, 0, 39, 0.00, 0.00, 0.00
RF-501, Updown, AccMagField, 10, 1.00, 0.96, 28, 524, 524, 0, 2, 26, 0.00, 0.07, 0.07
RF-501, Updown, AccMagField, 11, 1.00, 1.00, 23, 529, 529, 0, 0, 23, 0.00, 0.00, 0.00
RF-501, Updown, AccMagField, 12, 0.99, 0.98, 32, 520, 518, 2, 1, 31, 0.00, 0.03, 0.03
RF-501, Updown, AccMagField, 13, 1.00, 0.98, 28, 524, 524, 0, 1, 27, 0.00, 0.04, 0.03
RF-501, Updown, AccMagField, 14, 0.99, 0.97, 56, 496, 494, 2, 3, 53, 0.00, 0.05, 0.05
RF-501, Updown, AccMagField, 15, 0.99, 0.96, 47, 505, 505, 0, 4, 43, 0.00, 0.09, 0.08
RF-501, Tilt, AccMagField, 1, 1.00, 1.00, 50, 618, 618, 0, 0, 50, 0.00, 0.00, 0.00
RF-501, Tilt, AccMagField, 2, 1.00, 0.99, 56, 612, 611, 1, 1, 55, 0.00, 0.02, 0.02
RF-501, Tilt, AccMagField, 3, 1.00, 0.98, 55, 613, 613, 0, 2, 53, 0.00, 0.04, 0.04
RF-501, Tilt, AccMagField, 4, 1.00, 1.00, 55, 613, 613, 0, 0, 55, 0.00, 0.00, 0.00
RF-501, Tilt, AccMagField, 5, 0.98, 0.89, 37, 631, 628, 3, 8, 29, 0.00, 0.22, 0.18
RF-501, Tilt, AccMagField, 6, 0.99, 0.98, 45, 623, 620, 3, 2, 43, 0.00, 0.04, 0.04
RF-501, Tilt, AccMagField, 7, 1.00, 0.97, 36, 632, 631, 1, 2, 34, 0.00, 0.06, 0.05
RF-501, Tilt, AccMagField, 8, 0.99, 0.95, 42, 626, 622, 4, 4, 38, 0.01, 0.10, 0.09
RF-501, Tilt, AccMagField, 9, 0.99, 0.97, 46, 622, 620, 2, 3, 43, 0.00, 0.07, 0.06
RF-501, Tilt, AccMagField, 10, 1.00, 0.97, 41, 627, 626, 1, 2, 39, 0.00, 0.05, 0.05
RF-501, Tilt, AccMagField, 11, 1.00, 0.96, 28, 640, 640, 0, 2, 26, 0.00, 0.07, 0.07
RF-501, Tilt, AccMagField, 12, 1.00, 0.99, 41, 627, 627, 0, 1, 40, 0.00, 0.02, 0.02
RF-501, Tilt, AccMagField, 13, 1.00, 1.00, 34, 634, 634, 0, 0, 34, 0.00, 0.00, 0.00
RF-501, Tilt, AccMagField, 14, 0.99, 0.97, 55, 613, 610, 3, 3, 52, 0.00, 0.05, 0.05
RF-501, Tilt, AccMagField, 15, 1.00, 0.99, 47, 621, 620, 1, 1, 46, 0.00, 0.02, 0.02
RF-501, Triangle, AccMagField, 1, 0.98, 0.95, 45, 711, 703, 8, 4, 41, 0.01, 0.09, 0.08
RF-501, Triangle, AccMagField, 2, 1.00, 1.00, 57, 699, 699, 0, 0, 57, 0.00, 0.00, 0.00
RF-501, Triangle, AccMagField, 3, 0.99, 0.97, 61, 695, 695, 0, 4, 57, 0.00, 0.07, 0.06
RF-501, Triangle, AccMagField, 4, 0.98, 0.96, 66, 690, 683, 7, 5, 61, 0.01, 0.08, 0.07
RF-501, Triangle, AccMagField, 5, 0.99, 0.94, 44, 712, 710, 2, 5, 39, 0.00, 0.11, 0.10
RF-501, Triangle, AccMagField, 6, 0.99, 0.98, 43, 713, 708, 5, 1, 42, 0.01, 0.02, 0.02
RF-501, Triangle, AccMagField, 7, 0.99, 0.95, 44, 712, 712, 0, 4, 40, 0.00, 0.09, 0.08
RF-501, Triangle, AccMagField, 8, 1.00, 1.00, 49, 707, 706, 1, 0, 49, 0.00, 0.00, 0.00
RF-501, Triangle, AccMagField, 9, 0.99, 0.95, 51, 705, 703, 2, 5, 46, 0.00, 0.10, 0.09
RF-501, Triangle, AccMagField, 10, 0.99, 0.95, 42, 714, 714, 0, 4, 38, 0.00, 0.10, 0.09
RF-501, Triangle, AccMagField, 11, 1.00, 1.00, 35, 721, 721, 0, 0, 35, 0.00, 0.00, 0.00
RF-501, Triangle, AccMagField, 12, 0.99, 0.99, 41, 715, 712, 3, 1, 40, 0.00, 0.02, 0.02
RF-501, Triangle, AccMagField, 13, 1.00, 1.00, 60, 696, 696, 0, 0, 60, 0.00, 0.00, 0.00
RF-501, Triangle, AccMagField, 14, 0.99, 0.92, 48, 708, 708, 0, 8, 40, 0.00, 0.17, 0.14
RF-501, Triangle, AccMagField, 15, 0.99, 0.96, 70, 686, 682, 4, 5, 65, 0.01, 0.07, 0.07
RF-501, Turn, AccMagField, 1, 0.99, 0.98, 85, 590, 589, 1, 3, 82, 0.00, 0.04, 0.03
RF-501, Turn, AccMagField, 2, 0.99, 0.96, 47, 628, 628, 0, 4, 43, 0.00, 0.09, 0.08
RF-501, Turn, AccMagField, 3, 1.00, 0.99, 64, 611, 611, 0, 1, 63, 0.00, 0.02, 0.02
RF-501, Turn, AccMagField, 4, 1.00, 0.99, 43, 632, 632, 0, 1, 42, 0.00, 0.02, 0.02
RF-501, Turn, AccMagField, 5, 0.99, 0.95, 39, 636, 636, 0, 4, 35, 0.00, 0.10, 0.09
RF-501, Turn, AccMagField, 6, 0.99, 0.96, 51, 624, 623, 1, 4, 47, 0.00, 0.08, 0.07
RF-501, Turn, AccMagField, 7, 0.99, 0.92, 31, 644, 643, 1, 5, 26, 0.00, 0.16, 0.14
RF-501, Turn, AccMagField, 8, 0.99, 0.96, 41, 634, 633, 1, 3, 38, 0.00, 0.07, 0.07
RF-501, Turn, AccMagField, 9, 1.00, 0.97, 50, 625, 625, 0, 3, 47, 0.00, 0.06, 0.06
RF-501, Turn, AccMagField, 10, 1.00, 0.97, 32, 643, 643, 0, 2, 30, 0.00, 0.06, 0.06
RF-501, Turn, AccMagField, 11, 1.00, 0.98, 31, 644, 644, 0, 1, 30, 0.00, 0.03, 0.03
RF-501, Turn, AccMagField, 12, 0.99, 0.96, 37, 638, 636, 2, 3, 34, 0.00, 0.08, 0.08
RF-501, Turn, AccMagField, 13, 1.00, 1.00, 28, 647, 647, 0, 0, 28, 0.00, 0.00, 0.00
RF-501, Turn, AccMagField, 14, 0.99, 0.97, 58, 617, 616, 1, 3, 55, 0.00, 0.05, 0.05
RF-501, Turn, AccMagField, 15, 1.00, 0.96, 38, 637, 637, 0, 3, 35, 0.00, 0.08, 0.07
RF-501, Square, AccMagField, 1, 0.97, 0.91, 63, 753, 738, 15, 10, 53, 0.02, 0.16, 0.14
RF-501, Square, AccMagField, 2, 1.00, 0.99, 58, 758, 758, 0, 1, 57, 0.00, 0.02, 0.02
RF-501, Square, AccMagField, 3, 1.00, 0.99, 67, 749, 748, 1, 1, 66, 0.00, 0.01, 0.01
RF-501, Square, AccMagField, 4, 1.00, 0.96, 39, 777, 777, 0, 3, 36, 0.00, 0.08, 0.07
RF-501, Square, AccMagField, 5, 0.99, 0.93, 49, 767, 763, 4, 7, 42, 0.01, 0.14, 0.13
RF-501, Square, AccMagField, 6, 1.00, 0.98, 55, 761, 761, 0, 2, 53, 0.00, 0.04, 0.04
RF-501, Square, AccMagField, 7, 0.99, 0.92, 48, 768, 768, 0, 8, 40, 0.00, 0.17, 0.14
RF-501, Square, AccMagField, 8, 1.00, 1.00, 57, 759, 759, 0, 0, 57, 0.00, 0.00, 0.00
RF-501, Square, AccMagField, 9, 1.00, 0.99, 40, 776, 774, 2, 1, 39, 0.00, 0.03, 0.02
RF-501, Square, AccMagField, 10, 0.99, 0.92, 42, 774, 774, 0, 7, 35, 0.00, 0.17, 0.14
RF-501, Square, AccMagField, 11, 1.00, 1.00, 43, 773, 773, 0, 0, 43, 0.00, 0.00, 0.00
RF-501, Square, AccMagField, 12, 1.00, 1.00, 57, 759, 759, 0, 0, 57, 0.00, 0.00, 0.00
RF-501, Square, AccMagField, 13, 1.00, 1.00, 64, 752, 752, 0, 0, 64, 0.00, 0.00, 0.00
RF-501, Square, AccMagField, 14, 0.99, 0.96, 61, 755, 751, 4, 4, 57, 0.01, 0.07, 0.06
RF-501, Square, AccMagField, 15, 0.96, 0.91, 73, 743, 723, 20, 11, 62, 0.03, 0.15, 0.13
RF-501, Circle, GyrRotVec, 1, 0.99, 0.93, 42, 570, 570, 0, 6, 36, 0.00, 0.14, 0.13
RF-501, Circle, GyrRotVec, 2, 0.99, 0.91, 47, 565, 565, 0, 8, 39, 0.00, 0.17, 0.15
RF-501, Circle, GyrRotVec, 3, 0.99, 0.96, 59, 553, 551, 2, 4, 55, 0.00, 0.07, 0.06
RF-501, Circle, GyrRotVec, 4, 0.99, 0.94, 35, 577, 572, 5, 4, 31, 0.01, 0.11, 0.10
RF-501, Circle, GyrRotVec, 5, 0.99, 0.95, 40, 572, 571, 1, 4, 36, 0.00, 0.10, 0.09
RF-501, Circle, GyrRotVec, 6, 0.98, 0.92, 45, 567, 564, 3, 7, 38, 0.01, 0.16, 0.14
RF-501, Circle, GyrRotVec, 7, 1.00, 1.00, 37, 575, 575, 0, 0, 37, 0.00, 0.00, 0.00
RF-501, Circle, GyrRotVec, 8, 0.98, 0.95, 48, 564, 557, 7, 4, 44, 0.01, 0.08, 0.08
RF-501, Circle, GyrRotVec, 9, 0.98, 0.91, 46, 566, 560, 6, 8, 38, 0.01, 0.17, 0.15
RF-501, Circle, GyrRotVec, 10, 1.00, 0.99, 39, 573, 573, 0, 1, 38, 0.00, 0.03, 0.03
RF-501, Circle, GyrRotVec, 11, 1.00, 0.98, 29, 583, 583, 0, 1, 28, 0.00, 0.03, 0.03
RF-501, Circle, GyrRotVec, 12, 1.00, 1.00, 33, 579, 577, 2, 0, 33, 0.00, 0.00, 0.00
RF-501, Circle, GyrRotVec, 13, 1.00, 0.98, 32, 580, 580, 0, 1, 31, 0.00, 0.03, 0.03
RF-501, Circle, GyrRotVec, 14, 1.00, 0.99, 48, 564, 563, 1, 1, 47, 0.00, 0.02, 0.02
RF-501, Circle, GyrRotVec, 15, 1.00, 0.95, 32, 580, 580, 0, 3, 29, 0.00, 0.09, 0.09
RF-501, Updown, GyrRotVec, 1, 1.00, 0.99, 40, 512, 512, 0, 1, 39, 0.00, 0.03, 0.02
RF-501, Updown, GyrRotVec, 2, 0.99, 0.96, 41, 511, 510, 1, 3, 38, 0.00, 0.07, 0.07
RF-501, Updown, GyrRotVec, 3, 0.99, 0.95, 55, 497, 494, 3, 5, 50, 0.01, 0.09, 0.08
RF-501, Updown, GyrRotVec, 4, 0.99, 0.94, 26, 526, 526, 0, 3, 23, 0.00, 0.12, 0.10
RF-501, Updown, GyrRotVec, 5, 0.98, 0.93, 33, 519, 514, 5, 4, 29, 0.01, 0.12, 0.11
RF-501, Updown, GyrRotVec, 6, 1.00, 0.99, 43, 509, 509, 0, 1, 42, 0.00, 0.02, 0.02
RF-501, Updown, GyrRotVec, 7, 0.97, 0.87, 30, 522, 511, 11, 7, 23, 0.02, 0.23, 0.19
RF-501, Updown, GyrRotVec, 8, 0.99, 0.93, 31, 521, 520, 1, 4, 27, 0.00, 0.13, 0.11
RF-501, Updown, GyrRotVec, 9, 0.97, 0.90, 39, 513, 503, 10, 7, 32, 0.02, 0.18, 0.15
RF-501, Updown, GyrRotVec, 10, 0.99, 0.95, 28, 524, 524, 0, 3, 25, 0.00, 0.11, 0.10
RF-501, Updown, GyrRotVec, 11, 0.99, 0.93, 23, 529, 527, 2, 3, 20, 0.00, 0.13, 0.12
RF-501, Updown, GyrRotVec, 12, 1.00, 1.00, 32, 520, 520, 0, 0, 32, 0.00, 0.00, 0.00
RF-501, Updown, GyrRotVec, 13, 1.00, 1.00, 28, 524, 524, 0, 0, 28, 0.00, 0.00, 0.00
RF-501, Updown, GyrRotVec, 14, 0.97, 0.92, 56, 496, 489, 7, 8, 48, 0.01, 0.14, 0.13
RF-501, Updown, GyrRotVec, 15, 0.98, 0.93, 47, 505, 498, 7, 6, 41, 0.01, 0.13, 0.11
RF-501, Tilt, GyrRotVec, 1, 0.99, 0.95, 50, 618, 615, 3, 5, 45, 0.00, 0.10, 0.09
RF-501, Tilt, GyrRotVec, 2, 1.00, 0.98, 56, 612, 612, 0, 2, 54, 0.00, 0.04, 0.03
RF-501, Tilt, GyrRotVec, 3, 0.99, 0.96, 55, 613, 613, 0, 4, 51, 0.00, 0.07, 0.07
RF-501, Tilt, GyrRotVec, 4, 1.00, 1.00, 55, 613, 613, 0, 0, 55, 0.00, 0.00, 0.00
RF-501, Tilt, GyrRotVec, 5, 0.99, 0.92, 37, 631, 628, 3, 6, 31, 0.00, 0.16, 0.14
RF-501, Tilt, GyrRotVec, 6, 0.99, 0.97, 45, 623, 622, 1, 3, 42, 0.00, 0.07, 0.06
RF-501, Tilt, GyrRotVec, 7, 1.00, 0.97, 36, 632, 631, 1, 2, 34, 0.00, 0.06, 0.05
RF-501, Tilt, GyrRotVec, 8, 0.97, 0.84, 42, 626, 616, 10, 13, 29, 0.02, 0.31, 0.24
RF-501, Tilt, GyrRotVec, 9, 0.98, 0.93, 46, 622, 614, 8, 6, 40, 0.01, 0.13, 0.12
RF-501, Tilt, GyrRotVec, 10, 0.98, 0.90, 41, 627, 624, 3, 8, 33, 0.00, 0.20, 0.16
RF-501, Tilt, GyrRotVec, 11, 1.00, 0.98, 28, 640, 640, 0, 1, 27, 0.00, 0.04, 0.03
RF-501, Tilt, GyrRotVec, 12, 1.00, 1.00, 41, 627, 627, 0, 0, 41, 0.00, 0.00, 0.00
RF-501, Tilt, GyrRotVec, 13, 1.00, 1.00, 34, 634, 634, 0, 0, 34, 0.00, 0.00, 0.00
RF-501, Tilt, GyrRotVec, 14, 0.99, 0.98, 55, 613, 606, 7, 2, 53, 0.01, 0.04, 0.04
RF-501, Tilt, GyrRotVec, 15, 0.99, 0.97, 47, 621, 614, 7, 2, 45, 0.01, 0.04, 0.04
RF-501, Triangle, GyrRotVec, 1, 0.99, 0.95, 45, 711, 707, 4, 4, 41, 0.01, 0.09, 0.08
RF-501, Triangle, GyrRotVec, 2, 1.00, 1.00, 57, 699, 699, 0, 0, 57, 0.00, 0.00, 0.00
RF-501, Triangle, GyrRotVec, 3, 0.98, 0.93, 61, 695, 691, 4, 8, 53, 0.01, 0.13, 0.12
RF-501, Triangle, GyrRotVec, 4, 0.99, 0.95, 66, 690, 685, 5, 6, 60, 0.01, 0.09, 0.08
RF-501, Triangle, GyrRotVec, 5, 0.99, 0.93, 44, 712, 707, 5, 6, 38, 0.01, 0.14, 0.12
RF-501, Triangle, GyrRotVec, 6, 0.99, 0.95, 43, 713, 709, 4, 4, 39, 0.01, 0.09, 0.09
