ALGORITHM, GESTURE, # OF SELECTED FEATURES, PARTICIPANT_NO, ACCURACY, AUC, #ofPositiveInstance, #ofNegativeInstance, TN, FP, FN, TP, FAR, FRR, EER
RF-501, Circle, 18, 7, 1.00, 1.00, 37, 575, 575, 0, 0, 37, 0.00, 0.00, 0.00
RF-501, Circle, 18, 8, 0.98, 0.91, 48, 564, 563, 1, 9, 39, 0.00, 0.19, 0.16
RF-501, Circle, 18, 9, 0.98, 0.89, 46, 566, 566, 0, 10, 36, 0.00, 0.22, 0.18
RF-501, Circle, 18, 10, 1.00, 0.97, 39, 573, 573, 0, 2, 37, 0.00, 0.05, 0.05
RF-501, Circle, 18, 11, 1.00, 0.95, 29, 583, 583, 0, 3, 26, 0.00, 0.10, 0.09
RF-501, Circle, 18, 12, 1.00, 1.00, 33, 579, 578, 1, 0, 33, 0.00, 0.00, 0.00
RF-501, Circle, 18, 13, 1.00, 1.00, 32, 580, 580, 0, 0, 32, 0.00, 0.00, 0.00
RF-501, Circle, 18, 14, 1.00, 0.98, 48, 564, 563, 1, 2, 46, 0.00, 0.04, 0.04
RF-501, Circle, 18, 15, 1.00, 0.95, 32, 580, 580, 0, 3, 29, 0.00, 0.09, 0.09
RF-501, Updown, 18, 1, 1.00, 1.00, 40, 512, 512, 0, 0, 40, 0.00, 0.00, 0.00
RF-501, Updown, 18, 2, 1.00, 0.98, 41, 511, 511, 0, 2, 39, 0.00, 0.05, 0.05
RF-501, Updown, 18, 3, 1.00, 1.00, 55, 497, 496, 1, 0, 55, 0.00, 0.00, 0.00
RF-501, Updown, 18, 4, 0.99, 0.92, 26, 526, 526, 0, 4, 22, 0.00, 0.15, 0.13
RF-501, Updown, 18, 5, 0.99, 0.95, 33, 519, 519, 0, 3, 30, 0.00, 0.09, 0.08
RF-501, Updown, 18, 6, 1.00, 0.99, 43, 509, 509, 0, 1, 42, 0.00, 0.02, 0.02
RF-501, Updown, 18, 7, 1.00, 0.98, 30, 522, 522, 0, 1, 29, 0.00, 0.03, 0.03
RF-501, Updown, 18, 8, 1.00, 0.98, 31, 521, 521, 0, 1, 30, 0.00, 0.03, 0.03
RF-501, Updown, 18, 9, 1.00, 1.00, 39, 513, 512, 1, 0, 39, 0.00, 0.00, 0.00
RF-501, Updown, 18, 10, 0.99, 0.95, 28, 524, 523, 1, 3, 25, 0.00, 0.11, 0.10
RF-501, Updown, 18, 11, 1.00, 1.00, 23, 529, 529, 0, 0, 23, 0.00, 0.00, 0.00
RF-501, Updown, 18, 12, 1.00, 1.00, 32, 520, 520, 0, 0, 32, 0.00, 0.00, 0.00
RF-501, Updown, 18, 13, 1.00, 0.98, 28, 524, 524, 0, 1, 27, 0.00, 0.04, 0.03
RF-501, Updown, 18, 14, 0.99, 0.93, 56, 496, 496, 0, 8, 48, 0.00, 0.14, 0.13
RF-501, Updown, 18, 15, 1.00, 0.98, 47, 505, 505, 0, 2, 45, 0.00, 0.04, 0.04
RF-501, Tilt, 18, 1, 1.00, 0.99, 50, 618, 617, 1, 1, 49, 0.00, 0.02, 0.02
RF-501, Tilt, 18, 2, 1.00, 1.00, 56, 612, 611, 1, 0, 56, 0.00, 0.00, 0.00
RF-501, Tilt, 18, 3, 1.00, 0.99, 55, 613, 613, 0, 1, 54, 0.00, 0.02, 0.02
RF-501, Tilt, 18, 4, 1.00, 1.00, 55, 613, 613, 0, 0, 55, 0.00, 0.00, 0.00
RF-501, Tilt, 18, 5, 0.99, 0.92, 37, 631, 629, 2, 6, 31, 0.00, 0.16, 0.14
RF-501, Tilt, 18, 6, 1.00, 0.98, 45, 623, 623, 0, 2, 43, 0.00, 0.04, 0.04
RF-501, Tilt, 18, 7, 1.00, 0.97, 36, 632, 632, 0, 2, 34, 0.00, 0.06, 0.05
RF-501, Tilt, 18, 8, 0.99, 0.94, 42, 626, 626, 0, 5, 37, 0.00, 0.12, 0.11
RF-501, Tilt, 18, 9, 0.99, 0.96, 46, 622, 621, 1, 4, 42, 0.00, 0.09, 0.08
RF-501, Tilt, 18, 10, 1.00, 1.00, 41, 627, 626, 1, 0, 41, 0.00, 0.00, 0.00
RF-501, Tilt, 18, 11, 1.00, 0.98, 28, 640, 640, 0, 1, 27, 0.00, 0.04, 0.03
RF-501, Tilt, 18, 12, 1.00, 1.00, 41, 627, 627, 0, 0, 41, 0.00, 0.00, 0.00
RF-501, Tilt, 18, 13, 1.00, 1.00, 34, 634, 634, 0, 0, 34, 0.00, 0.00, 0.00
RF-501, Tilt, 18, 14, 0.99, 0.97, 55, 613, 612, 1, 3, 52, 0.00, 0.05, 0.05
RF-501, Tilt, 18, 15, 0.99, 0.96, 47, 621, 620, 1, 4, 43, 0.00, 0.09, 0.08
RF-501, Triangle, 18, 1, 0.99, 0.95, 45, 711, 709, 2, 4, 41, 0.00, 0.09, 0.08
RF-501, Triangle, 18, 2, 1.00, 1.00, 57, 699, 699, 0, 0, 57, 0.00, 0.00, 0.00
RF-501, Triangle, 18, 3, 0.99, 0.97, 61, 695, 695, 0, 4, 57, 0.00, 0.07, 0.06
RF-501, Triangle, 18, 4, 0.99, 0.95, 66, 690, 686, 4, 6, 60, 0.01, 0.09, 0.08
RF-501, Triangle, 18, 5, 0.99, 0.94, 44, 712, 710, 2, 5, 39, 0.00, 0.11, 0.10
RF-501, Triangle, 18, 6, 1.00, 1.00, 43, 713, 713, 0, 0, 43, 0.00, 0.00, 0.00
RF-501, Triangle, 18, 7, 1.00, 0.98, 44, 712, 712, 0, 2, 42, 0.00, 0.05, 0.04
RF-501, Triangle, 18, 8, 1.00, 0.97, 49, 707, 707, 0, 3, 46, 0.00, 0.06, 0.06
RF-501, Triangle, 18, 9, 0.99, 0.94, 51, 705, 705, 0, 6, 45, 0.00, 0.12, 0.11
RF-501, Triangle, 18, 10, 1.00, 0.96, 42, 714, 714, 0, 3, 39, 0.00, 0.07, 0.07
RF-501, Triangle, 18, 11, 1.00, 1.00, 35, 721, 721, 0, 0, 35, 0.00, 0.00, 0.00
RF-501, Triangle, 18, 12, 1.00, 1.00, 41, 715, 715, 0, 0, 41, 0.00, 0.00, 0.00
RF-501, Triangle, 18, 13, 1.00, 1.00, 60, 696, 696, 0, 0, 60, 0.00, 0.00, 0.00
RF-501, Triangle, 18, 14, 1.00, 0.99, 48, 708, 707, 1, 1, 47, 0.00, 0.02, 0.02
RF-501, Triangle, 18, 15, 0.99, 0.96, 70, 686, 685, 1, 6, 64, 0.00, 0.09, 0.08
RF-501, Turn, 18, 1, 1.00, 0.99, 85, 590, 589, 1, 2, 83, 0.00, 0.02, 0.02
RF-501, Turn, 18, 2, 1.00, 0.98, 47, 628, 628, 0, 2, 45, 0.00, 0.04, 0.04
RF-501, Turn, 18, 3, 1.00, 0.98, 64, 611, 611, 0, 2, 62, 0.00, 0.03, 0.03
RF-501, Turn, 18, 4, 1.00, 0.99, 43, 632, 632, 0, 1, 42, 0.00, 0.02, 0.02
RF-501, Turn, 18, 5, 0.99, 0.94, 39, 636, 636, 0, 5, 34, 0.00, 0.13, 0.11
RF-501, Turn, 18, 6, 1.00, 0.99, 51, 624, 624, 0, 1, 50, 0.00, 0.02, 0.02
RF-501, Turn, 18, 7, 0.99, 0.94, 31, 644, 644, 0, 4, 27, 0.00, 0.13, 0.11
RF-501, Turn, 18, 8, 0.99, 0.95, 41, 634, 634, 0, 4, 37, 0.00, 0.10, 0.09
RF-501, Turn, 18, 9, 0.99, 0.95, 50, 625, 625, 0, 5, 45, 0.00, 0.10, 0.09
RF-501, Turn, 18, 10, 1.00, 0.97, 32, 643, 643, 0, 2, 30, 0.00, 0.06, 0.06
RF-501, Turn, 18, 11, 1.00, 1.00, 31, 644, 644, 0, 0, 31, 0.00, 0.00, 0.00
RF-501, Turn, 18, 12, 1.00, 0.99, 37, 638, 638, 0, 1, 36, 0.00, 0.03, 0.03
RF-501, Turn, 18, 13, 1.00, 1.00, 28, 647, 647, 0, 0, 28, 0.00, 0.00, 0.00
RF-501, Turn, 18, 14, 1.00, 0.97, 58, 617, 617, 0, 3, 55, 0.00, 0.05, 0.05
RF-501, Turn, 18, 15, 1.00, 0.96, 38, 637, 637, 0, 3, 35, 0.00, 0.08, 0.07
RF-501, Square, 18, 1, 0.99, 0.95, 63, 753, 747, 6, 6, 57, 0.01, 0.10, 0.09
RF-501, Square, 18, 2, 1.00, 1.00, 58, 758, 757, 1, 0, 58, 0.00, 0.00, 0.00
RF-501, Square, 18, 3, 1.00, 0.99, 67, 749, 749, 0, 2, 65, 0.00, 0.03, 0.03
RF-501, Square, 18, 4, 1.00, 0.95, 39, 777, 777, 0, 4, 35, 0.00, 0.10, 0.09
RF-501, Square, 18, 5, 0.99, 0.92, 49, 767, 766, 1, 8, 41, 0.00, 0.16, 0.14
RF-501, Square, 18, 6, 1.00, 0.99, 55, 761, 761, 0, 1, 54, 0.00, 0.02, 0.02
RF-501, Square, 18, 7, 0.99, 0.88, 48, 768, 768, 0, 12, 36, 0.00, 0.25, 0.20
RF-501, Square, 18, 8, 1.00, 1.00, 57, 759, 758, 1, 0, 57, 0.00, 0.00, 0.00
RF-501, Square, 18, 9, 1.00, 0.95, 40, 776, 776, 0, 4, 36, 0.00, 0.10, 0.09
RF-501, Square, 18, 10, 0.99, 0.94, 42, 774, 774, 0, 5, 37, 0.00, 0.12, 0.11
RF-501, Square, 18, 11, 1.00, 1.00, 43, 773, 773, 0, 0, 43, 0.00, 0.00, 0.00
RF-501, Square, 18, 12, 1.00, 1.00, 57, 759, 759, 0, 0, 57, 0.00, 0.00, 0.00
RF-501, Square, 18, 13, 1.00, 1.00, 64, 752, 752, 0, 0, 64, 0.00, 0.00, 0.00
RF-501, Square, 18, 14, 0.99, 0.96, 61, 755, 755, 0, 5, 56, 0.00, 0.08, 0.08
RF-501, Square, 18, 15, 0.98, 0.91, 73, 743, 742, 1, 13, 60, 0.00, 0.18, 0.15
RF-501, Circle, 19, 1, 0.99, 0.95, 42, 570, 570, 0, 4, 38, 0.00, 0.10, 0.09
RF-501, Circle, 19, 2, 1.00, 0.99, 47, 565, 565, 0, 1, 46, 0.00, 0.02, 0.02
RF-501, Circle, 19, 3, 0.99, 0.97, 59, 553, 552, 1, 3, 56, 0.00, 0.05, 0.05
RF-501, Circle, 19, 4, 0.99, 0.91, 35, 577, 575, 2, 6, 29, 0.00, 0.17, 0.15
RF-501, Circle, 19, 5, 1.00, 0.96, 40, 572, 572, 0, 3, 37, 0.00, 0.07, 0.07
RF-501, Circle, 19, 6, 1.00, 1.00, 45, 567, 567, 0, 0, 45, 0.00, 0.00, 0.00
RF-501, Circle, 19, 7, 1.00, 1.00, 37, 575, 575, 0, 0, 37, 0.00, 0.00, 0.00
RF-501, Circle, 19, 8, 0.99, 0.94, 48, 564, 563, 1, 6, 42, 0.00, 0.12, 0.11
RF-501, Circle, 19, 9, 0.99, 0.90, 46, 566, 566, 0, 9, 37, 0.00, 0.20, 0.16
RF-501, Circle, 19, 10, 1.00, 0.97, 39, 573, 573, 0, 2, 37, 0.00, 0.05, 0.05
RF-501, Circle, 19, 11, 1.00, 1.00, 29, 583, 583, 0, 0, 29, 0.00, 0.00, 0.00
RF-501, Circle, 19, 12, 1.00, 1.00, 33, 579, 578, 1, 0, 33, 0.00, 0.00, 0.00
RF-501, Circle, 19, 13, 1.00, 1.00, 32, 580, 580, 0, 0, 32, 0.00, 0.00, 0.00
RF-501, Circle, 19, 14, 1.00, 0.98, 48, 564, 563, 1, 2, 46, 0.00, 0.04, 0.04
RF-501, Circle, 19, 15, 0.99, 0.94, 32, 580, 580, 0, 4, 28, 0.00, 0.12, 0.11
RF-501, Updown, 19, 1, 1.00, 1.00, 40, 512, 512, 0, 0, 40, 0.00, 0.00, 0.00
RF-501, Updown, 19, 2, 1.00, 0.99, 41, 511, 511, 0, 1, 40, 0.00, 0.02, 0.02
RF-501, Updown, 19, 3, 1.00, 1.00, 55, 497, 496, 1, 0, 55, 0.00, 0.00, 0.00
RF-501, Updown, 19, 4, 0.99, 0.92, 26, 526, 526, 0, 4, 22, 0.00, 0.15, 0.13
RF-501, Updown, 19, 5, 0.99, 0.95, 33, 519, 519, 0, 3, 30, 0.00, 0.09, 0.08
RF-501, Updown, 19, 6, 1.00, 1.00, 43, 509, 509, 0, 0, 43, 0.00, 0.00, 0.00
RF-501, Updown, 19, 7, 1.00, 0.97, 30, 522, 522, 0, 2, 28, 0.00, 0.07, 0.06
RF-501, Updown, 19, 8, 1.00, 0.98, 31, 521, 521, 0, 1, 30, 0.00, 0.03, 0.03
RF-501, Updown, 19, 9, 1.00, 1.00, 39, 513, 512, 1, 0, 39, 0.00, 0.00, 0.00
RF-501, Updown, 19, 10, 0.99, 0.96, 28, 524, 523, 1, 2, 26, 0.00, 0.07, 0.07
RF-501, Updown, 19, 11, 1.00, 1.00, 23, 529, 529, 0, 0, 23, 0.00, 0.00, 0.00
RF-501, Updown, 19, 12, 1.00, 1.00, 32, 520, 520, 0, 0, 32, 0.00, 0.00, 0.00
RF-501, Updown, 19, 13, 1.00, 0.98, 28, 524, 524, 0, 1, 27, 0.00, 0.04, 0.03
RF-501, Updown, 19, 14, 0.99, 0.93, 56, 496, 496, 0, 8, 48, 0.00, 0.14, 0.13
RF-501, Updown, 19, 15, 0.99, 0.97, 47, 505, 504, 1, 3, 44, 0.00, 0.06, 0.06
RF-501, Tilt, 19, 1, 1.00, 0.99, 50, 618, 617, 1, 1, 49, 0.00, 0.02, 0.02
RF-501, Tilt, 19, 2, 1.00, 1.00, 56, 612, 611, 1, 0, 56, 0.00, 0.00, 0.00
RF-501, Tilt, 19, 3, 1.00, 0.99, 55, 613, 613, 0, 1, 54, 0.00, 0.02, 0.02
RF-501, Tilt, 19, 4, 1.00, 1.00, 55, 613, 613, 0, 0, 55, 0.00, 0.00, 0.00
RF-501, Tilt, 19, 5, 0.99, 0.92, 37, 631, 630, 1, 6, 31, 0.00, 0.16, 0.14
RF-501, Tilt, 19, 6, 1.00, 0.98, 45, 623, 623, 0, 2, 43, 0.00, 0.04, 0.04
RF-501, Tilt, 19, 7, 1.00, 0.97, 36, 632, 632, 0, 2, 34, 0.00, 0.06, 0.05
RF-501, Tilt, 19, 8, 0.99, 0.93, 42, 626, 626, 0, 6, 36, 0.00, 0.14, 0.13
RF-501, Tilt, 19, 9, 0.99, 0.98, 46, 622, 620, 2, 2, 44, 0.00, 0.04, 0.04
RF-501, Tilt, 19, 10, 0.99, 0.97, 41, 627, 625, 2, 2, 39, 0.00, 0.05, 0.05
RF-501, Tilt, 19, 11, 1.00, 0.98, 28, 640, 640, 0, 1, 27, 0.00, 0.04, 0.03
RF-501, Tilt, 19, 12, 1.00, 1.00, 41, 627, 627, 0, 0, 41, 0.00, 0.00, 0.00
RF-501, Tilt, 19, 13, 1.00, 1.00, 34, 634, 634, 0, 0, 34, 0.00, 0.00, 0.00
RF-501, Tilt, 19, 14, 0.99, 0.97, 55, 613, 612, 1, 3, 52, 0.00, 0.05, 0.05
RF-501, Tilt, 19, 15, 0.99, 0.97, 47, 621, 620, 1, 3, 44, 0.00, 0.06, 0.06
RF-501, Triangle, 19, 1, 0.99, 0.95, 45, 711, 709, 2, 4, 41, 0.00, 0.09, 0.08
RF-501, Triangle, 19, 2, 1.00, 1.00, 57, 699, 699, 0, 0, 57, 0.00, 0.00, 0.00
RF-501, Triangle, 19, 3, 0.99, 0.96, 61, 695, 695, 0, 5, 56, 0.00, 0.08, 0.08
RF-501, Triangle, 19, 4, 0.99, 0.94, 66, 690, 686, 4, 7, 59, 0.01, 0.11, 0.10
RF-501, Triangle, 19, 5, 0.99, 0.94, 44, 712, 711, 1, 5, 39, 0.00, 0.11, 0.10
RF-501, Triangle, 19, 6, 1.00, 1.00, 43, 713, 713, 0, 0, 43, 0.00, 0.00, 0.00
RF-501, Triangle, 19, 7, 1.00, 0.98, 44, 712, 712, 0, 2, 42, 0.00, 0.05, 0.04
RF-501, Triangle, 19, 8, 1.00, 0.97, 49, 707, 707, 0, 3, 46, 0.00, 0.06, 0.06
RF-501, Triangle, 19, 9, 0.99, 0.94, 51, 705, 705, 0, 6, 45, 0.00, 0.12, 0.11
RF-501, Triangle, 19, 10, 1.00, 0.96, 42, 714, 714, 0, 3, 39, 0.00, 0.07, 0.07
RF-501, Triangle, 19, 11, 1.00, 1.00, 35, 721, 721, 0, 0, 35, 0.00, 0.00, 0.00
RF-501, Triangle, 19, 12, 1.00, 1.00, 41, 715, 715, 0, 0, 41, 0.00, 0.00, 0.00
RF-501, Triangle, 19, 13, 1.00, 1.00, 60, 696, 696, 0, 0, 60, 0.00, 0.00, 0.00
RF-501, Triangle, 19, 14, 1.00, 1.00, 48, 708, 707, 1, 0, 48, 0.00, 0.00, 0.00
RF-501, Triangle, 19, 15, 0.99, 0.95, 70, 686, 685, 1, 7, 63, 0.00, 0.10, 0.09
RF-501, Turn, 19, 1, 1.00, 0.99, 85, 590, 589, 1, 2, 83, 0.00, 0.02, 0.02
RF-501, Turn, 19, 2, 1.00, 0.99, 47, 628, 628, 0, 1, 46, 0.00, 0.02, 0.02
RF-501, Turn, 19, 3, 1.00, 0.98, 64, 611, 611, 0, 2, 62, 0.00, 0.03, 0.03
RF-501, Turn, 19, 4, 1.00, 0.99, 43, 632, 632, 0, 1, 42, 0.00, 0.02, 0.02
RF-501, Turn, 19, 5, 1.00, 0.96, 39, 636, 636, 0, 3, 36, 0.00, 0.08, 0.07
RF-501, Turn, 19, 6, 1.00, 1.00, 51, 624, 624, 0, 0, 51, 0.00, 0.00, 0.00
RF-501, Turn, 19, 7, 0.99, 0.92, 31, 644, 644, 0, 5, 26, 0.00, 0.16, 0.14
RF-501, Turn, 19, 8, 0.99, 0.95, 41, 634, 634, 0, 4, 37, 0.00, 0.10, 0.09
RF-501, Turn, 19, 9, 0.99, 0.95, 50, 625, 625, 0, 5, 45, 0.00, 0.10, 0.09
RF-501, Turn, 19, 10, 1.00, 0.97, 32, 643, 643, 0, 2, 30, 0.00, 0.06, 0.06
RF-501, Turn, 19, 11, 1.00, 1.00, 31, 644, 644, 0, 0, 31, 0.00, 0.00, 0.00
RF-501, Turn, 19, 12, 1.00, 0.99, 37, 638, 638, 0, 1, 36, 0.00, 0.03, 0.03
RF-501, Turn, 19, 13, 1.00, 1.00, 28, 647, 647, 0, 0, 28, 0.00, 0.00, 0.00
RF-501, Turn, 19, 14, 1.00, 0.97, 58, 617, 617, 0, 3, 55, 0.00, 0.05, 0.05
RF-501, Turn, 19, 15, 1.00, 0.96, 38, 637, 637, 0, 3, 35, 0.00, 0.08, 0.07
RF-501, Square, 19, 1, 0.99, 0.96, 63, 753, 747, 6, 5, 58, 0.01, 0.08, 0.07
RF-501, Square, 19, 2, 1.00, 1.00, 58, 758, 758, 0, 0, 58, 0.00, 0.00, 0.00
RF-501, Square, 19, 3, 1.00, 0.98, 67, 749, 749, 0, 3, 64, 0.00, 0.04, 0.04
RF-501, Square, 19, 4, 1.00, 0.96, 39, 777, 777, 0, 3, 36, 0.00, 0.08, 0.07
RF-501, Square, 19, 5, 0.99, 0.92, 49, 767, 766, 1, 8, 41, 0.00, 0.16, 0.14
RF-501, Square, 19, 6, 1.00, 0.99, 55, 761, 761, 0, 1, 54, 0.00, 0.02, 0.02
RF-501, Square, 19, 7, 0.99, 0.88, 48, 768, 768, 0, 12, 36, 0.00, 0.25, 0.20
RF-501, Square, 19, 8, 1.00, 1.00, 57, 759, 758, 1, 0, 57, 0.00, 0.00, 0.00
RF-501, Square, 19, 9, 0.99, 0.94, 40, 776, 775, 1, 5, 35, 0.00, 0.12, 0.11
RF-501, Square, 19, 10, 1.00, 0.95, 42, 774, 774, 0, 4, 38, 0.00, 0.10, 0.09
RF-501, Square, 19, 11, 1.00, 1.00, 43, 773, 773, 0, 0, 43, 0.00, 0.00, 0.00
RF-501, Square, 19, 12, 1.00, 1.00, 57, 759, 759, 0, 0, 57, 0.00, 0.00, 0.00
RF-501, Square, 19, 13, 1.00, 1.00, 64, 752, 752, 0, 0, 64, 0.00, 0.00, 0.00
RF-501, Square, 19, 14, 0.99, 0.96, 61, 755, 754, 1, 5, 56, 0.00, 0.08, 0.08
RF-501, Square, 19, 15, 0.98, 0.91, 73, 743, 742, 1, 13, 60, 0.00, 0.18, 0.15
RF-501, Circle, 20, 1, 0.99, 0.95, 42, 570, 570, 0, 4, 38, 0.00, 0.10, 0.09
RF-501, Circle, 20, 2, 1.00, 0.99, 47, 565, 565, 0, 1, 46, 0.00, 0.02, 0.02
RF-501, Circle, 20, 3, 1.00, 0.98, 59, 553, 552, 1, 2, 57, 0.00, 0.03, 0.03
RF-501, Circle, 20, 4, 0.99, 0.96, 35, 577, 575, 2, 3, 32, 0.00, 0.09, 0.08
RF-501, Circle, 20, 5, 1.00, 0.96, 40, 572, 572, 0, 3, 37, 0.00, 0.07, 0.07
RF-501, Circle, 20, 6, 1.00, 1.00, 45, 567, 567, 0, 0, 45, 0.00, 0.00, 0.00
RF-501, Circle, 20, 7, 1.00, 1.00, 37, 575, 575, 0, 0, 37, 0.00, 0.00, 0.00
RF-501, Circle, 20, 8, 0.99, 0.93, 48, 564, 563, 1, 7, 41, 0.00, 0.15, 0.13
RF-501, Circle, 20, 9, 0.99, 0.92, 46, 566, 566, 0, 7, 39, 0.00, 0.15, 0.13
RF-501, Circle, 20, 10, 1.00, 0.97, 39, 573, 573, 0, 2, 37, 0.00, 0.05, 0.05
RF-501, Circle, 20, 11, 1.00, 0.97, 29, 583, 583, 0, 2, 27, 0.00, 0.07, 0.06
RF-501, Circle, 20, 12, 1.00, 1.00, 33, 579, 578, 1, 0, 33, 0.00, 0.00, 0.00
RF-501, Circle, 20, 13, 1.00, 1.00, 32, 580, 580, 0, 0, 32, 0.00, 0.00, 0.00
RF-501, Circle, 20, 14, 1.00, 0.98, 48, 564, 563, 1, 2, 46, 0.00, 0.04, 0.04
RF-501, Circle, 20, 15, 0.99, 0.94, 32, 580, 580, 0, 4, 28, 0.00, 0.12, 0.11
RF-501, Updown, 20, 1, 1.00, 1.00, 40, 512, 512, 0, 0, 40, 0.00, 0.00, 0.00
RF-501, Updown, 20, 2, 1.00, 0.99, 41, 511, 511, 0, 1, 40, 0.00, 0.02, 0.02
RF-501, Updown, 20, 3, 1.00, 1.00, 55, 497, 496, 1, 0, 55, 0.00, 0.00, 0.00
RF-501, Updown, 20, 4, 0.99, 0.90, 26, 526, 526, 0, 5, 21, 0.00, 0.19, 0.16
RF-501, Updown, 20, 5, 0.99, 0.95, 33, 519, 519, 0, 3, 30, 0.00, 0.09, 0.08
RF-501, Updown, 20, 6, 1.00, 1.00, 43, 509, 509, 0, 0, 43, 0.00, 0.00, 0.00
RF-501, Updown, 20, 7, 1.00, 0.97, 30, 522, 522, 0, 2, 28, 0.00, 0.07, 0.06
RF-501, Updown, 20, 8, 1.00, 0.98, 31, 521, 521, 0, 1, 30, 0.00, 0.03, 0.03
RF-501, Updown, 20, 9, 1.00, 1.00, 39, 513, 512, 1, 0, 39, 0.00, 0.00, 0.00
RF-501, Updown, 20, 10, 0.99, 0.96, 28, 524, 523, 1, 2, 26, 0.00, 0.07, 0.07
RF-501, Updown, 20, 11, 1.00, 1.00, 23, 529, 529, 0, 0, 23, 0.00, 0.00, 0.00
RF-501, Updown, 20, 12, 1.00, 1.00, 32, 520, 520, 0, 0, 32, 0.00, 0.00, 0.00
RF-501, Updown, 20, 13, 1.00, 0.98, 28, 524, 524, 0, 1, 27, 0.00, 0.04, 0.03
RF-501, Updown, 20, 14, 0.99, 0.94, 56, 496, 496, 0, 7, 49, 0.00, 0.12, 0.11
RF-501, Updown, 20, 15, 0.99, 0.97, 47, 505, 504, 1, 3, 44, 0.00, 0.06, 0.06
RF-501, Tilt, 20, 1, 1.00, 0.99, 50, 618, 617, 1, 1, 49, 0.00, 0.02, 0.02
RF-501, Tilt, 20, 2, 1.00, 1.00, 56, 612, 611, 1, 0, 56, 0.00, 0.00, 0.00
RF-501, Tilt, 20, 3, 1.00, 0.99, 55, 613, 613, 0, 1, 54, 0.00, 0.02, 0.02
RF-501, Tilt, 20, 4, 1.00, 1.00, 55, 613, 613, 0, 0, 55, 0.00, 0.00, 0.00
RF-501, Tilt, 20, 5, 0.99, 0.93, 37, 631, 630, 1, 5, 32, 0.00, 0.14, 0.12
RF-501, Tilt, 20, 6, 1.00, 0.98, 45, 623, 623, 0, 2, 43, 0.00, 0.04, 0.04
RF-501, Tilt, 20, 7, 1.00, 0.97, 36, 632, 632, 0, 2, 34, 0.00, 0.06, 0.05
RF-501, Tilt, 20, 8, 0.99, 0.94, 42, 626, 626, 0, 5, 37, 0.00, 0.12, 0.11
RF-501, Tilt, 20, 9, 0.99, 0.97, 46, 622, 621, 1, 3, 43, 0.00, 0.07, 0.06
RF-501, Tilt, 20, 10, 1.00, 0.99, 41, 627, 626, 1, 1, 40, 0.00, 0.02, 0.02
RF-501, Tilt, 20, 11, 1.00, 0.98, 28, 640, 640, 0, 1, 27, 0.00, 0.04, 0.03
RF-501, Tilt, 20, 12, 1.00, 1.00, 41, 627, 627, 0, 0, 41, 0.00, 0.00, 0.00
RF-501, Tilt, 20, 13, 1.00, 1.00, 34, 634, 634, 0, 0, 34, 0.00, 0.00, 0.00
RF-501, Tilt, 20, 14, 0.99, 0.97, 55, 613, 612, 1, 3, 52, 0.00, 0.05, 0.05
RF-501, Tilt, 20, 15, 0.99, 0.97, 47, 621, 620, 1, 3, 44, 0.00, 0.06, 0.06
RF-501, Triangle, 20, 1, 0.99, 0.94, 45, 711, 709, 2, 5, 40, 0.00, 0.11, 0.10
RF-501, Triangle, 20, 2, 1.00, 1.00, 57, 699, 699, 0, 0, 57, 0.00, 0.00, 0.00
RF-501, Triangle, 20, 3, 0.99, 0.93, 61, 695, 695, 0, 8, 53, 0.00, 0.13, 0.12
RF-501, Triangle, 20, 4, 0.99, 0.94, 66, 690, 687, 3, 7, 59, 0.00, 0.11, 0.10
RF-501, Triangle, 20, 5, 0.99, 0.95, 44, 712, 711, 1, 4, 40, 0.00, 0.09, 0.08
RF-501, Triangle, 20, 6, 1.00, 1.00, 43, 713, 713, 0, 0, 43, 0.00, 0.00, 0.00
RF-501, Triangle, 20, 7, 1.00, 0.98, 44, 712, 712, 0, 2, 42, 0.00, 0.05, 0.04
RF-501, Triangle, 20, 8, 1.00, 0.97, 49, 707, 707, 0, 3, 46, 0.00, 0.06, 0.06
RF-501, Triangle, 20, 9, 0.99, 0.94, 51, 705, 705, 0, 6, 45, 0.00, 0.12, 0.11
RF-501, Triangle, 20, 10, 1.00, 0.96, 42, 714, 714, 0, 3, 39, 0.00, 0.07, 0.07
RF-501, Triangle, 20, 11, 1.00, 1.00, 35, 721, 721, 0, 0, 35, 0.00, 0.00, 0.00
RF-501, Triangle, 20, 12, 1.00, 1.00, 41, 715, 715, 0, 0, 41, 0.00, 0.00, 0.00
RF-501, Triangle, 20, 13, 1.00, 1.00, 60, 696, 696, 0, 0, 60, 0.00, 0.00, 0.00
RF-501, Triangle, 20, 14, 1.00, 1.00, 48, 708, 707, 1, 0, 48, 0.00, 0.00, 0.00
RF-501, Triangle, 20, 15, 0.99, 0.96, 70, 686, 685, 1, 6, 64, 0.00, 0.09, 0.08
RF-501, Turn, 20, 1, 1.00, 0.98, 85, 590, 590, 0, 3, 82, 0.00, 0.04, 0.03
RF-501, Turn, 20, 2, 1.00, 0.99, 47, 628, 628, 0, 1, 46, 0.00, 0.02, 0.02
RF-501, Turn, 20, 3, 1.00, 0.98, 64, 611, 611, 0, 2, 62, 0.00, 0.03, 0.03
RF-501, Turn, 20, 4, 1.00, 0.99, 43, 632, 632, 0, 1, 42, 0.00, 0.02, 0.02
