ALGORITHM, GESTURE, # OF SELECTED FEATURES, PARTICIPANT_NO, ACCURACY, AUC, #ofPositiveInstance, #ofNegativeInstance, TN, FP, FN, TP, FAR, FRR, EER
RF-501, Turn, 10, 15, 0.99, 0.93, 38, 637, 637, 0, 5, 33, 0.00, 0.13, 0.12
RF-501, Square, 10, 1, 0.98, 0.95, 63, 753, 745, 8, 6, 57, 0.01, 0.10, 0.09
RF-501, Square, 10, 2, 1.00, 1.00, 58, 758, 758, 0, 0, 58, 0.00, 0.00, 0.00
RF-501, Square, 10, 3, 1.00, 0.97, 67, 749, 749, 0, 4, 63, 0.00, 0.06, 0.06
RF-501, Square, 10, 4, 1.00, 0.96, 39, 777, 776, 1, 3, 36, 0.00, 0.08, 0.07
RF-501, Square, 10, 5, 0.98, 0.88, 49, 767, 766, 1, 12, 37, 0.00, 0.24, 0.20
RF-501, Square, 10, 6, 1.00, 0.99, 55, 761, 761, 0, 1, 54, 0.00, 0.02, 0.02
RF-501, Square, 10, 7, 0.98, 0.87, 48, 768, 767, 1, 12, 36, 0.00, 0.25, 0.20
RF-501, Square, 10, 8, 0.99, 0.96, 57, 759, 754, 5, 4, 53, 0.01, 0.07, 0.07
RF-501, Square, 10, 9, 0.98, 0.86, 40, 776, 769, 7, 11, 29, 0.01, 0.28, 0.22
RF-501, Square, 10, 10, 0.99, 0.93, 42, 774, 773, 1, 6, 36, 0.00, 0.14, 0.13
RF-501, Square, 10, 11, 1.00, 1.00, 43, 773, 772, 1, 0, 43, 0.00, 0.00, 0.00
RF-501, Square, 10, 12, 1.00, 1.00, 57, 759, 759, 0, 0, 57, 0.00, 0.00, 0.00
RF-501, Square, 10, 13, 1.00, 1.00, 64, 752, 752, 0, 0, 64, 0.00, 0.00, 0.00
RF-501, Square, 10, 14, 0.99, 0.96, 61, 755, 753, 2, 5, 56, 0.00, 0.08, 0.08
RF-501, Square, 10, 15, 0.99, 0.92, 73, 743, 742, 1, 11, 62, 0.00, 0.15, 0.13
RF-501, Circle, 11, 1, 1.00, 0.96, 42, 570, 570, 0, 3, 39, 0.00, 0.07, 0.07
RF-501, Circle, 11, 2, 0.99, 0.96, 47, 565, 565, 0, 4, 43, 0.00, 0.09, 0.08
RF-501, Circle, 11, 3, 1.00, 0.97, 59, 553, 553, 0, 3, 56, 0.00, 0.05, 0.05
RF-501, Circle, 11, 4, 0.99, 0.94, 35, 577, 576, 1, 4, 31, 0.00, 0.11, 0.10
RF-501, Circle, 11, 5, 1.00, 0.97, 40, 572, 572, 0, 2, 38, 0.00, 0.05, 0.05
RF-501, Circle, 11, 6, 1.00, 0.99, 45, 567, 567, 0, 1, 44, 0.00, 0.02, 0.02
RF-501, Circle, 11, 7, 1.00, 1.00, 37, 575, 575, 0, 0, 37, 0.00, 0.00, 0.00
RF-501, Circle, 11, 8, 0.98, 0.90, 48, 564, 562, 2, 9, 39, 0.00, 0.19, 0.16
RF-501, Circle, 11, 9, 0.98, 0.87, 46, 566, 566, 0, 12, 34, 0.00, 0.26, 0.21
RF-501, Circle, 11, 10, 0.99, 0.92, 39, 573, 573, 0, 6, 33, 0.00, 0.15, 0.13
RF-501, Circle, 11, 11, 1.00, 0.97, 29, 583, 583, 0, 2, 27, 0.00, 0.07, 0.06
RF-501, Circle, 11, 12, 1.00, 1.00, 33, 579, 578, 1, 0, 33, 0.00, 0.00, 0.00
RF-501, Circle, 11, 13, 1.00, 1.00, 32, 580, 580, 0, 0, 32, 0.00, 0.00, 0.00
RF-501, Circle, 11, 14, 0.99, 0.97, 48, 564, 562, 2, 3, 45, 0.00, 0.06, 0.06
RF-501, Circle, 11, 15, 0.99, 0.94, 32, 580, 580, 0, 4, 28, 0.00, 0.12, 0.11
RF-501, Updown, 11, 1, 1.00, 1.00, 40, 512, 512, 0, 0, 40, 0.00, 0.00, 0.00
RF-501, Updown, 11, 2, 1.00, 1.00, 41, 511, 511, 0, 0, 41, 0.00, 0.00, 0.00
RF-501, Updown, 11, 3, 1.00, 1.00, 55, 497, 496, 1, 0, 55, 0.00, 0.00, 0.00
RF-501, Updown, 11, 4, 0.99, 0.94, 26, 526, 526, 0, 3, 23, 0.00, 0.12, 0.10
RF-501, Updown, 11, 5, 0.99, 0.95, 33, 519, 519, 0, 3, 30, 0.00, 0.09, 0.08
RF-501, Updown, 11, 6, 1.00, 0.98, 43, 509, 509, 0, 2, 41, 0.00, 0.05, 0.04
RF-501, Updown, 11, 7, 1.00, 0.98, 30, 522, 522, 0, 1, 29, 0.00, 0.03, 0.03
RF-501, Updown, 11, 8, 1.00, 0.98, 31, 521, 521, 0, 1, 30, 0.00, 0.03, 0.03
RF-501, Updown, 11, 9, 1.00, 1.00, 39, 513, 512, 1, 0, 39, 0.00, 0.00, 0.00
RF-501, Updown, 11, 10, 1.00, 0.98, 28, 524, 523, 1, 1, 27, 0.00, 0.04, 0.03
RF-501, Updown, 11, 11, 1.00, 1.00, 23, 529, 529, 0, 0, 23, 0.00, 0.00, 0.00
RF-501, Updown, 11, 12, 1.00, 1.00, 32, 520, 520, 0, 0, 32, 0.00, 0.00, 0.00
RF-501, Updown, 11, 13, 1.00, 1.00, 28, 524, 524, 0, 0, 28, 0.00, 0.00, 0.00
RF-501, Updown, 11, 14, 0.99, 0.94, 56, 496, 496, 0, 7, 49, 0.00, 0.12, 0.11
RF-501, Updown, 11, 15, 0.99, 0.96, 47, 505, 503, 2, 4, 43, 0.00, 0.09, 0.08
RF-501, Tilt, 11, 1, 1.00, 0.99, 50, 618, 618, 0, 1, 49, 0.00, 0.02, 0.02
RF-501, Tilt, 11, 2, 1.00, 1.00, 56, 612, 610, 2, 0, 56, 0.00, 0.00, 0.00
RF-501, Tilt, 11, 3, 1.00, 0.97, 55, 613, 613, 0, 3, 52, 0.00, 0.05, 0.05
RF-501, Tilt, 11, 4, 1.00, 1.00, 55, 613, 613, 0, 0, 55, 0.00, 0.00, 0.00
RF-501, Tilt, 11, 5, 0.99, 0.90, 37, 631, 629, 2, 7, 30, 0.00, 0.19, 0.16
RF-501, Tilt, 11, 6, 1.00, 0.98, 45, 623, 623, 0, 2, 43, 0.00, 0.04, 0.04
RF-501, Tilt, 11, 7, 1.00, 0.97, 36, 632, 632, 0, 2, 34, 0.00, 0.06, 0.05
RF-501, Tilt, 11, 8, 0.99, 0.94, 42, 626, 624, 2, 5, 37, 0.00, 0.12, 0.11
RF-501, Tilt, 11, 9, 0.99, 0.95, 46, 622, 619, 3, 4, 42, 0.00, 0.09, 0.08
RF-501, Tilt, 11, 10, 1.00, 0.99, 41, 627, 625, 2, 1, 40, 0.00, 0.02, 0.02
RF-501, Tilt, 11, 11, 1.00, 0.98, 28, 640, 640, 0, 1, 27, 0.00, 0.04, 0.03
RF-501, Tilt, 11, 12, 1.00, 1.00, 41, 627, 627, 0, 0, 41, 0.00, 0.00, 0.00
RF-501, Tilt, 11, 13, 1.00, 1.00, 34, 634, 634, 0, 0, 34, 0.00, 0.00, 0.00
RF-501, Tilt, 11, 14, 0.99, 0.96, 55, 613, 609, 4, 4, 51, 0.01, 0.07, 0.07
RF-501, Tilt, 11, 15, 0.99, 0.96, 47, 621, 620, 1, 4, 43, 0.00, 0.09, 0.08
RF-501, Triangle, 11, 1, 0.99, 0.95, 45, 711, 708, 3, 4, 41, 0.00, 0.09, 0.08
RF-501, Triangle, 11, 2, 1.00, 1.00, 57, 699, 699, 0, 0, 57, 0.00, 0.00, 0.00
RF-501, Triangle, 11, 3, 0.99, 0.95, 61, 695, 695, 0, 6, 55, 0.00, 0.10, 0.09
RF-501, Triangle, 11, 4, 0.98, 0.91, 66, 690, 687, 3, 12, 54, 0.00, 0.18, 0.15
RF-501, Triangle, 11, 5, 0.99, 0.93, 44, 712, 711, 1, 6, 38, 0.00, 0.14, 0.12
RF-501, Triangle, 11, 6, 1.00, 1.00, 43, 713, 713, 0, 0, 43, 0.00, 0.00, 0.00
RF-501, Triangle, 11, 7, 1.00, 0.99, 44, 712, 712, 0, 1, 43, 0.00, 0.02, 0.02
RF-501, Triangle, 11, 8, 1.00, 1.00, 49, 707, 707, 0, 0, 49, 0.00, 0.00, 0.00
RF-501, Triangle, 11, 9, 0.99, 0.94, 51, 705, 705, 0, 6, 45, 0.00, 0.12, 0.11
RF-501, Triangle, 11, 10, 0.99, 0.94, 42, 714, 714, 0, 5, 37, 0.00, 0.12, 0.11
RF-501, Triangle, 11, 11, 1.00, 1.00, 35, 721, 721, 0, 0, 35, 0.00, 0.00, 0.00
RF-501, Triangle, 11, 12, 1.00, 0.99, 41, 715, 715, 0, 1, 40, 0.00, 0.02, 0.02
RF-501, Triangle, 11, 13, 1.00, 1.00, 60, 696, 696, 0, 0, 60, 0.00, 0.00, 0.00
RF-501, Triangle, 11, 14, 1.00, 1.00, 48, 708, 706, 2, 0, 48, 0.00, 0.00, 0.00
RF-501, Triangle, 11, 15, 0.99, 0.96, 70, 686, 685, 1, 6, 64, 0.00, 0.09, 0.08
RF-501, Turn, 11, 1, 0.99, 0.97, 85, 590, 589, 1, 5, 80, 0.00, 0.06, 0.06
RF-501, Turn, 11, 2, 0.99, 0.91, 47, 628, 626, 2, 8, 39, 0.00, 0.17, 0.15
RF-501, Turn, 11, 3, 1.00, 0.99, 64, 611, 611, 0, 1, 63, 0.00, 0.02, 0.02
RF-501, Turn, 11, 4, 1.00, 0.99, 43, 632, 632, 0, 1, 42, 0.00, 0.02, 0.02
RF-501, Turn, 11, 5, 1.00, 0.96, 39, 636, 636, 0, 3, 36, 0.00, 0.08, 0.07
RF-501, Turn, 11, 6, 0.99, 0.95, 51, 624, 622, 2, 5, 46, 0.00, 0.10, 0.09
RF-501, Turn, 11, 7, 0.99, 0.92, 31, 644, 644, 0, 5, 26, 0.00, 0.16, 0.14
RF-501, Turn, 11, 8, 0.99, 0.95, 41, 634, 634, 0, 4, 37, 0.00, 0.10, 0.09
RF-501, Turn, 11, 9, 0.99, 0.94, 50, 625, 625, 0, 6, 44, 0.00, 0.12, 0.11
RF-501, Turn, 11, 10, 0.99, 0.95, 32, 643, 642, 1, 3, 29, 0.00, 0.09, 0.09
RF-501, Turn, 11, 11, 1.00, 1.00, 31, 644, 644, 0, 0, 31, 0.00, 0.00, 0.00
RF-501, Turn, 11, 12, 1.00, 0.99, 37, 638, 638, 0, 1, 36, 0.00, 0.03, 0.03
RF-501, Turn, 11, 13, 1.00, 1.00, 28, 647, 647, 0, 0, 28, 0.00, 0.00, 0.00
RF-501, Turn, 11, 14, 0.99, 0.96, 58, 617, 617, 0, 5, 53, 0.00, 0.09, 0.08
RF-501, Turn, 11, 15, 0.99, 0.95, 38, 637, 637, 0, 4, 34, 0.00, 0.11, 0.10
RF-501, Square, 11, 1, 0.98, 0.96, 63, 753, 745, 8, 5, 58, 0.01, 0.08, 0.07
RF-501, Square, 11, 2, 1.00, 1.00, 58, 758, 758, 0, 0, 58, 0.00, 0.00, 0.00
RF-501, Square, 11, 3, 1.00, 0.97, 67, 749, 749, 0, 4, 63, 0.00, 0.06, 0.06
RF-501, Square, 11, 4, 1.00, 0.96, 39, 777, 777, 0, 3, 36, 0.00, 0.08, 0.07
RF-501, Square, 11, 5, 0.98, 0.88, 49, 767, 766, 1, 12, 37, 0.00, 0.24, 0.20
RF-501, Square, 11, 6, 1.00, 0.99, 55, 761, 761, 0, 1, 54, 0.00, 0.02, 0.02
RF-501, Square, 11, 7, 0.98, 0.87, 48, 768, 767, 1, 12, 36, 0.00, 0.25, 0.20
RF-501, Square, 11, 8, 0.99, 0.98, 57, 759, 754, 5, 2, 55, 0.01, 0.04, 0.03
RF-501, Square, 11, 9, 0.98, 0.89, 40, 776, 768, 8, 8, 32, 0.01, 0.20, 0.17
RF-501, Square, 11, 10, 0.99, 0.93, 42, 774, 774, 0, 6, 36, 0.00, 0.14, 0.13
RF-501, Square, 11, 11, 1.00, 1.00, 43, 773, 772, 1, 0, 43, 0.00, 0.00, 0.00
RF-501, Square, 11, 12, 1.00, 1.00, 57, 759, 759, 0, 0, 57, 0.00, 0.00, 0.00
RF-501, Square, 11, 13, 1.00, 1.00, 64, 752, 752, 0, 0, 64, 0.00, 0.00, 0.00
RF-501, Square, 11, 14, 0.99, 0.96, 61, 755, 753, 2, 5, 56, 0.00, 0.08, 0.08
RF-501, Square, 11, 15, 0.99, 0.92, 73, 743, 742, 1, 11, 62, 0.00, 0.15, 0.13
RF-501, Circle, 12, 1, 1.00, 0.96, 42, 570, 570, 0, 3, 39, 0.00, 0.07, 0.07
RF-501, Circle, 12, 2, 0.99, 0.95, 47, 565, 565, 0, 5, 42, 0.00, 0.11, 0.10
RF-501, Circle, 12, 3, 0.99, 0.97, 59, 553, 552, 1, 3, 56, 0.00, 0.05, 0.05
RF-501, Circle, 12, 4, 0.99, 0.94, 35, 577, 576, 1, 4, 31, 0.00, 0.11, 0.10
RF-501, Circle, 12, 5, 0.99, 0.96, 40, 572, 571, 1, 3, 37, 0.00, 0.07, 0.07
RF-501, Circle, 12, 6, 1.00, 0.99, 45, 567, 567, 0, 1, 44, 0.00, 0.02, 0.02
RF-501, Circle, 12, 7, 1.00, 1.00, 37, 575, 575, 0, 0, 37, 0.00, 0.00, 0.00
RF-501, Circle, 12, 8, 0.98, 0.91, 48, 564, 562, 2, 8, 40, 0.00, 0.17, 0.14
RF-501, Circle, 12, 9, 0.98, 0.89, 46, 566, 566, 0, 10, 36, 0.00, 0.22, 0.18
RF-501, Circle, 12, 10, 0.99, 0.94, 39, 573, 573, 0, 5, 34, 0.00, 0.13, 0.11
RF-501, Circle, 12, 11, 1.00, 0.97, 29, 583, 583, 0, 2, 27, 0.00, 0.07, 0.06
RF-501, Circle, 12, 12, 1.00, 1.00, 33, 579, 578, 1, 0, 33, 0.00, 0.00, 0.00
RF-501, Circle, 12, 13, 1.00, 1.00, 32, 580, 580, 0, 0, 32, 0.00, 0.00, 0.00
RF-501, Circle, 12, 14, 0.99, 0.97, 48, 564, 562, 2, 3, 45, 0.00, 0.06, 0.06
RF-501, Circle, 12, 15, 0.99, 0.94, 32, 580, 580, 0, 4, 28, 0.00, 0.12, 0.11
RF-501, Updown, 12, 1, 1.00, 1.00, 40, 512, 512, 0, 0, 40, 0.00, 0.00, 0.00
RF-501, Updown, 12, 2, 1.00, 1.00, 41, 511, 511, 0, 0, 41, 0.00, 0.00, 0.00
RF-501, Updown, 12, 3, 1.00, 1.00, 55, 497, 496, 1, 0, 55, 0.00, 0.00, 0.00
RF-501, Updown, 12, 4, 0.99, 0.94, 26, 526, 526, 0, 3, 23, 0.00, 0.12, 0.10
RF-501, Updown, 12, 5, 0.99, 0.95, 33, 519, 519, 0, 3, 30, 0.00, 0.09, 0.08
RF-501, Updown, 12, 6, 1.00, 0.99, 43, 509, 509, 0, 1, 42, 0.00, 0.02, 0.02
RF-501, Updown, 12, 7, 1.00, 0.98, 30, 522, 522, 0, 1, 29, 0.00, 0.03, 0.03
RF-501, Updown, 12, 8, 1.00, 0.98, 31, 521, 521, 0, 1, 30, 0.00, 0.03, 0.03
RF-501, Updown, 12, 9, 1.00, 1.00, 39, 513, 512, 1, 0, 39, 0.00, 0.00, 0.00
RF-501, Updown, 12, 10, 1.00, 0.98, 28, 524, 523, 1, 1, 27, 0.00, 0.04, 0.03
RF-501, Updown, 12, 11, 1.00, 1.00, 23, 529, 529, 0, 0, 23, 0.00, 0.00, 0.00
RF-501, Updown, 12, 12, 1.00, 1.00, 32, 520, 520, 0, 0, 32, 0.00, 0.00, 0.00
RF-501, Updown, 12, 13, 1.00, 0.98, 28, 524, 524, 0, 1, 27, 0.00, 0.04, 0.03
RF-501, Updown, 12, 14, 0.99, 0.94, 56, 496, 496, 0, 7, 49, 0.00, 0.12, 0.11
RF-501, Updown, 12, 15, 0.99, 0.96, 47, 505, 504, 1, 4, 43, 0.00, 0.09, 0.08
RF-501, Tilt, 12, 1, 1.00, 0.99, 50, 618, 618, 0, 1, 49, 0.00, 0.02, 0.02
RF-501, Tilt, 12, 2, 1.00, 0.99, 56, 612, 611, 1, 1, 55, 0.00, 0.02, 0.02
RF-501, Tilt, 12, 3, 1.00, 0.97, 55, 613, 613, 0, 3, 52, 0.00, 0.05, 0.05
RF-501, Tilt, 12, 4, 1.00, 1.00, 55, 613, 613, 0, 0, 55, 0.00, 0.00, 0.00
RF-501, Tilt, 12, 5, 0.99, 0.93, 37, 631, 628, 3, 5, 32, 0.00, 0.14, 0.12
RF-501, Tilt, 12, 6, 1.00, 0.98, 45, 623, 623, 0, 2, 43, 0.00, 0.04, 0.04
RF-501, Tilt, 12, 7, 1.00, 0.96, 36, 632, 632, 0, 3, 33, 0.00, 0.08, 0.08
RF-501, Tilt, 12, 8, 0.99, 0.95, 42, 626, 625, 1, 4, 38, 0.00, 0.10, 0.09
RF-501, Tilt, 12, 9, 0.99, 0.98, 46, 622, 620, 2, 2, 44, 0.00, 0.04, 0.04
RF-501, Tilt, 12, 10, 0.99, 0.97, 41, 627, 625, 2, 2, 39, 0.00, 0.05, 0.05
RF-501, Tilt, 12, 11, 1.00, 0.98, 28, 640, 640, 0, 1, 27, 0.00, 0.04, 0.03
RF-501, Tilt, 12, 12, 1.00, 1.00, 41, 627, 627, 0, 0, 41, 0.00, 0.00, 0.00
RF-501, Tilt, 12, 13, 1.00, 1.00, 34, 634, 634, 0, 0, 34, 0.00, 0.00, 0.00
RF-501, Tilt, 12, 14, 0.99, 0.96, 55, 613, 609, 4, 4, 51, 0.01, 0.07, 0.07
RF-501, Tilt, 12, 15, 0.99, 0.95, 47, 621, 620, 1, 5, 42, 0.00, 0.11, 0.10
RF-501, Triangle, 12, 1, 0.99, 0.94, 45, 711, 707, 4, 5, 40, 0.01, 0.11, 0.10
RF-501, Triangle, 12, 2, 1.00, 1.00, 57, 699, 699, 0, 0, 57, 0.00, 0.00, 0.00
RF-501, Triangle, 12, 3, 0.99, 0.96, 61, 695, 695, 0, 5, 56, 0.00, 0.08, 0.08
RF-501, Triangle, 12, 4, 0.98, 0.91, 66, 690, 687, 3, 12, 54, 0.00, 0.18, 0.15
RF-501, Triangle, 12, 5, 0.99, 0.94, 44, 712, 711, 1, 5, 39, 0.00, 0.11, 0.10
RF-501, Triangle, 12, 6, 1.00, 1.00, 43, 713, 713, 0, 0, 43, 0.00, 0.00, 0.00
RF-501, Triangle, 12, 7, 1.00, 0.99, 44, 712, 712, 0, 1, 43, 0.00, 0.02, 0.02
RF-501, Triangle, 12, 8, 1.00, 0.98, 49, 707, 707, 0, 2, 47, 0.00, 0.04, 0.04
RF-501, Triangle, 12, 9, 0.99, 0.95, 51, 705, 705, 0, 5, 46, 0.00, 0.10, 0.09
RF-501, Triangle, 12, 10, 0.99, 0.94, 42, 714, 714, 0, 5, 37, 0.00, 0.12, 0.11
RF-501, Triangle, 12, 11, 1.00, 1.00, 35, 721, 721, 0, 0, 35, 0.00, 0.00, 0.00
RF-501, Triangle, 12, 12, 1.00, 1.00, 41, 715, 715, 0, 0, 41, 0.00, 0.00, 0.00
RF-501, Triangle, 12, 13, 1.00, 1.00, 60, 696, 696, 0, 0, 60, 0.00, 0.00, 0.00
RF-501, Triangle, 12, 14, 1.00, 1.00, 48, 708, 706, 2, 0, 48, 0.00, 0.00, 0.00
RF-501, Triangle, 12, 15, 0.99, 0.94, 70, 686, 685, 1, 8, 62, 0.00, 0.11, 0.10
RF-501, Turn, 12, 1, 0.99, 0.98, 85, 590, 589, 1, 4, 81, 0.00, 0.05, 0.05
RF-501, Turn, 12, 2, 0.99, 0.94, 47, 628, 627, 1, 6, 41, 0.00, 0.13, 0.11
RF-501, Turn, 12, 3, 1.00, 0.99, 64, 611, 611, 0, 1, 63, 0.00, 0.02, 0.02
RF-501, Turn, 12, 4, 1.00, 0.99, 43, 632, 632, 0, 1, 42, 0.00, 0.02, 0.02
RF-501, Turn, 12, 5, 1.00, 0.96, 39, 636, 636, 0, 3, 36, 0.00, 0.08, 0.07
RF-501, Turn, 12, 6, 0.99, 0.98, 51, 624, 621, 3, 2, 49, 0.00, 0.04, 0.04
RF-501, Turn, 12, 7, 0.99, 0.94, 31, 644, 644, 0, 4, 27, 0.00, 0.13, 0.11
RF-501, Turn, 12, 8, 0.99, 0.95, 41, 634, 634, 0, 4, 37, 0.00, 0.10, 0.09
RF-501, Turn, 12, 9, 0.99, 0.95, 50, 625, 625, 0, 5, 45, 0.00, 0.10, 0.09
RF-501, Turn, 12, 10, 0.99, 0.95, 32, 643, 642, 1, 3, 29, 0.00, 0.09, 0.09
RF-501, Turn, 12, 11, 1.00, 1.00, 31, 644, 644, 0, 0, 31, 0.00, 0.00, 0.00
RF-501, Turn, 12, 12, 1.00, 0.99, 37, 638, 638, 0, 1, 36, 0.00, 0.03, 0.03
RF-501, Turn, 12, 13, 1.00, 1.00, 28, 647, 647, 0, 0, 28, 0.00, 0.00, 0.00
RF-501, Turn, 12, 14, 0.99, 0.97, 58, 617, 617, 0, 4, 54, 0.00, 0.07, 0.06
RF-501, Turn, 12, 15, 1.00, 0.96, 38, 637, 637, 0, 3, 35, 0.00, 0.08, 0.07
RF-501, Square, 12, 1, 0.98, 0.95, 63, 753, 745, 8, 6, 57, 0.01, 0.10, 0.09
RF-501, Square, 12, 2, 1.00, 1.00, 58, 758, 758, 0, 0, 58, 0.00, 0.00, 0.00
RF-501, Square, 12, 3, 1.00, 0.99, 67, 749, 749, 0, 2, 65, 0.00, 0.03, 0.03
RF-501, Square, 12, 4, 0.99, 0.95, 39, 777, 776, 1, 4, 35, 0.00, 0.10, 0.09
RF-501, Square, 12, 5, 0.99, 0.89, 49, 767, 766, 1, 11, 38, 0.00, 0.22, 0.18
RF-501, Square, 12, 6, 1.00, 0.99, 55, 761, 761, 0, 1, 54, 0.00, 0.02, 0.02
RF-501, Square, 12, 7, 0.99, 0.88, 48, 768, 768, 0, 12, 36, 0.00, 0.25, 0.20
RF-501, Square, 12, 8, 1.00, 1.00, 57, 759, 758, 1, 0, 57, 0.00, 0.00, 0.00
RF-501, Square, 12, 9, 0.99, 0.94, 40, 776, 773, 3, 5, 35, 0.00, 0.12, 0.11
RF-501, Square, 12, 10, 0.99, 0.93, 42, 774, 774, 0, 6, 36, 0.00, 0.14, 0.13
RF-501, Square, 12, 11, 1.00, 1.00, 43, 773, 772, 1, 0, 43, 0.00, 0.00, 0.00
RF-501, Square, 12, 12, 1.00, 1.00, 57, 759, 759, 0, 0, 57, 0.00, 0.00, 0.00
RF-501, Square, 12, 13, 1.00, 1.00, 64, 752, 752, 0, 0, 64, 0.00, 0.00, 0.00
RF-501, Square, 12, 14, 0.99, 0.96, 61, 755, 754, 1, 5, 56, 0.00, 0.08, 0.08
RF-501, Square, 12, 15, 0.99, 0.93, 73, 743, 743, 0, 10, 63, 0.00, 0.14, 0.12
RF-501, Circle, 13, 1, 0.99, 0.94, 42, 570, 570, 0, 5, 37, 0.00, 0.12, 0.11
RF-501, Circle, 13, 2, 1.00, 1.00, 47, 565, 565, 0, 0, 47, 0.00, 0.00, 0.00
RF-501, Circle, 13, 3, 0.99, 0.97, 59, 553, 552, 1, 3, 56, 0.00, 0.05, 0.05
RF-501, Circle, 13, 4, 0.99, 0.96, 35, 577, 576, 1, 3, 32, 0.00, 0.09, 0.08
RF-501, Circle, 13, 5, 0.99, 0.96, 40, 572, 571, 1, 3, 37, 0.00, 0.07, 0.07
RF-501, Circle, 13, 6, 1.00, 0.99, 45, 567, 567, 0, 1, 44, 0.00, 0.02, 0.02
RF-501, Circle, 13, 7, 1.00, 1.00, 37, 575, 575, 0, 0, 37, 0.00, 0.00, 0.00
RF-501, Circle, 13, 8, 0.98, 0.90, 48, 564, 562, 2, 9, 39, 0.00, 0.19, 0.16
RF-501, Circle, 13, 9, 0.98, 0.89, 46, 566, 566, 0, 10, 36, 0.00, 0.22, 0.18
RF-501, Circle, 13, 10, 0.99, 0.92, 39, 573, 573, 0, 6, 33, 0.00, 0.15, 0.13
RF-501, Circle, 13, 11, 1.00, 0.97, 29, 583, 583, 0, 2, 27, 0.00, 0.07, 0.06
RF-501, Circle, 13, 12, 1.00, 1.00, 33, 579, 578, 1, 0, 33, 0.00, 0.00, 0.00
RF-501, Circle, 13, 13, 1.00, 1.00, 32, 580, 580, 0, 0, 32, 0.00, 0.00, 0.00
RF-501, Circle, 13, 14, 0.99, 0.97, 48, 564, 562, 2, 3, 45, 0.00, 0.06, 0.06
RF-501, Circle, 13, 15, 1.00, 0.95, 32, 580, 580, 0, 3, 29, 0.00, 0.09, 0.09
RF-501, Updown, 13, 1, 1.00, 1.00, 40, 512, 512, 0, 0, 40, 0.00, 0.00, 0.00
RF-501, Updown, 13, 2, 1.00, 1.00, 41, 511, 511, 0, 0, 41, 0.00, 0.00, 0.00
RF-501, Updown, 13, 3, 1.00, 1.00, 55, 497, 496, 1, 0, 55, 0.00, 0.00, 0.00
RF-501, Updown, 13, 4, 0.99, 0.92, 26, 526, 526, 0, 4, 22, 0.00, 0.15, 0.13
RF-501, Updown, 13, 5, 0.99, 0.95, 33, 519, 519, 0, 3, 30, 0.00, 0.09, 0.08
RF-501, Updown, 13, 6, 1.00, 0.99, 43, 509, 509, 0, 1, 42, 0.00, 0.02, 0.02
RF-501, Updown, 13, 7, 1.00, 1.00, 30, 522, 522, 0, 0, 30, 0.00, 0.00, 0.00
RF-501, Updown, 13, 8, 1.00, 0.98, 31, 521, 521, 0, 1, 30, 0.00, 0.03, 0.03
RF-501, Updown, 13, 9, 1.00, 1.00, 39, 513, 512, 1, 0, 39, 0.00, 0.00, 0.00
RF-501, Updown, 13, 10, 0.99, 0.96, 28, 524, 523, 1, 2, 26, 0.00, 0.07, 0.07
RF-501, Updown, 13, 11, 1.00, 1.00, 23, 529, 529, 0, 0, 23, 0.00, 0.00, 0.00
RF-501, Updown, 13, 12, 1.00, 1.00, 32, 520, 520, 0, 0, 32, 0.00, 0.00, 0.00
RF-501, Updown, 13, 13, 1.00, 0.98, 28, 524, 524, 0, 1, 27, 0.00, 0.04, 0.03
RF-501, Updown, 13, 14, 0.99, 0.95, 56, 496, 496, 0, 6, 50, 0.00, 0.11, 0.10
RF-501, Updown, 13, 15, 0.99, 0.95, 47, 505, 505, 0, 5, 42, 0.00, 0.11, 0.10
RF-501, Tilt, 13, 1, 1.00, 0.99, 50, 618, 618, 0, 1, 49, 0.00, 0.02, 0.02
RF-501, Tilt, 13, 2, 1.00, 1.00, 56, 612, 611, 1, 0, 56, 0.00, 0.00, 0.00
RF-501, Tilt, 13, 3, 1.00, 0.98, 55, 613, 613, 0, 2, 53, 0.00, 0.04, 0.04
RF-501, Tilt, 13, 4, 1.00, 1.00, 55, 613, 613, 0, 0, 55, 0.00, 0.00, 0.00
RF-501, Tilt, 13, 5, 0.99, 0.93, 37, 631, 629, 2, 5, 32, 0.00, 0.14, 0.12
RF-501, Tilt, 13, 6, 1.00, 0.98, 45, 623, 623, 0, 2, 43, 0.00, 0.04, 0.04
RF-501, Tilt, 13, 7, 1.00, 0.97, 36, 632, 632, 0, 2, 34, 0.00, 0.06, 0.05
RF-501, Tilt, 13, 8, 0.99, 0.95, 42, 626, 625, 1, 4, 38, 0.00, 0.10, 0.09
RF-501, Tilt, 13, 9, 0.99, 0.97, 46, 622, 620, 2, 3, 43, 0.00, 0.07, 0.06
RF-501, Tilt, 13, 10, 1.00, 0.99, 41, 627, 625, 2, 1, 40, 0.00, 0.02, 0.02
RF-501, Tilt, 13, 11, 1.00, 0.98, 28, 640, 640, 0, 1, 27, 0.00, 0.04, 0.03
RF-501, Tilt, 13, 12, 1.00, 1.00, 41, 627, 627, 0, 0, 41, 0.00, 0.00, 0.00
RF-501, Tilt, 13, 13, 1.00, 1.00, 34, 634, 634, 0, 0, 34, 0.00, 0.00, 0.00
