0:55,-1.006762,9.027337,-1.613692,0.645237,11.122264,3.871424,0.007770218181818172,9.747295563636364,1.0992215818181819,-1.33241,-0.995051,-0.268185,0.105358,0.179854,0.353323,-0.4956773636363636,-0.14231594545454546,-0.013989672727272725,21.438999,-57.570999,-14.693,24.438,-52.324001,5.697,22.818545290909086,-55.357781890909095,-3.5954545454545452,0.308231,0.434181,0.591536,0.368997,0.62168,0.682462,0.3397345818181819,0.5370661999999999,0.6391776181818181
55:110,-0.938527,8.674192,-0.729034,0.86311,11.608287,3.767276,0.13699187272727278,9.655728199999999,2.5389638181818177,0.005321,-1.241951,-0.668333,1.529292,0.349066,-0.15112,0.3834500181818182,-0.42180078181818176,-0.32605920000000005,16.492001,-55.021999,-21.889,22.938999,-50.224998,-9.145,19.002363690909096,-51.852327218181806,-17.41038178181818,0.372446,0.330526,0.395496,0.554186,0.44881,0.650283,0.47163418181818173,0.3795450727272727,0.5080367090909091
110:165,-1.835156,9.442731,-2.302025,-0.268151,10.66976,-0.424971,-1.1711781818181815,9.858473545454546,-1.3894857999999999,-0.264992,-0.080881,-0.408662,0.526791,1.651677,0.046826,0.04899316363636363,0.6989830363636363,-0.12470783636363635,22.489,-56.071999,-8.996,27.285999,-54.123001,9.295,24.77850896363636,-55.101472818181804,-0.779618181818182,0.42398,0.449812,0.346648,0.574901,0.653698,0.49471,0.5155851818181819,0.5294899454545454,0.4153106545454545
165:220,-1.716643,9.578004,-1.897405,0.454898,10.472238,2.570175,-0.9879999272727273,9.832355018181817,1.3138508,-0.967381,-1.405841,-0.138349,0.086202,0.216038,0.207524,-0.42294241818181816,-0.2261962727272727,0.06547892727272726,22.639,-55.021999,-10.645,26.987,-52.773998,7.946,25.708145472727264,-53.72480034545454,-3.235709090909091,0.327399,0.467064,0.491372,0.422311,0.651894,0.619818,0.3652890545454545,0.5478261818181818,0.5749435090909091
220:275,-1.186327,9.467871,-1.414973,0.588974,10.563218,3.04303,-0.12904747272727274,9.889881145454542,1.807012727272727,-0.028734,-1.709146,-0.376736,1.017399,0.253286,-0.011706,0.3823857636363636,-0.4426789454545455,-0.23827038181818178,17.691,-56.222,-19.34,22.639,-51.574001,-5.547,20.021854745454547,-53.1334366,-14.597309145454545,0.425658,0.334292,0.349168,0.587915,0.464883,0.592141,0.5122746545454545,0.3837738545454545,0.4528163636363636
275:330,-1.540669,9.424775,-2.458845,0.063446,10.168175,-0.967257,-0.7927637090909091,9.86001890909091,-1.6762677272727273,-0.307561,0.00745,-0.210717,0.518278,1.643164,0.091523,-0.05706178181818183,0.6458880181818182,-0.04874154545454546,22.339001,-56.972,-4.798,25.037001,-55.472,7.346,23.80810923636363,-56.208363927272735,1.4064727272727275,0.432706,0.471272,0.336689,0.596156,0.625427,0.526391,0.5239098727272727,0.5504556181818182,0.42317701818181824
330:385,-0.782904,9.613916,-1.136049,0.597353,10.205284,3.104082,-0.28756539999999986,9.829525454545456,1.8388992000000002,-1.282391,-1.743201,-0.343745,0.113872,0.07556,0.07556,-0.3738912727272726,-0.4685880181818182,-0.08703427272727272,20.690001,-56.972,-15.142,24.587999,-52.773998,6.447,23.377381799999995,-54.53180023636363,-5.806163636363636,0.33597,0.391365,0.528142,0.46435,0.613932,0.636607,0.38255767272727276,0.5112785454545454,0.5952874181818183
385:440,-1.474828,9.460688,-1.869871,0.016759,10.79785,3.089717,-0.5632250363636363,9.84920149090909,0.5301850727272727,-0.101101,-1.45586,-0.359708,1.320703,0.621508,-0.008514,0.42226516363636357,-0.09092341818181818,-0.1876325636363637,18.591,-56.672001,-18.291,22.938999,-51.574001,-2.549,20.703418272727273,-54.286545381818186,-11.110799854545457,0.4679,0.351173,0.344372,0.603033,0.495539,0.523492,0.5444257272727273,0.4153781818181818,0.4069418545454546
440:495,-1.442507,9.496601,-2.671929,0.318429,10.455479,2.408567,-0.48759001818181813,9.92840607272727,-0.8119390363636366,-0.975895,-0.205395,-0.304368,0.041505,1.875165,0.061725,-0.4275475818181818,0.5566091454545454,-0.05926765454545455,23.087999,-56.972,-6.147,25.187,-54.723,8.546,24.296090890909095,-56.15110887272727,2.5241818181818183,0.391781,0.48695,0.359638,0.574622,0.598122,0.586069,0.4644866727272728,0.5525838909090909,0.49940496363636355
495:550,-0.584185,9.299079,1.923741,0.97444,10.102334,4.082114,0.1046701090909091,9.675164800000001,3.0712383818181825,-0.616186,-1.975202,-0.427819,0.510828,0.114936,0.069175,-0.042259400000000016,-0.6817232909090908,-0.19721061818181815,17.240999,-54.423,-20.84,23.837999,-50.224998,-7.046,20.673181763636364,-52.3675273090909,-14.619054745454546,0.372293,0.283461,0.387404,0.527572,0.482351,0.604384,0.4466151090909091,0.37589238181818196,0.5178726363636365
