ALGORITHM, GESTURE, # OF SELECTED SENSORS, PARTICIPANT_NO, ACCURACY, AUC, #ofPositiveInstance, #ofNegativeInstance, TN, FP, FN, TP, FAR, FRR, EER
RF-501, Triangle, RotVec, 3, 0.98, 0.87, 16, 211, 210, 1, 4, 12, 0.00, 0.25, 0.20
RF-501, Triangle, RotVec, 4, 0.99, 0.97, 18, 209, 207, 2, 1, 17, 0.01, 0.06, 0.05
RF-501, Triangle, RotVec, 5, 0.99, 0.92, 13, 214, 214, 0, 2, 11, 0.00, 0.15, 0.13
RF-501, Triangle, RotVec, 6, 0.96, 0.76, 13, 214, 212, 2, 6, 7, 0.01, 0.46, 0.32
RF-501, Triangle, RotVec, 7, 1.00, 1.00, 18, 209, 209, 0, 0, 18, 0.00, 0.00, 0.00
RF-501, Triangle, RotVec, 8, 0.99, 0.93, 14, 213, 212, 1, 2, 12, 0.00, 0.14, 0.13
RF-501, Triangle, RotVec, 9, 0.98, 0.85, 17, 210, 210, 0, 5, 12, 0.00, 0.29, 0.23
RF-501, Triangle, RotVec, 10, 0.98, 0.84, 16, 211, 211, 0, 5, 11, 0.00, 0.31, 0.24
RF-501, Triangle, RotVec, 11, 1.00, 1.00, 7, 220, 220, 0, 0, 7, 0.00, 0.00, 0.00
RF-501, Triangle, RotVec, 12, 1.00, 1.00, 10, 217, 217, 0, 0, 10, 0.00, 0.00, 0.00
RF-501, Triangle, RotVec, 13, 1.00, 1.00, 21, 206, 206, 0, 0, 21, 0.00, 0.00, 0.00
RF-501, Triangle, RotVec, 14, 1.00, 1.00, 9, 218, 218, 0, 0, 9, 0.00, 0.00, 0.00
RF-501, Triangle, RotVec, 15, 0.97, 0.82, 14, 213, 211, 2, 5, 9, 0.01, 0.36, 0.26
RF-501, Turn, RotVec, 1, 1.00, 1.00, 35, 168, 167, 1, 0, 35, 0.01, 0.00, 0.01
RF-501, Turn, RotVec, 2, 0.99, 0.92, 12, 191, 191, 0, 2, 10, 0.00, 0.17, 0.14
RF-501, Turn, RotVec, 3, 0.97, 0.82, 19, 184, 184, 0, 7, 12, 0.00, 0.37, 0.27
RF-501, Turn, RotVec, 4, 1.00, 1.00, 15, 188, 188, 0, 0, 15, 0.00, 0.00, 0.00
RF-501, Turn, RotVec, 5, 0.99, 0.88, 12, 191, 191, 0, 3, 9, 0.00, 0.25, 0.20
RF-501, Turn, RotVec, 6, 0.99, 0.91, 16, 187, 187, 0, 3, 13, 0.00, 0.19, 0.16
RF-501, Turn, RotVec, 7, 0.99, 0.89, 9, 194, 194, 0, 2, 7, 0.00, 0.22, 0.18
RF-501, Turn, RotVec, 8, 1.00, 0.95, 10, 193, 193, 0, 1, 9, 0.00, 0.10, 0.09
RF-501, Turn, RotVec, 9, 0.99, 0.99, 8, 195, 193, 2, 0, 8, 0.01, 0.00, 0.01
RF-501, Turn, RotVec, 10, 0.99, 0.86, 7, 196, 196, 0, 2, 5, 0.00, 0.29, 0.22
RF-501, Turn, RotVec, 11, 1.00, 1.00, 8, 195, 195, 0, 0, 8, 0.00, 0.00, 0.00
RF-501, Turn, RotVec, 12, 1.00, 1.00, 14, 189, 189, 0, 0, 14, 0.00, 0.00, 0.00
RF-501, Turn, RotVec, 13, 1.00, 1.00, 5, 198, 198, 0, 0, 5, 0.00, 0.00, 0.00
RF-501, Turn, RotVec, 14, 0.98, 0.89, 19, 184, 184, 0, 4, 15, 0.00, 0.21, 0.17
RF-501, Turn, RotVec, 15, 0.99, 0.93, 14, 189, 189, 0, 2, 12, 0.00, 0.14, 0.13
RF-501, Square, RotVec, 1, 0.98, 0.90, 16, 229, 227, 2, 3, 13, 0.01, 0.19, 0.16
RF-501, Square, RotVec, 2, 1.00, 1.00, 24, 221, 221, 0, 0, 24, 0.00, 0.00, 0.00
RF-501, Square, RotVec, 3, 0.99, 0.94, 16, 229, 228, 1, 2, 14, 0.00, 0.12, 0.11
RF-501, Square, RotVec, 4, 0.97, 0.73, 15, 230, 230, 0, 8, 7, 0.00, 0.53, 0.35
RF-501, Square, RotVec, 5, 0.99, 0.92, 13, 232, 231, 1, 2, 11, 0.00, 0.15, 0.13
RF-501, Square, RotVec, 6, 0.98, 0.83, 15, 230, 229, 1, 5, 10, 0.00, 0.33, 0.25
RF-501, Square, RotVec, 7, 0.96, 0.82, 17, 228, 225, 3, 6, 11, 0.01, 0.35, 0.26
RF-501, Square, RotVec, 8, 0.97, 0.87, 20, 225, 223, 2, 5, 15, 0.01, 0.25, 0.20
RF-501, Square, RotVec, 9, 0.98, 0.87, 12, 233, 231, 2, 3, 9, 0.01, 0.25, 0.20
RF-501, Square, RotVec, 10, 1.00, 1.00, 11, 234, 234, 0, 0, 11, 0.00, 0.00, 0.00
RF-501, Square, RotVec, 11, 1.00, 1.00, 15, 230, 230, 0, 0, 15, 0.00, 0.00, 0.00
RF-501, Square, RotVec, 12, 1.00, 1.00, 17, 228, 228, 0, 0, 17, 0.00, 0.00, 0.00
RF-501, Square, RotVec, 13, 1.00, 1.00, 20, 225, 225, 0, 0, 20, 0.00, 0.00, 0.00
RF-501, Square, RotVec, 14, 0.98, 0.88, 13, 232, 229, 3, 3, 10, 0.01, 0.23, 0.19
RF-501, Square, RotVec, 15, 0.96, 0.79, 21, 224, 224, 0, 9, 12, 0.00, 0.43, 0.30
RF-501, Circle, MagField, 1, 0.93, 0.63, 15, 169, 167, 2, 11, 4, 0.01, 0.73, 0.43
RF-501, Circle, MagField, 2, 0.99, 0.95, 19, 165, 165, 0, 2, 17, 0.00, 0.11, 0.10
RF-501, Circle, MagField, 3, 0.96, 0.85, 17, 167, 165, 2, 5, 12, 0.01, 0.29, 0.23
RF-501, Circle, MagField, 4, 0.97, 0.73, 11, 173, 173, 0, 6, 5, 0.00, 0.55, 0.35
RF-501, Circle, MagField, 5, 0.99, 0.96, 12, 172, 171, 1, 1, 11, 0.01, 0.08, 0.08
RF-501, Circle, MagField, 6, 0.98, 0.88, 16, 168, 168, 0, 4, 12, 0.00, 0.25, 0.20
RF-501, Circle, MagField, 7, 0.97, 0.82, 14, 170, 170, 0, 5, 9, 0.00, 0.36, 0.26
RF-501, Circle, MagField, 8, 0.99, 0.89, 9, 175, 175, 0, 2, 7, 0.00, 0.22, 0.18
RF-501, Circle, MagField, 9, 0.95, 0.76, 17, 167, 166, 1, 8, 9, 0.01, 0.47, 0.32
RF-501, Circle, MagField, 10, 0.99, 0.88, 8, 176, 176, 0, 2, 6, 0.00, 0.25, 0.20
RF-501, Circle, MagField, 11, 1.00, 1.00, 3, 181, 181, 0, 0, 3, 0.00, 0.00, 0.00
RF-501, Circle, MagField, 12, 0.99, 1.00, 8, 176, 175, 1, 0, 8, 0.01, 0.00, 0.01
RF-501, Circle, MagField, 13, 1.00, 1.00, 8, 176, 176, 0, 0, 8, 0.00, 0.00, 0.00
RF-501, Circle, MagField, 14, 0.98, 0.93, 16, 168, 166, 2, 2, 14, 0.01, 0.12, 0.11
RF-501, Circle, MagField, 15, 0.98, 0.86, 11, 173, 172, 1, 3, 8, 0.01, 0.27, 0.22
RF-501, Updown, MagField, 1, 0.99, 0.96, 14, 152, 152, 0, 1, 13, 0.00, 0.07, 0.07
RF-501, Updown, MagField, 2, 0.99, 0.97, 15, 151, 151, 0, 1, 14, 0.00, 0.07, 0.06
RF-501, Updown, MagField, 3, 0.99, 1.00, 15, 151, 150, 1, 0, 15, 0.01, 0.00, 0.01
RF-501, Updown, MagField, 4, 1.00, 1.00, 8, 158, 158, 0, 0, 8, 0.00, 0.00, 0.00
RF-501, Updown, MagField, 5, 1.00, 1.00, 10, 156, 156, 0, 0, 10, 0.00, 0.00, 0.00
RF-501, Updown, MagField, 6, 0.99, 0.96, 13, 153, 153, 0, 1, 12, 0.00, 0.08, 0.07
RF-501, Updown, MagField, 7, 0.99, 0.92, 6, 160, 160, 0, 1, 5, 0.00, 0.17, 0.14
RF-501, Updown, MagField, 8, 1.00, 1.00, 7, 159, 159, 0, 0, 7, 0.00, 0.00, 0.00
RF-501, Updown, MagField, 9, 1.00, 1.00, 14, 152, 152, 0, 0, 14, 0.00, 0.00, 0.00
RF-501, Updown, MagField, 10, 0.99, 0.90, 10, 156, 156, 0, 2, 8, 0.00, 0.20, 0.17
RF-501, Updown, MagField, 11, 1.00, 1.00, 13, 153, 153, 0, 0, 13, 0.00, 0.00, 0.00
RF-501, Updown, MagField, 12, 0.98, 0.80, 5, 161, 160, 1, 2, 3, 0.01, 0.40, 0.29
RF-501, Updown, MagField, 13, 1.00, 1.00, 2, 164, 164, 0, 0, 2, 0.00, 0.00, 0.00
RF-501, Updown, MagField, 14, 0.99, 1.00, 15, 151, 150, 1, 0, 15, 0.01, 0.00, 0.01
RF-501, Updown, MagField, 15, 0.98, 0.92, 19, 147, 147, 0, 3, 16, 0.00, 0.16, 0.14
RF-501, Tilt, MagField, 1, 1.00, 0.97, 16, 185, 185, 0, 1, 15, 0.00, 0.06, 0.06
RF-501, Tilt, MagField, 2, 1.00, 1.00, 25, 176, 176, 0, 0, 25, 0.00, 0.00, 0.00
RF-501, Tilt, MagField, 3, 1.00, 1.00, 16, 185, 185, 0, 0, 16, 0.00, 0.00, 0.00
RF-501, Tilt, MagField, 4, 1.00, 1.00, 18, 183, 183, 0, 0, 18, 0.00, 0.00, 0.00
RF-501, Tilt, MagField, 5, 0.99, 0.99, 7, 194, 192, 2, 0, 7, 0.01, 0.00, 0.01
RF-501, Tilt, MagField, 6, 0.99, 0.90, 10, 191, 191, 0, 2, 8, 0.00, 0.20, 0.17
RF-501, Tilt, MagField, 7, 1.00, 0.96, 12, 189, 189, 0, 1, 11, 0.00, 0.08, 0.08
RF-501, Tilt, MagField, 8, 0.97, 0.78, 16, 185, 185, 0, 7, 9, 0.00, 0.44, 0.30
RF-501, Tilt, MagField, 9, 0.98, 0.94, 9, 192, 189, 3, 1, 8, 0.02, 0.11, 0.10
RF-501, Tilt, MagField, 10, 1.00, 1.00, 8, 193, 193, 0, 0, 8, 0.00, 0.00, 0.00
RF-501, Tilt, MagField, 11, 1.00, 0.95, 10, 191, 191, 0, 1, 9, 0.00, 0.10, 0.09
RF-501, Tilt, MagField, 12, 1.00, 1.00, 10, 191, 190, 1, 0, 10, 0.01, 0.00, 0.01
RF-501, Tilt, MagField, 13, 1.00, 1.00, 10, 191, 191, 0, 0, 10, 0.00, 0.00, 0.00
RF-501, Tilt, MagField, 14, 1.00, 0.97, 17, 184, 184, 0, 1, 16, 0.00, 0.06, 0.06
RF-501, Tilt, MagField, 15, 1.00, 1.00, 17, 184, 184, 0, 0, 17, 0.00, 0.00, 0.00
RF-501, Triangle, MagField, 1, 0.98, 0.86, 15, 212, 211, 1, 4, 11, 0.00, 0.27, 0.21
RF-501, Triangle, MagField, 2, 0.99, 0.96, 26, 201, 201, 0, 2, 24, 0.00, 0.08, 0.07
RF-501, Triangle, MagField, 3, 1.00, 0.97, 16, 211, 211, 0, 1, 15, 0.00, 0.06, 0.06
RF-501, Triangle, MagField, 4, 1.00, 0.97, 18, 209, 209, 0, 1, 17, 0.00, 0.06, 0.05
RF-501, Triangle, MagField, 5, 0.99, 0.88, 13, 214, 214, 0, 3, 10, 0.00, 0.23, 0.19
RF-501, Triangle, MagField, 6, 1.00, 1.00, 13, 214, 213, 1, 0, 13, 0.00, 0.00, 0.00
RF-501, Triangle, MagField, 7, 0.99, 0.94, 18, 209, 209, 0, 2, 16, 0.00, 0.11, 0.10
RF-501, Triangle, MagField, 8, 0.99, 0.93, 14, 213, 212, 1, 2, 12, 0.00, 0.14, 0.13
RF-501, Triangle, MagField, 9, 1.00, 0.97, 17, 210, 210, 0, 1, 16, 0.00, 0.06, 0.06
RF-501, Triangle, MagField, 10, 0.97, 0.81, 16, 211, 211, 0, 6, 10, 0.00, 0.38, 0.27
RF-501, Triangle, MagField, 11, 1.00, 1.00, 7, 220, 220, 0, 0, 7, 0.00, 0.00, 0.00
RF-501, Triangle, MagField, 12, 0.99, 0.95, 10, 217, 216, 1, 1, 9, 0.00, 0.10, 0.09
RF-501, Triangle, MagField, 13, 1.00, 0.98, 21, 206, 206, 0, 1, 20, 0.00, 0.05, 0.05
RF-501, Triangle, MagField, 14, 1.00, 1.00, 9, 218, 218, 0, 0, 9, 0.00, 0.00, 0.00
RF-501, Triangle, MagField, 15, 0.98, 0.86, 14, 213, 213, 0, 4, 10, 0.00, 0.29, 0.22
RF-501, Turn, MagField, 1, 0.98, 0.95, 35, 168, 167, 1, 3, 32, 0.01, 0.09, 0.08
RF-501, Turn, MagField, 2, 0.99, 0.92, 12, 191, 191, 0, 2, 10, 0.00, 0.17, 0.14
RF-501, Turn, MagField, 3, 1.00, 0.97, 19, 184, 184, 0, 1, 18, 0.00, 0.05, 0.05
RF-501, Turn, MagField, 4, 1.00, 1.00, 15, 188, 187, 1, 0, 15, 0.01, 0.00, 0.01
RF-501, Turn, MagField, 5, 1.00, 0.96, 12, 191, 191, 0, 1, 11, 0.00, 0.08, 0.08
RF-501, Turn, MagField, 6, 0.97, 0.84, 16, 187, 186, 1, 5, 11, 0.01, 0.31, 0.24
RF-501, Turn, MagField, 7, 0.99, 0.89, 9, 194, 194, 0, 2, 7, 0.00, 0.22, 0.18
RF-501, Turn, MagField, 8, 1.00, 1.00, 10, 193, 193, 0, 0, 10, 0.00, 0.00, 0.00
RF-501, Turn, MagField, 9, 1.00, 1.00, 8, 195, 194, 1, 0, 8, 0.01, 0.00, 0.01
RF-501, Turn, MagField, 10, 0.99, 0.99, 7, 196, 194, 2, 0, 7, 0.01, 0.00, 0.01
RF-501, Turn, MagField, 11, 1.00, 1.00, 8, 195, 195, 0, 0, 8, 0.00, 0.00, 0.00
RF-501, Turn, MagField, 12, 0.98, 0.92, 14, 189, 187, 2, 2, 12, 0.01, 0.14, 0.13
RF-501, Turn, MagField, 13, 1.00, 1.00, 5, 198, 198, 0, 0, 5, 0.00, 0.00, 0.00
RF-501, Turn, MagField, 14, 0.99, 0.95, 19, 184, 184, 0, 2, 17, 0.00, 0.11, 0.10
RF-501, Turn, MagField, 15, 0.98, 0.86, 14, 189, 189, 0, 4, 10, 0.00, 0.29, 0.22
RF-501, Square, MagField, 1, 0.97, 0.87, 16, 229, 226, 3, 4, 12, 0.01, 0.25, 0.20
RF-501, Square, MagField, 2, 1.00, 1.00, 24, 221, 221, 0, 0, 24, 0.00, 0.00, 0.00
RF-501, Square, MagField, 3, 1.00, 1.00, 16, 229, 229, 0, 0, 16, 0.00, 0.00, 0.00
RF-501, Square, MagField, 4, 0.98, 0.83, 15, 230, 230, 0, 5, 10, 0.00, 0.33, 0.25
RF-501, Square, MagField, 5, 0.99, 0.92, 13, 232, 231, 1, 2, 11, 0.00, 0.15, 0.13
RF-501, Square, MagField, 6, 0.99, 0.93, 15, 230, 230, 0, 2, 13, 0.00, 0.13, 0.12
RF-501, Square, MagField, 7, 0.98, 0.88, 17, 228, 228, 0, 4, 13, 0.00, 0.24, 0.19
RF-501, Square, MagField, 8, 0.98, 0.94, 20, 225, 222, 3, 2, 18, 0.01, 0.10, 0.09
RF-501, Square, MagField, 9, 0.98, 0.87, 12, 233, 232, 1, 3, 9, 0.00, 0.25, 0.20
RF-501, Square, MagField, 10, 0.99, 0.91, 11, 234, 234, 0, 2, 9, 0.00, 0.18, 0.15
RF-501, Square, MagField, 11, 1.00, 1.00, 15, 230, 230, 0, 0, 15, 0.00, 0.00, 0.00
RF-501, Square, MagField, 12, 1.00, 1.00, 17, 228, 228, 0, 0, 17, 0.00, 0.00, 0.00
RF-501, Square, MagField, 13, 1.00, 1.00, 20, 225, 224, 1, 0, 20, 0.00, 0.00, 0.00
RF-501, Square, MagField, 14, 0.99, 0.92, 13, 232, 232, 0, 2, 11, 0.00, 0.15, 0.13
RF-501, Square, MagField, 15, 0.96, 0.78, 21, 224, 223, 1, 9, 12, 0.00, 0.43, 0.30
RF-501, Circle, AccGyr, 1, 0.98, 0.90, 15, 169, 169, 0, 3, 12, 0.00, 0.20, 0.17
RF-501, Circle, AccGyr, 2, 1.00, 1.00, 19, 165, 165, 0, 0, 19, 0.00, 0.00, 0.00
RF-501, Circle, AccGyr, 3, 0.97, 0.82, 17, 167, 167, 0, 6, 11, 0.00, 0.35, 0.26
RF-501, Circle, AccGyr, 4, 0.99, 0.91, 11, 173, 173, 0, 2, 9, 0.00, 0.18, 0.15
RF-501, Circle, AccGyr, 5, 0.98, 0.88, 12, 172, 172, 0, 3, 9, 0.00, 0.25, 0.20
RF-501, Circle, AccGyr, 6, 0.95, 0.69, 16, 168, 168, 0, 10, 6, 0.00, 0.62, 0.38
RF-501, Circle, AccGyr, 7, 0.99, 0.96, 14, 170, 170, 0, 1, 13, 0.00, 0.07, 0.07
RF-501, Circle, AccGyr, 8, 0.99, 0.89, 9, 175, 175, 0, 2, 7, 0.00, 0.22, 0.18
RF-501, Circle, AccGyr, 9, 0.93, 0.62, 17, 167, 167, 0, 13, 4, 0.00, 0.76, 0.43
RF-501, Circle, AccGyr, 10, 0.99, 0.88, 8, 176, 176, 0, 2, 6, 0.00, 0.25, 0.20
RF-501, Circle, AccGyr, 11, 0.99, 0.83, 3, 181, 181, 0, 1, 2, 0.00, 0.33, 0.25
RF-501, Circle, AccGyr, 12, 0.99, 0.94, 8, 176, 176, 0, 1, 7, 0.00, 0.12, 0.11
RF-501, Circle, AccGyr, 13, 0.99, 0.94, 8, 176, 176, 0, 1, 7, 0.00, 0.12, 0.11
RF-501, Circle, AccGyr, 14, 0.98, 0.93, 16, 168, 167, 1, 2, 14, 0.01, 0.12, 0.11
RF-501, Circle, AccGyr, 15, 1.00, 1.00, 11, 173, 173, 0, 0, 11, 0.00, 0.00, 0.00
RF-501, Updown, AccGyr, 1, 0.99, 0.93, 14, 152, 152, 0, 2, 12, 0.00, 0.14, 0.13
RF-501, Updown, AccGyr, 2, 0.96, 0.83, 15, 151, 150, 1, 5, 10, 0.01, 0.33, 0.25
RF-501, Updown, AccGyr, 3, 0.98, 0.90, 15, 151, 151, 0, 3, 12, 0.00, 0.20, 0.17
RF-501, Updown, AccGyr, 4, 0.99, 0.88, 8, 158, 158, 0, 2, 6, 0.00, 0.25, 0.20
RF-501, Updown, AccGyr, 5, 0.95, 0.60, 10, 156, 156, 0, 8, 2, 0.00, 0.80, 0.44
RF-501, Updown, AccGyr, 6, 0.99, 0.92, 13, 153, 153, 0, 2, 11, 0.00, 0.15, 0.13
RF-501, Updown, AccGyr, 7, 0.98, 0.75, 6, 160, 160, 0, 3, 3, 0.00, 0.50, 0.33
RF-501, Updown, AccGyr, 8, 0.99, 0.93, 7, 159, 159, 0, 1, 6, 0.00, 0.14, 0.13
RF-501, Updown, AccGyr, 9, 0.93, 0.61, 14, 152, 152, 0, 11, 3, 0.00, 0.79, 0.44
RF-501, Updown, AccGyr, 10, 0.96, 0.70, 10, 156, 156, 0, 6, 4, 0.00, 0.60, 0.37
RF-501, Updown, AccGyr, 11, 0.99, 0.96, 13, 153, 153, 0, 1, 12, 0.00, 0.08, 0.07
RF-501, Updown, AccGyr, 12, 0.99, 0.80, 5, 161, 161, 0, 2, 3, 0.00, 0.40, 0.29
RF-501, Updown, AccGyr, 13, 1.00, 1.00, 2, 164, 164, 0, 0, 2, 0.00, 0.00, 0.00
RF-501, Updown, AccGyr, 14, 0.95, 0.76, 15, 151, 150, 1, 7, 8, 0.01, 0.47, 0.32
RF-501, Updown, AccGyr, 15, 0.98, 0.92, 19, 147, 146, 1, 3, 16, 0.01, 0.16, 0.14
RF-501, Tilt, AccGyr, 1, 0.98, 0.84, 16, 185, 185, 0, 5, 11, 0.00, 0.31, 0.24
RF-501, Tilt, AccGyr, 2, 0.94, 0.76, 25, 176, 176, 0, 12, 13, 0.00, 0.48, 0.32
RF-501, Tilt, AccGyr, 3, 0.99, 0.94, 16, 185, 185, 0, 2, 14, 0.00, 0.12, 0.11
RF-501, Tilt, AccGyr, 4, 0.99, 0.94, 18, 183, 183, 0, 2, 16, 0.00, 0.11, 0.10
RF-501, Tilt, AccGyr, 5, 0.97, 0.57, 7, 194, 194, 0, 6, 1, 0.00, 0.86, 0.46
RF-501, Tilt, AccGyr, 6, 0.99, 0.90, 10, 191, 191, 0, 2, 8, 0.00, 0.20, 0.17
RF-501, Tilt, AccGyr, 7, 0.95, 0.58, 12, 189, 189, 0, 10, 2, 0.00, 0.83, 0.45
RF-501, Tilt, AccGyr, 8, 0.93, 0.56, 16, 185, 185, 0, 14, 2, 0.00, 0.88, 0.47
RF-501, Tilt, AccGyr, 9, 0.99, 0.83, 9, 192, 192, 0, 3, 6, 0.00, 0.33, 0.25
RF-501, Tilt, AccGyr, 10, 0.98, 0.69, 8, 193, 193, 0, 5, 3, 0.00, 0.62, 0.38
RF-501, Tilt, AccGyr, 11, 1.00, 0.95, 10, 191, 191, 0, 1, 9, 0.00, 0.10, 0.09
RF-501, Tilt, AccGyr, 12, 1.00, 0.95, 10, 191, 191, 0, 1, 9, 0.00, 0.10, 0.09
RF-501, Tilt, AccGyr, 13, 1.00, 1.00, 10, 191, 191, 0, 0, 10, 0.00, 0.00, 0.00
RF-501, Tilt, AccGyr, 14, 0.94, 0.65, 17, 184, 184, 0, 12, 5, 0.00, 0.71, 0.41
RF-501, Tilt, AccGyr, 15, 1.00, 0.97, 17, 184, 184, 0, 1, 16, 0.00, 0.06, 0.06
RF-501, Triangle, AccGyr, 1, 0.96, 0.73, 15, 212, 212, 0, 8, 7, 0.00, 0.53, 0.35
RF-501, Triangle, AccGyr, 2, 0.95, 0.77, 26, 201, 201, 0, 12, 14, 0.00, 0.46, 0.32
RF-501, Triangle, AccGyr, 3, 0.97, 0.84, 16, 211, 209, 2, 5, 11, 0.01, 0.31, 0.24
RF-501, Triangle, AccGyr, 4, 0.98, 0.89, 18, 209, 209, 0, 4, 14, 0.00, 0.22, 0.18
RF-501, Triangle, AccGyr, 5, 0.97, 0.73, 13, 214, 214, 0, 7, 6, 0.00, 0.54, 0.35
RF-501, Triangle, AccGyr, 6, 0.95, 0.58, 13, 214, 214, 0, 11, 2, 0.00, 0.85, 0.46
RF-501, Triangle, AccGyr, 7, 0.99, 0.94, 18, 209, 209, 0, 2, 16, 0.00, 0.11, 0.10
RF-501, Triangle, AccGyr, 8, 0.98, 0.82, 14, 213, 213, 0, 5, 9, 0.00, 0.36, 0.26
RF-501, Triangle, AccGyr, 9, 0.95, 0.65, 17, 210, 210, 0, 12, 5, 0.00, 0.71, 0.41
RF-501, Triangle, AccGyr, 10, 1.00, 1.00, 16, 211, 211, 0, 0, 16, 0.00, 0.00, 0.00
RF-501, Triangle, AccGyr, 11, 0.99, 0.79, 7, 220, 220, 0, 3, 4, 0.00, 0.43, 0.30
RF-501, Triangle, AccGyr, 12, 0.99, 0.85, 10, 217, 217, 0, 3, 7, 0.00, 0.30, 0.23
RF-501, Triangle, AccGyr, 13, 0.99, 0.95, 21, 206, 206, 0, 2, 19, 0.00, 0.10, 0.09
RF-501, Triangle, AccGyr, 14, 0.99, 0.83, 9, 218, 218, 0, 3, 6, 0.00, 0.33, 0.25
RF-501, Triangle, AccGyr, 15, 0.97, 0.79, 14, 213, 213, 0, 6, 8, 0.00, 0.43, 0.30
RF-501, Turn, AccGyr, 1, 0.97, 0.91, 35, 168, 168, 0, 6, 29, 0.00, 0.17, 0.15
RF-501, Turn, AccGyr, 2, 0.95, 0.58, 12, 191, 191, 0, 10, 2, 0.00, 0.83, 0.45
RF-501, Turn, AccGyr, 3, 0.96, 0.83, 19, 184, 181, 3, 6, 13, 0.02, 0.32, 0.24
RF-501, Turn, AccGyr, 4, 0.99, 0.96, 15, 188, 187, 1, 1, 14, 0.01, 0.07, 0.06
RF-501, Turn, AccGyr, 5, 0.98, 0.83, 12, 191, 191, 0, 4, 8, 0.00, 0.33, 0.25
RF-501, Turn, AccGyr, 6, 0.97, 0.81, 16, 187, 187, 0, 6, 10, 0.00, 0.38, 0.27
RF-501, Turn, AccGyr, 7, 0.98, 0.78, 9, 194, 194, 0, 4, 5, 0.00, 0.44, 0.31
RF-501, Turn, AccGyr, 8, 0.99, 0.85, 10, 193, 193, 0, 3, 7, 0.00, 0.30, 0.23
RF-501, Turn, AccGyr, 9, 0.98, 0.69, 8, 195, 195, 0, 5, 3, 0.00, 0.62, 0.38
RF-501, Turn, AccGyr, 10, 0.99, 0.86, 7, 196, 196, 0, 2, 5, 0.00, 0.29, 0.22
RF-501, Turn, AccGyr, 11, 0.99, 0.81, 8, 195, 195, 0, 3, 5, 0.00, 0.38, 0.27
RF-501, Turn, AccGyr, 12, 0.99, 0.93, 14, 189, 189, 0, 2, 12, 0.00, 0.14, 0.13
RF-501, Turn, AccGyr, 13, 1.00, 0.90, 5, 198, 198, 0, 1, 4, 0.00, 0.20, 0.17
RF-501, Turn, AccGyr, 14, 0.95, 0.71, 19, 184, 184, 0, 11, 8, 0.00, 0.58, 0.37
RF-501, Turn, AccGyr, 15, 0.99, 0.93, 14, 189, 189, 0, 2, 12, 0.00, 0.14, 0.13
RF-501, Square, AccGyr, 1, 0.96, 0.75, 16, 229, 228, 1, 8, 8, 0.00, 0.50, 0.33
RF-501, Square, AccGyr, 2, 0.93, 0.67, 24, 221, 221, 0, 16, 8, 0.00, 0.67, 0.40
RF-501, Square, AccGyr, 3, 0.98, 0.88, 16, 229, 229, 0, 4, 12, 0.00, 0.25, 0.20
RF-501, Square, AccGyr, 4, 0.95, 0.57, 15, 230, 230, 0, 13, 2, 0.00, 0.87, 0.46
RF-501, Square, AccGyr, 5, 0.96, 0.62, 13, 232, 232, 0, 10, 3, 0.00, 0.77, 0.43
RF-501, Square, AccGyr, 6, 0.96, 0.67, 15, 230, 230, 0, 10, 5, 0.00, 0.67, 0.40
RF-501, Square, AccGyr, 7, 0.98, 0.85, 17, 228, 228, 0, 5, 12, 0.00, 0.29, 0.23
RF-501, Square, AccGyr, 8, 0.99, 0.95, 20, 225, 225, 0, 2, 18, 0.00, 0.10, 0.09
RF-501, Square, AccGyr, 9, 0.98, 0.75, 12, 233, 233, 0, 6, 6, 0.00, 0.50, 0.33
RF-501, Square, AccGyr, 10, 1.00, 1.00, 11, 234, 234, 0, 0, 11, 0.00, 0.00, 0.00
RF-501, Square, AccGyr, 11, 0.95, 0.57, 15, 230, 230, 0, 13, 2, 0.00, 0.87, 0.46
RF-501, Square, AccGyr, 12, 0.98, 0.82, 17, 228, 228, 0, 6, 11, 0.00, 0.35, 0.26
RF-501, Square, AccGyr, 13, 1.00, 1.00, 20, 225, 224, 1, 0, 20, 0.00, 0.00, 0.00
RF-501, Square, AccGyr, 14, 0.98, 0.81, 13, 232, 231, 1, 5, 8, 0.00, 0.38, 0.28
RF-501, Square, AccGyr, 15, 0.96, 0.74, 21, 224, 224, 0, 11, 10, 0.00, 0.52, 0.34
RF-501, Circle, AccRotVec, 1, 0.97, 0.80, 15, 169, 169, 0, 6, 9, 0.00, 0.40, 0.29
RF-501, Circle, AccRotVec, 2, 1.00, 1.00, 19, 165, 165, 0, 0, 19, 0.00, 0.00, 0.00
RF-501, Circle, AccRotVec, 3, 0.97, 0.88, 17, 167, 166, 1, 4, 13, 0.01, 0.24, 0.19
RF-501, Circle, AccRotVec, 4, 0.98, 0.86, 11, 173, 173, 0, 3, 8, 0.00, 0.27, 0.21
RF-501, Circle, AccRotVec, 5, 0.99, 1.00, 12, 172, 171, 1, 0, 12, 0.01, 0.00, 0.01
RF-501, Circle, AccRotVec, 6, 0.98, 0.88, 16, 168, 168, 0, 4, 12, 0.00, 0.25, 0.20
RF-501, Circle, AccRotVec, 7, 0.98, 0.89, 14, 170, 170, 0, 3, 11, 0.00, 0.21, 0.18
RF-501, Circle, AccRotVec, 8, 0.99, 0.99, 9, 175, 173, 2, 0, 9, 0.01, 0.00, 0.01
