ALGORITHM, GESTURE, # OF SELECTED SENSORS, PARTICIPANT_NO, ACCURACY, AUC, #ofPositiveInstance, #ofNegativeInstance, TN, FP, FN, TP, FAR, FRR, EER
RF-501, Updown, AccGyrRotVec, 3, 0.94, 0.71, 7, 76, 75, 1, 4, 3, 0.01, 0.57, 0.37
RF-501, Updown, AccGyrRotVec, 4, 0.99, 0.90, 5, 78, 78, 0, 1, 4, 0.00, 0.20, 0.17
RF-501, Updown, AccGyrRotVec, 5, 0.98, 0.83, 6, 77, 77, 0, 2, 4, 0.00, 0.33, 0.25
RF-501, Updown, AccGyrRotVec, 6, 0.99, 0.93, 7, 76, 76, 0, 1, 6, 0.00, 0.14, 0.13
RF-501, Updown, AccGyrRotVec, 7, 0.98, 0.80, 5, 78, 78, 0, 2, 3, 0.00, 0.40, 0.29
RF-501, Updown, AccGyrRotVec, 8, 1.00, 1.00, 4, 79, 79, 0, 0, 4, 0.00, 0.00, 0.00
RF-501, Updown, AccGyrRotVec, 9, 0.99, 0.88, 4, 79, 79, 0, 1, 3, 0.00, 0.25, 0.20
RF-501, Updown, AccGyrRotVec, 10, 0.98, 0.67, 3, 80, 80, 0, 2, 1, 0.00, 0.67, 0.40
RF-501, Updown, AccGyrRotVec, 11, 1.00, 1.00, 1, 82, 82, 0, 0, 1, 0.00, 0.00, 0.00
RF-501, Updown, AccGyrRotVec, 12, 1.00, 1.00, 8, 75, 75, 0, 0, 8, 0.00, 0.00, 0.00
RF-501, Updown, AccGyrRotVec, 13, 0.99, 0.90, 5, 78, 78, 0, 1, 4, 0.00, 0.20, 0.17
RF-501, Updown, AccGyrRotVec, 14, 0.96, 0.79, 7, 76, 76, 0, 3, 4, 0.00, 0.43, 0.30
RF-501, Updown, AccGyrRotVec, 15, 0.95, 0.81, 8, 75, 74, 1, 3, 5, 0.01, 0.38, 0.28
RF-501, Tilt, AccGyrRotVec, 1, 0.96, 0.78, 9, 91, 91, 0, 4, 5, 0.00, 0.44, 0.31
RF-501, Tilt, AccGyrRotVec, 2, 1.00, 1.00, 7, 93, 93, 0, 0, 7, 0.00, 0.00, 0.00
RF-501, Tilt, AccGyrRotVec, 3, 0.97, 0.86, 11, 89, 89, 0, 3, 8, 0.00, 0.27, 0.21
RF-501, Tilt, AccGyrRotVec, 4, 1.00, 1.00, 6, 94, 94, 0, 0, 6, 0.00, 0.00, 0.00
RF-501, Tilt, AccGyrRotVec, 5, 0.93, 0.61, 9, 91, 91, 0, 7, 2, 0.00, 0.78, 0.44
RF-501, Tilt, AccGyrRotVec, 6, 0.99, 0.94, 8, 92, 92, 0, 1, 7, 0.00, 0.12, 0.11
RF-501, Tilt, AccGyrRotVec, 7, 0.98, 0.50, 2, 98, 98, 0, 2, 0, 0.00, 1.00, 0.50
RF-501, Tilt, AccGyrRotVec, 8, 0.98, 0.86, 7, 93, 93, 0, 2, 5, 0.00, 0.29, 0.22
RF-501, Tilt, AccGyrRotVec, 9, 0.97, 0.75, 6, 94, 94, 0, 3, 3, 0.00, 0.50, 0.33
RF-501, Tilt, AccGyrRotVec, 10, 0.98, 0.80, 5, 95, 95, 0, 2, 3, 0.00, 0.40, 0.29
RF-501, Tilt, AccGyrRotVec, 11, 1.00, 1.00, 4, 96, 96, 0, 0, 4, 0.00, 0.00, 0.00
RF-501, Tilt, AccGyrRotVec, 12, 0.99, 0.99, 5, 95, 94, 1, 0, 5, 0.01, 0.00, 0.01
RF-501, Tilt, AccGyrRotVec, 13, 1.00, 1.00, 6, 94, 94, 0, 0, 6, 0.00, 0.00, 0.00
RF-501, Tilt, AccGyrRotVec, 14, 1.00, 1.00, 6, 94, 94, 0, 0, 6, 0.00, 0.00, 0.00
RF-501, Tilt, AccGyrRotVec, 15, 0.99, 0.94, 9, 91, 91, 0, 1, 8, 0.00, 0.11, 0.10
RF-501, Triangle, AccGyrRotVec, 1, 0.98, 0.88, 8, 105, 105, 0, 2, 6, 0.00, 0.25, 0.20
RF-501, Triangle, AccGyrRotVec, 2, 0.99, 0.94, 9, 104, 104, 0, 1, 8, 0.00, 0.11, 0.10
RF-501, Triangle, AccGyrRotVec, 3, 0.95, 0.75, 12, 101, 101, 0, 6, 6, 0.00, 0.50, 0.33
RF-501, Triangle, AccGyrRotVec, 4, 0.97, 0.88, 9, 104, 103, 1, 2, 7, 0.01, 0.22, 0.18
RF-501, Triangle, AccGyrRotVec, 5, 0.98, 0.86, 7, 106, 106, 0, 2, 5, 0.00, 0.29, 0.22
RF-501, Triangle, AccGyrRotVec, 6, 0.99, 0.93, 7, 106, 106, 0, 1, 6, 0.00, 0.14, 0.13
RF-501, Triangle, AccGyrRotVec, 7, 0.98, 0.83, 6, 107, 107, 0, 2, 4, 0.00, 0.33, 0.25
RF-501, Triangle, AccGyrRotVec, 8, 1.00, 1.00, 5, 108, 108, 0, 0, 5, 0.00, 0.00, 0.00
RF-501, Triangle, AccGyrRotVec, 9, 0.95, 0.62, 8, 105, 105, 0, 6, 2, 0.00, 0.75, 0.43
RF-501, Triangle, AccGyrRotVec, 10, 1.00, 1.00, 7, 106, 106, 0, 0, 7, 0.00, 0.00, 0.00
RF-501, Triangle, AccGyrRotVec, 11, 1.00, 1.00, 4, 109, 109, 0, 0, 4, 0.00, 0.00, 0.00
RF-501, Triangle, AccGyrRotVec, 12, 1.00, 1.00, 6, 107, 107, 0, 0, 6, 0.00, 0.00, 0.00
RF-501, Triangle, AccGyrRotVec, 13, 1.00, 1.00, 8, 105, 105, 0, 0, 8, 0.00, 0.00, 0.00
RF-501, Triangle, AccGyrRotVec, 14, 0.97, 0.79, 7, 106, 106, 0, 3, 4, 0.00, 0.43, 0.30
RF-501, Triangle, AccGyrRotVec, 15, 0.95, 0.70, 10, 103, 103, 0, 6, 4, 0.00, 0.60, 0.37
RF-501, Turn, AccGyrRotVec, 1, 0.99, 0.95, 10, 92, 92, 0, 1, 9, 0.00, 0.10, 0.09
RF-501, Turn, AccGyrRotVec, 2, 0.97, 0.81, 8, 94, 94, 0, 3, 5, 0.00, 0.38, 0.27
RF-501, Turn, AccGyrRotVec, 3, 0.98, 0.91, 11, 91, 91, 0, 2, 9, 0.00, 0.18, 0.15
RF-501, Turn, AccGyrRotVec, 4, 1.00, 1.00, 8, 94, 94, 0, 0, 8, 0.00, 0.00, 0.00
RF-501, Turn, AccGyrRotVec, 5, 0.96, 0.62, 4, 98, 97, 1, 3, 1, 0.01, 0.75, 0.43
RF-501, Turn, AccGyrRotVec, 6, 0.93, 0.69, 10, 92, 91, 1, 6, 4, 0.01, 0.60, 0.38
RF-501, Turn, AccGyrRotVec, 7, 0.98, 0.67, 3, 99, 99, 0, 2, 1, 0.00, 0.67, 0.40
RF-501, Turn, AccGyrRotVec, 8, 0.97, 0.81, 8, 94, 94, 0, 3, 5, 0.00, 0.38, 0.27
RF-501, Turn, AccGyrRotVec, 9, 0.97, 0.79, 7, 95, 95, 0, 3, 4, 0.00, 0.43, 0.30
RF-501, Turn, AccGyrRotVec, 10, 0.98, 0.75, 4, 98, 98, 0, 2, 2, 0.00, 0.50, 0.33
RF-501, Turn, AccGyrRotVec, 11, 0.99, 0.92, 6, 96, 96, 0, 1, 5, 0.00, 0.17, 0.14
RF-501, Turn, AccGyrRotVec, 12, 1.00, 1.00, 3, 99, 99, 0, 0, 3, 0.00, 0.00, 0.00
RF-501, Turn, AccGyrRotVec, 13, 1.00, 1.00, 4, 98, 98, 0, 0, 4, 0.00, 0.00, 0.00
RF-501, Turn, AccGyrRotVec, 14, 0.99, 0.94, 8, 94, 94, 0, 1, 7, 0.00, 0.12, 0.11
RF-501, Turn, AccGyrRotVec, 15, 1.00, 1.00, 8, 94, 94, 0, 0, 8, 0.00, 0.00, 0.00
RF-501, Square, AccGyrRotVec, 1, 0.93, 0.67, 12, 109, 109, 0, 8, 4, 0.00, 0.67, 0.40
RF-501, Square, AccGyrRotVec, 2, 0.99, 1.00, 9, 112, 111, 1, 0, 9, 0.01, 0.00, 0.01
RF-501, Square, AccGyrRotVec, 3, 0.97, 0.89, 14, 107, 106, 1, 3, 11, 0.01, 0.21, 0.18
RF-501, Square, AccGyrRotVec, 4, 0.98, 0.75, 6, 115, 115, 0, 3, 3, 0.00, 0.50, 0.33
RF-501, Square, AccGyrRotVec, 5, 0.97, 0.75, 8, 113, 113, 0, 4, 4, 0.00, 0.50, 0.33
RF-501, Square, AccGyrRotVec, 6, 0.95, 0.50, 6, 115, 115, 0, 6, 0, 0.00, 1.00, 0.50
RF-501, Square, AccGyrRotVec, 7, 0.98, 0.92, 7, 114, 113, 1, 1, 6, 0.01, 0.14, 0.13
RF-501, Square, AccGyrRotVec, 8, 1.00, 1.00, 4, 117, 117, 0, 0, 4, 0.00, 0.00, 0.00
RF-501, Square, AccGyrRotVec, 9, 0.97, 0.71, 7, 114, 114, 0, 4, 3, 0.00, 0.57, 0.36
RF-501, Square, AccGyrRotVec, 10, 1.00, 1.00, 4, 117, 117, 0, 0, 4, 0.00, 0.00, 0.00
RF-501, Square, AccGyrRotVec, 11, 1.00, 1.00, 3, 118, 118, 0, 0, 3, 0.00, 0.00, 0.00
RF-501, Square, AccGyrRotVec, 12, 0.99, 0.95, 11, 110, 110, 0, 1, 10, 0.00, 0.09, 0.08
RF-501, Square, AccGyrRotVec, 13, 1.00, 1.00, 7, 114, 114, 0, 0, 7, 0.00, 0.00, 0.00
RF-501, Square, AccGyrRotVec, 14, 0.96, 0.75, 10, 111, 111, 0, 5, 5, 0.00, 0.50, 0.33
RF-501, Square, AccGyrRotVec, 15, 0.94, 0.73, 13, 108, 108, 0, 7, 6, 0.00, 0.54, 0.35
RF-501, Circle, AccGyrMagField, 1, 1.00, 1.00, 6, 86, 86, 0, 0, 6, 0.00, 0.00, 0.00
RF-501, Circle, AccGyrMagField, 2, 0.99, 0.92, 6, 86, 86, 0, 1, 5, 0.00, 0.17, 0.14
RF-501, Circle, AccGyrMagField, 3, 0.96, 0.75, 8, 84, 84, 0, 4, 4, 0.00, 0.50, 0.33
RF-501, Circle, AccGyrMagField, 4, 0.93, 0.62, 8, 84, 84, 0, 6, 2, 0.00, 0.75, 0.43
RF-501, Circle, AccGyrMagField, 5, 0.97, 0.75, 6, 86, 86, 0, 3, 3, 0.00, 0.50, 0.33
RF-501, Circle, AccGyrMagField, 6, 0.99, 0.94, 8, 84, 84, 0, 1, 7, 0.00, 0.12, 0.11
RF-501, Circle, AccGyrMagField, 7, 0.98, 0.83, 6, 86, 86, 0, 2, 4, 0.00, 0.33, 0.25
RF-501, Circle, AccGyrMagField, 8, 1.00, 1.00, 5, 87, 87, 0, 0, 5, 0.00, 0.00, 0.00
RF-501, Circle, AccGyrMagField, 9, 0.92, 0.56, 8, 84, 84, 0, 7, 1, 0.00, 0.88, 0.47
RF-501, Circle, AccGyrMagField, 10, 0.99, 0.90, 5, 87, 87, 0, 1, 4, 0.00, 0.20, 0.17
RF-501, Circle, AccGyrMagField, 11, 0.98, 0.75, 4, 88, 88, 0, 2, 2, 0.00, 0.50, 0.33
RF-501, Circle, AccGyrMagField, 12, 0.98, 0.83, 6, 86, 86, 0, 2, 4, 0.00, 0.33, 0.25
RF-501, Circle, AccGyrMagField, 13, 1.00, 1.00, 6, 86, 86, 0, 0, 6, 0.00, 0.00, 0.00
RF-501, Circle, AccGyrMagField, 14, 0.98, 0.92, 7, 85, 84, 1, 1, 6, 0.01, 0.14, 0.13
RF-501, Circle, AccGyrMagField, 15, 0.99, 0.83, 3, 89, 89, 0, 1, 2, 0.00, 0.33, 0.25
RF-501, Updown, AccGyrMagField, 1, 0.99, 0.93, 7, 76, 76, 0, 1, 6, 0.00, 0.14, 0.13
RF-501, Updown, AccGyrMagField, 2, 1.00, 1.00, 6, 77, 77, 0, 0, 6, 0.00, 0.00, 0.00
RF-501, Updown, AccGyrMagField, 3, 1.00, 1.00, 7, 76, 76, 0, 0, 7, 0.00, 0.00, 0.00
RF-501, Updown, AccGyrMagField, 4, 1.00, 1.00, 5, 78, 78, 0, 0, 5, 0.00, 0.00, 0.00
RF-501, Updown, AccGyrMagField, 5, 0.94, 0.58, 6, 77, 77, 0, 5, 1, 0.00, 0.83, 0.45
RF-501, Updown, AccGyrMagField, 6, 1.00, 1.00, 7, 76, 76, 0, 0, 7, 0.00, 0.00, 0.00
RF-501, Updown, AccGyrMagField, 7, 0.99, 0.90, 5, 78, 78, 0, 1, 4, 0.00, 0.20, 0.17
RF-501, Updown, AccGyrMagField, 8, 1.00, 1.00, 4, 79, 79, 0, 0, 4, 0.00, 0.00, 0.00
RF-501, Updown, AccGyrMagField, 9, 1.00, 1.00, 4, 79, 79, 0, 0, 4, 0.00, 0.00, 0.00
RF-501, Updown, AccGyrMagField, 10, 0.99, 0.83, 3, 80, 80, 0, 1, 2, 0.00, 0.33, 0.25
RF-501, Updown, AccGyrMagField, 11, 1.00, 1.00, 1, 82, 82, 0, 0, 1, 0.00, 0.00, 0.00
RF-501, Updown, AccGyrMagField, 12, 0.96, 0.87, 8, 75, 74, 1, 2, 6, 0.01, 0.25, 0.20
RF-501, Updown, AccGyrMagField, 13, 0.99, 0.90, 5, 78, 78, 0, 1, 4, 0.00, 0.20, 0.17
RF-501, Updown, AccGyrMagField, 14, 0.99, 0.93, 7, 76, 76, 0, 1, 6, 0.00, 0.14, 0.13
RF-501, Updown, AccGyrMagField, 15, 0.98, 0.93, 8, 75, 74, 1, 1, 7, 0.01, 0.12, 0.11
RF-501, Tilt, AccGyrMagField, 1, 0.97, 0.83, 9, 91, 91, 0, 3, 6, 0.00, 0.33, 0.25
RF-501, Tilt, AccGyrMagField, 2, 1.00, 1.00, 7, 93, 93, 0, 0, 7, 0.00, 0.00, 0.00
RF-501, Tilt, AccGyrMagField, 3, 0.97, 0.86, 11, 89, 89, 0, 3, 8, 0.00, 0.27, 0.21
RF-501, Tilt, AccGyrMagField, 4, 1.00, 1.00, 6, 94, 94, 0, 0, 6, 0.00, 0.00, 0.00
RF-501, Tilt, AccGyrMagField, 5, 0.91, 0.50, 9, 91, 91, 0, 9, 0, 0.00, 1.00, 0.50
RF-501, Tilt, AccGyrMagField, 6, 0.98, 0.88, 8, 92, 92, 0, 2, 6, 0.00, 0.25, 0.20
RF-501, Tilt, AccGyrMagField, 7, 0.98, 0.50, 2, 98, 98, 0, 2, 0, 0.00, 1.00, 0.50
RF-501, Tilt, AccGyrMagField, 8, 0.94, 0.64, 7, 93, 92, 1, 5, 2, 0.01, 0.71, 0.42
RF-501, Tilt, AccGyrMagField, 9, 0.97, 0.75, 6, 94, 94, 0, 3, 3, 0.00, 0.50, 0.33
RF-501, Tilt, AccGyrMagField, 10, 1.00, 1.00, 5, 95, 95, 0, 0, 5, 0.00, 0.00, 0.00
RF-501, Tilt, AccGyrMagField, 11, 1.00, 1.00, 4, 96, 96, 0, 0, 4, 0.00, 0.00, 0.00
RF-501, Tilt, AccGyrMagField, 12, 1.00, 1.00, 5, 95, 95, 0, 0, 5, 0.00, 0.00, 0.00
RF-501, Tilt, AccGyrMagField, 13, 1.00, 1.00, 6, 94, 94, 0, 0, 6, 0.00, 0.00, 0.00
RF-501, Tilt, AccGyrMagField, 14, 0.99, 0.92, 6, 94, 94, 0, 1, 5, 0.00, 0.17, 0.14
RF-501, Tilt, AccGyrMagField, 15, 0.99, 0.99, 9, 91, 90, 1, 0, 9, 0.01, 0.00, 0.01
RF-501, Triangle, AccGyrMagField, 1, 0.95, 0.62, 8, 105, 105, 0, 6, 2, 0.00, 0.75, 0.43
RF-501, Triangle, AccGyrMagField, 2, 0.99, 0.94, 9, 104, 104, 0, 1, 8, 0.00, 0.11, 0.10
RF-501, Triangle, AccGyrMagField, 3, 0.96, 0.79, 12, 101, 101, 0, 5, 7, 0.00, 0.42, 0.29
RF-501, Triangle, AccGyrMagField, 4, 0.97, 0.88, 9, 104, 103, 1, 2, 7, 0.01, 0.22, 0.18
RF-501, Triangle, AccGyrMagField, 5, 0.97, 0.79, 7, 106, 106, 0, 3, 4, 0.00, 0.43, 0.30
RF-501, Triangle, AccGyrMagField, 6, 1.00, 1.00, 7, 106, 106, 0, 0, 7, 0.00, 0.00, 0.00
RF-501, Triangle, AccGyrMagField, 7, 0.98, 0.83, 6, 107, 107, 0, 2, 4, 0.00, 0.33, 0.25
RF-501, Triangle, AccGyrMagField, 8, 0.99, 1.00, 5, 108, 107, 1, 0, 5, 0.01, 0.00, 0.01
RF-501, Triangle, AccGyrMagField, 9, 0.97, 0.81, 8, 105, 105, 0, 3, 5, 0.00, 0.38, 0.27
RF-501, Triangle, AccGyrMagField, 10, 1.00, 1.00, 7, 106, 106, 0, 0, 7, 0.00, 0.00, 0.00
RF-501, Triangle, AccGyrMagField, 11, 1.00, 1.00, 4, 109, 109, 0, 0, 4, 0.00, 0.00, 0.00
RF-501, Triangle, AccGyrMagField, 12, 1.00, 1.00, 6, 107, 107, 0, 0, 6, 0.00, 0.00, 0.00
RF-501, Triangle, AccGyrMagField, 13, 1.00, 1.00, 8, 105, 105, 0, 0, 8, 0.00, 0.00, 0.00
RF-501, Triangle, AccGyrMagField, 14, 0.98, 0.86, 7, 106, 106, 0, 2, 5, 0.00, 0.29, 0.22
RF-501, Triangle, AccGyrMagField, 15, 0.96, 0.80, 10, 103, 102, 1, 4, 6, 0.01, 0.40, 0.29
RF-501, Turn, AccGyrMagField, 1, 1.00, 1.00, 10, 92, 92, 0, 0, 10, 0.00, 0.00, 0.00
RF-501, Turn, AccGyrMagField, 2, 1.00, 1.00, 8, 94, 94, 0, 0, 8, 0.00, 0.00, 0.00
RF-501, Turn, AccGyrMagField, 3, 1.00, 1.00, 11, 91, 91, 0, 0, 11, 0.00, 0.00, 0.00
RF-501, Turn, AccGyrMagField, 4, 1.00, 1.00, 8, 94, 94, 0, 0, 8, 0.00, 0.00, 0.00
RF-501, Turn, AccGyrMagField, 5, 0.97, 0.62, 4, 98, 98, 0, 3, 1, 0.00, 0.75, 0.43
RF-501, Turn, AccGyrMagField, 6, 0.98, 0.90, 10, 92, 92, 0, 2, 8, 0.00, 0.20, 0.17
RF-501, Turn, AccGyrMagField, 7, 0.99, 0.83, 3, 99, 99, 0, 1, 2, 0.00, 0.33, 0.25
RF-501, Turn, AccGyrMagField, 8, 0.96, 0.75, 8, 94, 94, 0, 4, 4, 0.00, 0.50, 0.33
RF-501, Turn, AccGyrMagField, 9, 0.99, 0.93, 7, 95, 95, 0, 1, 6, 0.00, 0.14, 0.13
RF-501, Turn, AccGyrMagField, 10, 0.98, 0.75, 4, 98, 98, 0, 2, 2, 0.00, 0.50, 0.33
RF-501, Turn, AccGyrMagField, 11, 0.99, 0.92, 6, 96, 96, 0, 1, 5, 0.00, 0.17, 0.14
RF-501, Turn, AccGyrMagField, 12, 1.00, 1.00, 3, 99, 99, 0, 0, 3, 0.00, 0.00, 0.00
RF-501, Turn, AccGyrMagField, 13, 1.00, 1.00, 4, 98, 98, 0, 0, 4, 0.00, 0.00, 0.00
RF-501, Turn, AccGyrMagField, 14, 1.00, 1.00, 8, 94, 94, 0, 0, 8, 0.00, 0.00, 0.00
RF-501, Turn, AccGyrMagField, 15, 0.99, 0.94, 8, 94, 94, 0, 1, 7, 0.00, 0.12, 0.11
RF-501, Square, AccGyrMagField, 1, 0.95, 0.75, 12, 109, 109, 0, 6, 6, 0.00, 0.50, 0.33
RF-501, Square, AccGyrMagField, 2, 0.99, 0.94, 9, 112, 112, 0, 1, 8, 0.00, 0.11, 0.10
RF-501, Square, AccGyrMagField, 3, 0.99, 0.96, 14, 107, 107, 0, 1, 13, 0.00, 0.07, 0.07
RF-501, Square, AccGyrMagField, 4, 0.99, 0.92, 6, 115, 115, 0, 1, 5, 0.00, 0.17, 0.14
RF-501, Square, AccGyrMagField, 5, 0.97, 0.75, 8, 113, 113, 0, 4, 4, 0.00, 0.50, 0.33
RF-501, Square, AccGyrMagField, 6, 0.99, 0.92, 6, 115, 115, 0, 1, 5, 0.00, 0.17, 0.14
RF-501, Square, AccGyrMagField, 7, 0.98, 0.79, 7, 114, 114, 0, 3, 4, 0.00, 0.43, 0.30
RF-501, Square, AccGyrMagField, 8, 0.99, 0.88, 4, 117, 117, 0, 1, 3, 0.00, 0.25, 0.20
RF-501, Square, AccGyrMagField, 9, 0.97, 0.71, 7, 114, 114, 0, 4, 3, 0.00, 0.57, 0.36
RF-501, Square, AccGyrMagField, 10, 1.00, 1.00, 4, 117, 117, 0, 0, 4, 0.00, 0.00, 0.00
RF-501, Square, AccGyrMagField, 11, 1.00, 1.00, 3, 118, 118, 0, 0, 3, 0.00, 0.00, 0.00
RF-501, Square, AccGyrMagField, 12, 0.98, 0.95, 11, 110, 109, 1, 1, 10, 0.01, 0.09, 0.08
RF-501, Square, AccGyrMagField, 13, 1.00, 1.00, 7, 114, 114, 0, 0, 7, 0.00, 0.00, 0.00
RF-501, Square, AccGyrMagField, 14, 0.96, 0.75, 10, 111, 111, 0, 5, 5, 0.00, 0.50, 0.33
RF-501, Square, AccGyrMagField, 15, 0.94, 0.73, 13, 108, 108, 0, 7, 6, 0.00, 0.54, 0.35
RF-501, Circle, GyrRotVecMagField, 1, 1.00, 1.00, 6, 86, 86, 0, 0, 6, 0.00, 0.00, 0.00
RF-501, Circle, GyrRotVecMagField, 2, 1.00, 1.00, 6, 86, 86, 0, 0, 6, 0.00, 0.00, 0.00
RF-501, Circle, GyrRotVecMagField, 3, 0.97, 0.87, 8, 84, 83, 1, 2, 6, 0.01, 0.25, 0.20
RF-501, Circle, GyrRotVecMagField, 4, 0.93, 0.62, 8, 84, 84, 0, 6, 2, 0.00, 0.75, 0.43
RF-501, Circle, GyrRotVecMagField, 5, 0.99, 0.92, 6, 86, 86, 0, 1, 5, 0.00, 0.17, 0.14
RF-501, Circle, GyrRotVecMagField, 6, 1.00, 1.00, 8, 84, 84, 0, 0, 8, 0.00, 0.00, 0.00
RF-501, Circle, GyrRotVecMagField, 7, 0.99, 0.92, 6, 86, 86, 0, 1, 5, 0.00, 0.17, 0.14
RF-501, Circle, GyrRotVecMagField, 8, 0.98, 0.99, 5, 87, 85, 2, 0, 5, 0.02, 0.00, 0.02
RF-501, Circle, GyrRotVecMagField, 9, 0.95, 0.69, 8, 84, 84, 0, 5, 3, 0.00, 0.62, 0.38
RF-501, Circle, GyrRotVecMagField, 10, 0.99, 0.90, 5, 87, 87, 0, 1, 4, 0.00, 0.20, 0.17
RF-501, Circle, GyrRotVecMagField, 11, 1.00, 1.00, 4, 88, 88, 0, 0, 4, 0.00, 0.00, 0.00
RF-501, Circle, GyrRotVecMagField, 12, 0.99, 0.99, 6, 86, 85, 1, 0, 6, 0.01, 0.00, 0.01
RF-501, Circle, GyrRotVecMagField, 13, 1.00, 1.00, 6, 86, 86, 0, 0, 6, 0.00, 0.00, 0.00
RF-501, Circle, GyrRotVecMagField, 14, 0.99, 0.93, 7, 85, 85, 0, 1, 6, 0.00, 0.14, 0.13
RF-501, Circle, GyrRotVecMagField, 15, 0.99, 0.83, 3, 89, 89, 0, 1, 2, 0.00, 0.33, 0.25
RF-501, Updown, GyrRotVecMagField, 1, 0.99, 0.93, 7, 76, 76, 0, 1, 6, 0.00, 0.14, 0.13
RF-501, Updown, GyrRotVecMagField, 2, 1.00, 1.00, 6, 77, 77, 0, 0, 6, 0.00, 0.00, 0.00
RF-501, Updown, GyrRotVecMagField, 3, 1.00, 1.00, 7, 76, 76, 0, 0, 7, 0.00, 0.00, 0.00
RF-501, Updown, GyrRotVecMagField, 4, 0.99, 0.90, 5, 78, 78, 0, 1, 4, 0.00, 0.20, 0.17
RF-501, Updown, GyrRotVecMagField, 5, 0.98, 0.83, 6, 77, 77, 0, 2, 4, 0.00, 0.33, 0.25
RF-501, Updown, GyrRotVecMagField, 6, 0.99, 0.93, 7, 76, 76, 0, 1, 6, 0.00, 0.14, 0.13
RF-501, Updown, GyrRotVecMagField, 7, 0.99, 0.90, 5, 78, 78, 0, 1, 4, 0.00, 0.20, 0.17
RF-501, Updown, GyrRotVecMagField, 8, 1.00, 1.00, 4, 79, 79, 0, 0, 4, 0.00, 0.00, 0.00
RF-501, Updown, GyrRotVecMagField, 9, 1.00, 1.00, 4, 79, 79, 0, 0, 4, 0.00, 0.00, 0.00
RF-501, Updown, GyrRotVecMagField, 10, 0.99, 0.83, 3, 80, 80, 0, 1, 2, 0.00, 0.33, 0.25
RF-501, Updown, GyrRotVecMagField, 11, 1.00, 1.00, 1, 82, 82, 0, 0, 1, 0.00, 0.00, 0.00
RF-501, Updown, GyrRotVecMagField, 12, 1.00, 1.00, 8, 75, 75, 0, 0, 8, 0.00, 0.00, 0.00
RF-501, Updown, GyrRotVecMagField, 13, 0.99, 0.90, 5, 78, 78, 0, 1, 4, 0.00, 0.20, 0.17
RF-501, Updown, GyrRotVecMagField, 14, 0.99, 0.93, 7, 76, 76, 0, 1, 6, 0.00, 0.14, 0.13
RF-501, Updown, GyrRotVecMagField, 15, 0.98, 0.88, 8, 75, 75, 0, 2, 6, 0.00, 0.25, 0.20
RF-501, Tilt, GyrRotVecMagField, 1, 0.98, 0.89, 9, 91, 91, 0, 2, 7, 0.00, 0.22, 0.18
RF-501, Tilt, GyrRotVecMagField, 2, 1.00, 1.00, 7, 93, 93, 0, 0, 7, 0.00, 0.00, 0.00
RF-501, Tilt, GyrRotVecMagField, 3, 0.97, 0.86, 11, 89, 89, 0, 3, 8, 0.00, 0.27, 0.21
RF-501, Tilt, GyrRotVecMagField, 4, 1.00, 1.00, 6, 94, 94, 0, 0, 6, 0.00, 0.00, 0.00
RF-501, Tilt, GyrRotVecMagField, 5, 0.94, 0.67, 9, 91, 91, 0, 6, 3, 0.00, 0.67, 0.40
RF-501, Tilt, GyrRotVecMagField, 6, 1.00, 1.00, 8, 92, 92, 0, 0, 8, 0.00, 0.00, 0.00
RF-501, Tilt, GyrRotVecMagField, 7, 0.99, 0.75, 2, 98, 98, 0, 1, 1, 0.00, 0.50, 0.33
RF-501, Tilt, GyrRotVecMagField, 8, 0.97, 0.79, 7, 93, 93, 0, 3, 4, 0.00, 0.43, 0.30
RF-501, Tilt, GyrRotVecMagField, 9, 0.97, 0.75, 6, 94, 94, 0, 3, 3, 0.00, 0.50, 0.33
RF-501, Tilt, GyrRotVecMagField, 10, 0.99, 0.99, 5, 95, 94, 1, 0, 5, 0.01, 0.00, 0.01
RF-501, Tilt, GyrRotVecMagField, 11, 1.00, 1.00, 4, 96, 96, 0, 0, 4, 0.00, 0.00, 0.00
RF-501, Tilt, GyrRotVecMagField, 12, 1.00, 1.00, 5, 95, 95, 0, 0, 5, 0.00, 0.00, 0.00
RF-501, Tilt, GyrRotVecMagField, 13, 1.00, 1.00, 6, 94, 94, 0, 0, 6, 0.00, 0.00, 0.00
RF-501, Tilt, GyrRotVecMagField, 14, 0.99, 0.99, 6, 94, 93, 1, 0, 6, 0.01, 0.00, 0.01
RF-501, Tilt, GyrRotVecMagField, 15, 0.99, 0.99, 9, 91, 90, 1, 0, 9, 0.01, 0.00, 0.01
RF-501, Triangle, GyrRotVecMagField, 1, 0.96, 0.69, 8, 105, 105, 0, 5, 3, 0.00, 0.62, 0.38
RF-501, Triangle, GyrRotVecMagField, 2, 1.00, 1.00, 9, 104, 104, 0, 0, 9, 0.00, 0.00, 0.00
RF-501, Triangle, GyrRotVecMagField, 3, 0.99, 0.96, 12, 101, 101, 0, 1, 11, 0.00, 0.08, 0.08
RF-501, Triangle, GyrRotVecMagField, 4, 0.97, 0.88, 9, 104, 103, 1, 2, 7, 0.01, 0.22, 0.18
RF-501, Triangle, GyrRotVecMagField, 5, 0.98, 0.86, 7, 106, 106, 0, 2, 5, 0.00, 0.29, 0.22
