ALGORITHM, GESTURE, # OF SELECTED SENSORS, PARTICIPANT_NO, ACCURACY, AUC, #ofPositiveInstance, #ofNegativeInstance, TN, FP, FN, TP, FAR, FRR, EER
RF-501, Triangle, GyrRotVecMagField, 6, 1.00, 1.00, 7, 106, 106, 0, 0, 7, 0.00, 0.00, 0.00
RF-501, Triangle, GyrRotVecMagField, 7, 0.98, 0.83, 6, 107, 107, 0, 2, 4, 0.00, 0.33, 0.25
RF-501, Triangle, GyrRotVecMagField, 8, 1.00, 1.00, 5, 108, 108, 0, 0, 5, 0.00, 0.00, 0.00
RF-501, Triangle, GyrRotVecMagField, 9, 0.96, 0.69, 8, 105, 105, 0, 5, 3, 0.00, 0.62, 0.38
RF-501, Triangle, GyrRotVecMagField, 10, 1.00, 1.00, 7, 106, 106, 0, 0, 7, 0.00, 0.00, 0.00
RF-501, Triangle, GyrRotVecMagField, 11, 1.00, 1.00, 4, 109, 109, 0, 0, 4, 0.00, 0.00, 0.00
RF-501, Triangle, GyrRotVecMagField, 12, 1.00, 1.00, 6, 107, 107, 0, 0, 6, 0.00, 0.00, 0.00
RF-501, Triangle, GyrRotVecMagField, 13, 1.00, 1.00, 8, 105, 105, 0, 0, 8, 0.00, 0.00, 0.00
RF-501, Triangle, GyrRotVecMagField, 14, 0.96, 0.78, 7, 106, 105, 1, 3, 4, 0.01, 0.43, 0.30
RF-501, Triangle, GyrRotVecMagField, 15, 0.95, 0.75, 10, 103, 102, 1, 5, 5, 0.01, 0.50, 0.34
RF-501, Turn, GyrRotVecMagField, 1, 0.99, 0.95, 10, 92, 92, 0, 1, 9, 0.00, 0.10, 0.09
RF-501, Turn, GyrRotVecMagField, 2, 0.99, 0.94, 8, 94, 94, 0, 1, 7, 0.00, 0.12, 0.11
RF-501, Turn, GyrRotVecMagField, 3, 1.00, 1.00, 11, 91, 91, 0, 0, 11, 0.00, 0.00, 0.00
RF-501, Turn, GyrRotVecMagField, 4, 1.00, 1.00, 8, 94, 94, 0, 0, 8, 0.00, 0.00, 0.00
RF-501, Turn, GyrRotVecMagField, 5, 0.98, 0.75, 4, 98, 98, 0, 2, 2, 0.00, 0.50, 0.33
RF-501, Turn, GyrRotVecMagField, 6, 0.99, 0.95, 10, 92, 92, 0, 1, 9, 0.00, 0.10, 0.09
RF-501, Turn, GyrRotVecMagField, 7, 0.99, 0.83, 3, 99, 99, 0, 1, 2, 0.00, 0.33, 0.25
RF-501, Turn, GyrRotVecMagField, 8, 0.97, 0.81, 8, 94, 94, 0, 3, 5, 0.00, 0.38, 0.27
RF-501, Turn, GyrRotVecMagField, 9, 0.99, 0.93, 7, 95, 95, 0, 1, 6, 0.00, 0.14, 0.13
RF-501, Turn, GyrRotVecMagField, 10, 0.98, 0.75, 4, 98, 98, 0, 2, 2, 0.00, 0.50, 0.33
RF-501, Turn, GyrRotVecMagField, 11, 0.99, 0.92, 6, 96, 96, 0, 1, 5, 0.00, 0.17, 0.14
RF-501, Turn, GyrRotVecMagField, 12, 1.00, 1.00, 3, 99, 99, 0, 0, 3, 0.00, 0.00, 0.00
RF-501, Turn, GyrRotVecMagField, 13, 1.00, 1.00, 4, 98, 98, 0, 0, 4, 0.00, 0.00, 0.00
RF-501, Turn, GyrRotVecMagField, 14, 1.00, 1.00, 8, 94, 94, 0, 0, 8, 0.00, 0.00, 0.00
RF-501, Turn, GyrRotVecMagField, 15, 1.00, 1.00, 8, 94, 94, 0, 0, 8, 0.00, 0.00, 0.00
RF-501, Square, GyrRotVecMagField, 1, 0.96, 0.79, 12, 109, 109, 0, 5, 7, 0.00, 0.42, 0.29
RF-501, Square, GyrRotVecMagField, 2, 0.99, 1.00, 9, 112, 111, 1, 0, 9, 0.01, 0.00, 0.01
RF-501, Square, GyrRotVecMagField, 3, 0.99, 0.96, 14, 107, 107, 0, 1, 13, 0.00, 0.07, 0.07
RF-501, Square, GyrRotVecMagField, 4, 0.98, 0.83, 6, 115, 115, 0, 2, 4, 0.00, 0.33, 0.25
RF-501, Square, GyrRotVecMagField, 5, 0.98, 0.81, 8, 113, 113, 0, 3, 5, 0.00, 0.38, 0.27
RF-501, Square, GyrRotVecMagField, 6, 1.00, 1.00, 6, 115, 115, 0, 0, 6, 0.00, 0.00, 0.00
RF-501, Square, GyrRotVecMagField, 7, 0.98, 0.86, 7, 114, 114, 0, 2, 5, 0.00, 0.29, 0.22
RF-501, Square, GyrRotVecMagField, 8, 1.00, 1.00, 4, 117, 117, 0, 0, 4, 0.00, 0.00, 0.00
RF-501, Square, GyrRotVecMagField, 9, 0.97, 0.71, 7, 114, 114, 0, 4, 3, 0.00, 0.57, 0.36
RF-501, Square, GyrRotVecMagField, 10, 0.99, 0.88, 4, 117, 117, 0, 1, 3, 0.00, 0.25, 0.20
RF-501, Square, GyrRotVecMagField, 11, 1.00, 1.00, 3, 118, 118, 0, 0, 3, 0.00, 0.00, 0.00
RF-501, Square, GyrRotVecMagField, 12, 0.99, 0.95, 11, 110, 110, 0, 1, 10, 0.00, 0.09, 0.08
RF-501, Square, GyrRotVecMagField, 13, 1.00, 1.00, 7, 114, 114, 0, 0, 7, 0.00, 0.00, 0.00
RF-501, Square, GyrRotVecMagField, 14, 0.97, 0.80, 10, 111, 111, 0, 4, 6, 0.00, 0.40, 0.29
RF-501, Square, GyrRotVecMagField, 15, 0.95, 0.77, 13, 108, 108, 0, 6, 7, 0.00, 0.46, 0.32
RF-501, Circle, AccRotVecMagField, 1, 0.99, 0.92, 6, 86, 86, 0, 1, 5, 0.00, 0.17, 0.14
RF-501, Circle, AccRotVecMagField, 2, 0.99, 0.92, 6, 86, 86, 0, 1, 5, 0.00, 0.17, 0.14
RF-501, Circle, AccRotVecMagField, 3, 0.96, 0.81, 8, 84, 83, 1, 3, 5, 0.01, 0.38, 0.28
RF-501, Circle, AccRotVecMagField, 4, 0.93, 0.62, 8, 84, 84, 0, 6, 2, 0.00, 0.75, 0.43
RF-501, Circle, AccRotVecMagField, 5, 0.99, 0.92, 6, 86, 86, 0, 1, 5, 0.00, 0.17, 0.14
RF-501, Circle, AccRotVecMagField, 6, 1.00, 1.00, 8, 84, 84, 0, 0, 8, 0.00, 0.00, 0.00
RF-501, Circle, AccRotVecMagField, 7, 0.99, 0.92, 6, 86, 86, 0, 1, 5, 0.00, 0.17, 0.14
RF-501, Circle, AccRotVecMagField, 8, 0.97, 0.89, 5, 87, 85, 2, 1, 4, 0.02, 0.20, 0.17
RF-501, Circle, AccRotVecMagField, 9, 0.95, 0.69, 8, 84, 84, 0, 5, 3, 0.00, 0.62, 0.38
RF-501, Circle, AccRotVecMagField, 10, 0.99, 0.90, 5, 87, 87, 0, 1, 4, 0.00, 0.20, 0.17
RF-501, Circle, AccRotVecMagField, 11, 1.00, 1.00, 4, 88, 88, 0, 0, 4, 0.00, 0.00, 0.00
RF-501, Circle, AccRotVecMagField, 12, 0.99, 0.99, 6, 86, 85, 1, 0, 6, 0.01, 0.00, 0.01
RF-501, Circle, AccRotVecMagField, 13, 1.00, 1.00, 6, 86, 86, 0, 0, 6, 0.00, 0.00, 0.00
RF-501, Circle, AccRotVecMagField, 14, 0.98, 0.92, 7, 85, 84, 1, 1, 6, 0.01, 0.14, 0.13
RF-501, Circle, AccRotVecMagField, 15, 0.99, 0.83, 3, 89, 89, 0, 1, 2, 0.00, 0.33, 0.25
RF-501, Updown, AccRotVecMagField, 1, 0.99, 0.93, 7, 76, 76, 0, 1, 6, 0.00, 0.14, 0.13
RF-501, Updown, AccRotVecMagField, 2, 1.00, 1.00, 6, 77, 77, 0, 0, 6, 0.00, 0.00, 0.00
RF-501, Updown, AccRotVecMagField, 3, 1.00, 1.00, 7, 76, 76, 0, 0, 7, 0.00, 0.00, 0.00
RF-501, Updown, AccRotVecMagField, 4, 0.99, 0.90, 5, 78, 78, 0, 1, 4, 0.00, 0.20, 0.17
RF-501, Updown, AccRotVecMagField, 5, 0.98, 0.83, 6, 77, 77, 0, 2, 4, 0.00, 0.33, 0.25
RF-501, Updown, AccRotVecMagField, 6, 0.99, 0.93, 7, 76, 76, 0, 1, 6, 0.00, 0.14, 0.13
RF-501, Updown, AccRotVecMagField, 7, 0.99, 0.90, 5, 78, 78, 0, 1, 4, 0.00, 0.20, 0.17
RF-501, Updown, AccRotVecMagField, 8, 1.00, 1.00, 4, 79, 79, 0, 0, 4, 0.00, 0.00, 0.00
RF-501, Updown, AccRotVecMagField, 9, 1.00, 1.00, 4, 79, 79, 0, 0, 4, 0.00, 0.00, 0.00
RF-501, Updown, AccRotVecMagField, 10, 0.99, 0.83, 3, 80, 80, 0, 1, 2, 0.00, 0.33, 0.25
RF-501, Updown, AccRotVecMagField, 11, 1.00, 1.00, 1, 82, 82, 0, 0, 1, 0.00, 0.00, 0.00
RF-501, Updown, AccRotVecMagField, 12, 1.00, 1.00, 8, 75, 75, 0, 0, 8, 0.00, 0.00, 0.00
RF-501, Updown, AccRotVecMagField, 13, 0.99, 0.90, 5, 78, 78, 0, 1, 4, 0.00, 0.20, 0.17
RF-501, Updown, AccRotVecMagField, 14, 0.99, 0.93, 7, 76, 76, 0, 1, 6, 0.00, 0.14, 0.13
RF-501, Updown, AccRotVecMagField, 15, 0.98, 0.93, 8, 75, 74, 1, 1, 7, 0.01, 0.12, 0.11
RF-501, Tilt, AccRotVecMagField, 1, 0.98, 0.89, 9, 91, 91, 0, 2, 7, 0.00, 0.22, 0.18
RF-501, Tilt, AccRotVecMagField, 2, 1.00, 1.00, 7, 93, 93, 0, 0, 7, 0.00, 0.00, 0.00
RF-501, Tilt, AccRotVecMagField, 3, 0.97, 0.86, 11, 89, 89, 0, 3, 8, 0.00, 0.27, 0.21
RF-501, Tilt, AccRotVecMagField, 4, 1.00, 1.00, 6, 94, 94, 0, 0, 6, 0.00, 0.00, 0.00
RF-501, Tilt, AccRotVecMagField, 5, 0.97, 0.83, 9, 91, 91, 0, 3, 6, 0.00, 0.33, 0.25
RF-501, Tilt, AccRotVecMagField, 6, 1.00, 1.00, 8, 92, 92, 0, 0, 8, 0.00, 0.00, 0.00
RF-501, Tilt, AccRotVecMagField, 7, 0.99, 0.75, 2, 98, 98, 0, 1, 1, 0.00, 0.50, 0.33
RF-501, Tilt, AccRotVecMagField, 8, 0.99, 0.93, 7, 93, 93, 0, 1, 6, 0.00, 0.14, 0.13
RF-501, Tilt, AccRotVecMagField, 9, 0.97, 0.75, 6, 94, 94, 0, 3, 3, 0.00, 0.50, 0.33
RF-501, Tilt, AccRotVecMagField, 10, 0.99, 0.90, 5, 95, 95, 0, 1, 4, 0.00, 0.20, 0.17
RF-501, Tilt, AccRotVecMagField, 11, 1.00, 1.00, 4, 96, 96, 0, 0, 4, 0.00, 0.00, 0.00
RF-501, Tilt, AccRotVecMagField, 12, 0.99, 0.99, 5, 95, 94, 1, 0, 5, 0.01, 0.00, 0.01
RF-501, Tilt, AccRotVecMagField, 13, 1.00, 1.00, 6, 94, 94, 0, 0, 6, 0.00, 0.00, 0.00
RF-501, Tilt, AccRotVecMagField, 14, 1.00, 1.00, 6, 94, 94, 0, 0, 6, 0.00, 0.00, 0.00
RF-501, Tilt, AccRotVecMagField, 15, 1.00, 1.00, 9, 91, 91, 0, 0, 9, 0.00, 0.00, 0.00
RF-501, Triangle, AccRotVecMagField, 1, 0.96, 0.69, 8, 105, 105, 0, 5, 3, 0.00, 0.62, 0.38
RF-501, Triangle, AccRotVecMagField, 2, 1.00, 1.00, 9, 104, 104, 0, 0, 9, 0.00, 0.00, 0.00
RF-501, Triangle, AccRotVecMagField, 3, 0.98, 0.92, 12, 101, 101, 0, 2, 10, 0.00, 0.17, 0.14
RF-501, Triangle, AccRotVecMagField, 4, 0.96, 0.83, 9, 104, 103, 1, 3, 6, 0.01, 0.33, 0.25
RF-501, Triangle, AccRotVecMagField, 5, 0.98, 0.86, 7, 106, 106, 0, 2, 5, 0.00, 0.29, 0.22
RF-501, Triangle, AccRotVecMagField, 6, 1.00, 1.00, 7, 106, 106, 0, 0, 7, 0.00, 0.00, 0.00
RF-501, Triangle, AccRotVecMagField, 7, 0.98, 0.83, 6, 107, 107, 0, 2, 4, 0.00, 0.33, 0.25
RF-501, Triangle, AccRotVecMagField, 8, 1.00, 1.00, 5, 108, 108, 0, 0, 5, 0.00, 0.00, 0.00
RF-501, Triangle, AccRotVecMagField, 9, 0.97, 0.81, 8, 105, 105, 0, 3, 5, 0.00, 0.38, 0.27
RF-501, Triangle, AccRotVecMagField, 10, 1.00, 1.00, 7, 106, 106, 0, 0, 7, 0.00, 0.00, 0.00
RF-501, Triangle, AccRotVecMagField, 11, 1.00, 1.00, 4, 109, 109, 0, 0, 4, 0.00, 0.00, 0.00
RF-501, Triangle, AccRotVecMagField, 12, 1.00, 1.00, 6, 107, 107, 0, 0, 6, 0.00, 0.00, 0.00
RF-501, Triangle, AccRotVecMagField, 13, 1.00, 1.00, 8, 105, 105, 0, 0, 8, 0.00, 0.00, 0.00
RF-501, Triangle, AccRotVecMagField, 14, 0.97, 0.85, 7, 106, 105, 1, 2, 5, 0.01, 0.29, 0.22
RF-501, Triangle, AccRotVecMagField, 15, 0.96, 0.80, 10, 103, 102, 1, 4, 6, 0.01, 0.40, 0.29
RF-501, Turn, AccRotVecMagField, 1, 1.00, 1.00, 10, 92, 92, 0, 0, 10, 0.00, 0.00, 0.00
RF-501, Turn, AccRotVecMagField, 2, 0.99, 0.94, 8, 94, 94, 0, 1, 7, 0.00, 0.12, 0.11
RF-501, Turn, AccRotVecMagField, 3, 1.00, 1.00, 11, 91, 91, 0, 0, 11, 0.00, 0.00, 0.00
RF-501, Turn, AccRotVecMagField, 4, 1.00, 1.00, 8, 94, 94, 0, 0, 8, 0.00, 0.00, 0.00
RF-501, Turn, AccRotVecMagField, 5, 0.98, 0.75, 4, 98, 98, 0, 2, 2, 0.00, 0.50, 0.33
RF-501, Turn, AccRotVecMagField, 6, 0.99, 0.95, 10, 92, 92, 0, 1, 9, 0.00, 0.10, 0.09
RF-501, Turn, AccRotVecMagField, 7, 0.99, 0.83, 3, 99, 99, 0, 1, 2, 0.00, 0.33, 0.25
RF-501, Turn, AccRotVecMagField, 8, 0.97, 0.81, 8, 94, 94, 0, 3, 5, 0.00, 0.38, 0.27
RF-501, Turn, AccRotVecMagField, 9, 0.99, 0.93, 7, 95, 95, 0, 1, 6, 0.00, 0.14, 0.13
RF-501, Turn, AccRotVecMagField, 10, 0.98, 0.75, 4, 98, 98, 0, 2, 2, 0.00, 0.50, 0.33
RF-501, Turn, AccRotVecMagField, 11, 0.99, 0.92, 6, 96, 96, 0, 1, 5, 0.00, 0.17, 0.14
RF-501, Turn, AccRotVecMagField, 12, 1.00, 1.00, 3, 99, 99, 0, 0, 3, 0.00, 0.00, 0.00
RF-501, Turn, AccRotVecMagField, 13, 1.00, 1.00, 4, 98, 98, 0, 0, 4, 0.00, 0.00, 0.00
RF-501, Turn, AccRotVecMagField, 14, 1.00, 1.00, 8, 94, 94, 0, 0, 8, 0.00, 0.00, 0.00
RF-501, Turn, AccRotVecMagField, 15, 0.98, 0.88, 8, 94, 94, 0, 2, 6, 0.00, 0.25, 0.20
RF-501, Square, AccRotVecMagField, 1, 0.93, 0.67, 12, 109, 109, 0, 8, 4, 0.00, 0.67, 0.40
RF-501, Square, AccRotVecMagField, 2, 0.99, 1.00, 9, 112, 111, 1, 0, 9, 0.01, 0.00, 0.01
RF-501, Square, AccRotVecMagField, 3, 0.98, 0.89, 14, 107, 107, 0, 3, 11, 0.00, 0.21, 0.18
RF-501, Square, AccRotVecMagField, 4, 0.99, 0.92, 6, 115, 115, 0, 1, 5, 0.00, 0.17, 0.14
RF-501, Square, AccRotVecMagField, 5, 0.96, 0.69, 8, 113, 113, 0, 5, 3, 0.00, 0.62, 0.38
RF-501, Square, AccRotVecMagField, 6, 1.00, 1.00, 6, 115, 115, 0, 0, 6, 0.00, 0.00, 0.00
RF-501, Square, AccRotVecMagField, 7, 0.98, 0.86, 7, 114, 114, 0, 2, 5, 0.00, 0.29, 0.22
RF-501, Square, AccRotVecMagField, 8, 1.00, 1.00, 4, 117, 117, 0, 0, 4, 0.00, 0.00, 0.00
RF-501, Square, AccRotVecMagField, 9, 0.98, 0.86, 7, 114, 114, 0, 2, 5, 0.00, 0.29, 0.22
RF-501, Square, AccRotVecMagField, 10, 0.99, 0.88, 4, 117, 117, 0, 1, 3, 0.00, 0.25, 0.20
RF-501, Square, AccRotVecMagField, 11, 1.00, 1.00, 3, 118, 118, 0, 0, 3, 0.00, 0.00, 0.00
RF-501, Square, AccRotVecMagField, 12, 0.99, 0.95, 11, 110, 110, 0, 1, 10, 0.00, 0.09, 0.08
RF-501, Square, AccRotVecMagField, 13, 1.00, 1.00, 7, 114, 114, 0, 0, 7, 0.00, 0.00, 0.00
RF-501, Square, AccRotVecMagField, 14, 0.98, 0.85, 10, 111, 111, 0, 3, 7, 0.00, 0.30, 0.23
RF-501, Square, AccRotVecMagField, 15, 0.95, 0.77, 13, 108, 108, 0, 6, 7, 0.00, 0.46, 0.32
RF-501, Circle, AccGyrRotVecMagField, 1, 1.00, 1.00, 6, 86, 86, 0, 0, 6, 0.00, 0.00, 0.00
RF-501, Circle, AccGyrRotVecMagField, 2, 0.99, 0.92, 6, 86, 86, 0, 1, 5, 0.00, 0.17, 0.14
RF-501, Circle, AccGyrRotVecMagField, 3, 0.96, 0.81, 8, 84, 83, 1, 3, 5, 0.01, 0.38, 0.28
RF-501, Circle, AccGyrRotVecMagField, 4, 0.93, 0.62, 8, 84, 84, 0, 6, 2, 0.00, 0.75, 0.43
RF-501, Circle, AccGyrRotVecMagField, 5, 0.99, 0.92, 6, 86, 86, 0, 1, 5, 0.00, 0.17, 0.14
RF-501, Circle, AccGyrRotVecMagField, 6, 1.00, 1.00, 8, 84, 84, 0, 0, 8, 0.00, 0.00, 0.00
RF-501, Circle, AccGyrRotVecMagField, 7, 0.99, 0.92, 6, 86, 86, 0, 1, 5, 0.00, 0.17, 0.14
RF-501, Circle, AccGyrRotVecMagField, 8, 0.99, 0.99, 5, 87, 86, 1, 0, 5, 0.01, 0.00, 0.01
RF-501, Circle, AccGyrRotVecMagField, 9, 0.95, 0.69, 8, 84, 84, 0, 5, 3, 0.00, 0.62, 0.38
RF-501, Circle, AccGyrRotVecMagField, 10, 0.99, 0.90, 5, 87, 87, 0, 1, 4, 0.00, 0.20, 0.17
RF-501, Circle, AccGyrRotVecMagField, 11, 1.00, 1.00, 4, 88, 88, 0, 0, 4, 0.00, 0.00, 0.00
RF-501, Circle, AccGyrRotVecMagField, 12, 0.99, 0.99, 6, 86, 85, 1, 0, 6, 0.01, 0.00, 0.01
RF-501, Circle, AccGyrRotVecMagField, 13, 1.00, 1.00, 6, 86, 86, 0, 0, 6, 0.00, 0.00, 0.00
RF-501, Circle, AccGyrRotVecMagField, 14, 0.99, 0.93, 7, 85, 85, 0, 1, 6, 0.00, 0.14, 0.13
RF-501, Circle, AccGyrRotVecMagField, 15, 0.99, 0.83, 3, 89, 89, 0, 1, 2, 0.00, 0.33, 0.25
RF-501, Updown, AccGyrRotVecMagField, 1, 0.98, 0.86, 7, 76, 76, 0, 2, 5, 0.00, 0.29, 0.22
RF-501, Updown, AccGyrRotVecMagField, 2, 1.00, 1.00, 6, 77, 77, 0, 0, 6, 0.00, 0.00, 0.00
RF-501, Updown, AccGyrRotVecMagField, 3, 1.00, 1.00, 7, 76, 76, 0, 0, 7, 0.00, 0.00, 0.00
RF-501, Updown, AccGyrRotVecMagField, 4, 0.99, 0.90, 5, 78, 78, 0, 1, 4, 0.00, 0.20, 0.17
RF-501, Updown, AccGyrRotVecMagField, 5, 0.98, 0.83, 6, 77, 77, 0, 2, 4, 0.00, 0.33, 0.25
RF-501, Updown, AccGyrRotVecMagField, 6, 0.99, 0.93, 7, 76, 76, 0, 1, 6, 0.00, 0.14, 0.13
RF-501, Updown, AccGyrRotVecMagField, 7, 0.99, 0.90, 5, 78, 78, 0, 1, 4, 0.00, 0.20, 0.17
RF-501, Updown, AccGyrRotVecMagField, 8, 1.00, 1.00, 4, 79, 79, 0, 0, 4, 0.00, 0.00, 0.00
RF-501, Updown, AccGyrRotVecMagField, 9, 1.00, 1.00, 4, 79, 79, 0, 0, 4, 0.00, 0.00, 0.00
RF-501, Updown, AccGyrRotVecMagField, 10, 0.99, 0.83, 3, 80, 80, 0, 1, 2, 0.00, 0.33, 0.25
RF-501, Updown, AccGyrRotVecMagField, 11, 1.00, 1.00, 1, 82, 82, 0, 0, 1, 0.00, 0.00, 0.00
RF-501, Updown, AccGyrRotVecMagField, 12, 1.00, 1.00, 8, 75, 75, 0, 0, 8, 0.00, 0.00, 0.00
RF-501, Updown, AccGyrRotVecMagField, 13, 0.99, 0.90, 5, 78, 78, 0, 1, 4, 0.00, 0.20, 0.17
RF-501, Updown, AccGyrRotVecMagField, 14, 0.99, 0.93, 7, 76, 76, 0, 1, 6, 0.00, 0.14, 0.13
RF-501, Updown, AccGyrRotVecMagField, 15, 0.96, 0.87, 8, 75, 74, 1, 2, 6, 0.01, 0.25, 0.20
RF-501, Tilt, AccGyrRotVecMagField, 1, 0.98, 0.89, 9, 91, 91, 0, 2, 7, 0.00, 0.22, 0.18
RF-501, Tilt, AccGyrRotVecMagField, 2, 1.00, 1.00, 7, 93, 93, 0, 0, 7, 0.00, 0.00, 0.00
RF-501, Tilt, AccGyrRotVecMagField, 3, 0.97, 0.86, 11, 89, 89, 0, 3, 8, 0.00, 0.27, 0.21
RF-501, Tilt, AccGyrRotVecMagField, 4, 1.00, 1.00, 6, 94, 94, 0, 0, 6, 0.00, 0.00, 0.00
RF-501, Tilt, AccGyrRotVecMagField, 5, 0.94, 0.67, 9, 91, 91, 0, 6, 3, 0.00, 0.67, 0.40
RF-501, Tilt, AccGyrRotVecMagField, 6, 0.99, 0.94, 8, 92, 92, 0, 1, 7, 0.00, 0.12, 0.11
RF-501, Tilt, AccGyrRotVecMagField, 7, 0.99, 0.75, 2, 98, 98, 0, 1, 1, 0.00, 0.50, 0.33
RF-501, Tilt, AccGyrRotVecMagField, 8, 0.96, 0.71, 7, 93, 93, 0, 4, 3, 0.00, 0.57, 0.36
RF-501, Tilt, AccGyrRotVecMagField, 9, 0.97, 0.75, 6, 94, 94, 0, 3, 3, 0.00, 0.50, 0.33
RF-501, Tilt, AccGyrRotVecMagField, 10, 0.99, 0.90, 5, 95, 95, 0, 1, 4, 0.00, 0.20, 0.17
RF-501, Tilt, AccGyrRotVecMagField, 11, 1.00, 1.00, 4, 96, 96, 0, 0, 4, 0.00, 0.00, 0.00
RF-501, Tilt, AccGyrRotVecMagField, 12, 1.00, 1.00, 5, 95, 95, 0, 0, 5, 0.00, 0.00, 0.00
RF-501, Tilt, AccGyrRotVecMagField, 13, 1.00, 1.00, 6, 94, 94, 0, 0, 6, 0.00, 0.00, 0.00
RF-501, Tilt, AccGyrRotVecMagField, 14, 1.00, 1.00, 6, 94, 94, 0, 0, 6, 0.00, 0.00, 0.00
RF-501, Tilt, AccGyrRotVecMagField, 15, 0.99, 0.99, 9, 91, 90, 1, 0, 9, 0.01, 0.00, 0.01
RF-501, Triangle, AccGyrRotVecMagField, 1, 0.95, 0.62, 8, 105, 105, 0, 6, 2, 0.00, 0.75, 0.43
RF-501, Triangle, AccGyrRotVecMagField, 2, 1.00, 1.00, 9, 104, 104, 0, 0, 9, 0.00, 0.00, 0.00
RF-501, Triangle, AccGyrRotVecMagField, 3, 0.98, 0.92, 12, 101, 101, 0, 2, 10, 0.00, 0.17, 0.14
RF-501, Triangle, AccGyrRotVecMagField, 4, 0.97, 0.88, 9, 104, 103, 1, 2, 7, 0.01, 0.22, 0.18
RF-501, Triangle, AccGyrRotVecMagField, 5, 0.98, 0.86, 7, 106, 106, 0, 2, 5, 0.00, 0.29, 0.22
RF-501, Triangle, AccGyrRotVecMagField, 6, 1.00, 1.00, 7, 106, 106, 0, 0, 7, 0.00, 0.00, 0.00
RF-501, Triangle, AccGyrRotVecMagField, 7, 0.98, 0.83, 6, 107, 107, 0, 2, 4, 0.00, 0.33, 0.25
RF-501, Triangle, AccGyrRotVecMagField, 8, 0.99, 1.00, 5, 108, 107, 1, 0, 5, 0.01, 0.00, 0.01
RF-501, Triangle, AccGyrRotVecMagField, 9, 0.96, 0.69, 8, 105, 105, 0, 5, 3, 0.00, 0.62, 0.38
RF-501, Triangle, AccGyrRotVecMagField, 10, 1.00, 1.00, 7, 106, 106, 0, 0, 7, 0.00, 0.00, 0.00
RF-501, Triangle, AccGyrRotVecMagField, 11, 1.00, 1.00, 4, 109, 109, 0, 0, 4, 0.00, 0.00, 0.00
RF-501, Triangle, AccGyrRotVecMagField, 12, 1.00, 1.00, 6, 107, 107, 0, 0, 6, 0.00, 0.00, 0.00
RF-501, Triangle, AccGyrRotVecMagField, 13, 1.00, 1.00, 8, 105, 105, 0, 0, 8, 0.00, 0.00, 0.00
RF-501, Triangle, AccGyrRotVecMagField, 14, 0.97, 0.85, 7, 106, 105, 1, 2, 5, 0.01, 0.29, 0.22
RF-501, Triangle, AccGyrRotVecMagField, 15, 0.95, 0.75, 10, 103, 102, 1, 5, 5, 0.01, 0.50, 0.34
RF-501, Turn, AccGyrRotVecMagField, 1, 1.00, 1.00, 10, 92, 92, 0, 0, 10, 0.00, 0.00, 0.00
RF-501, Turn, AccGyrRotVecMagField, 2, 0.99, 0.94, 8, 94, 94, 0, 1, 7, 0.00, 0.12, 0.11
RF-501, Turn, AccGyrRotVecMagField, 3, 1.00, 1.00, 11, 91, 91, 0, 0, 11, 0.00, 0.00, 0.00
RF-501, Turn, AccGyrRotVecMagField, 4, 1.00, 1.00, 8, 94, 94, 0, 0, 8, 0.00, 0.00, 0.00
RF-501, Turn, AccGyrRotVecMagField, 5, 0.97, 0.62, 4, 98, 98, 0, 3, 1, 0.00, 0.75, 0.43
RF-501, Turn, AccGyrRotVecMagField, 6, 0.99, 0.95, 10, 92, 92, 0, 1, 9, 0.00, 0.10, 0.09
RF-501, Turn, AccGyrRotVecMagField, 7, 0.99, 0.83, 3, 99, 99, 0, 1, 2, 0.00, 0.33, 0.25
RF-501, Turn, AccGyrRotVecMagField, 8, 0.97, 0.81, 8, 94, 94, 0, 3, 5, 0.00, 0.38, 0.27
RF-501, Turn, AccGyrRotVecMagField, 9, 0.99, 0.93, 7, 95, 95, 0, 1, 6, 0.00, 0.14, 0.13
RF-501, Turn, AccGyrRotVecMagField, 10, 0.98, 0.75, 4, 98, 98, 0, 2, 2, 0.00, 0.50, 0.33
RF-501, Turn, AccGyrRotVecMagField, 11, 0.99, 0.92, 6, 96, 96, 0, 1, 5, 0.00, 0.17, 0.14
RF-501, Turn, AccGyrRotVecMagField, 12, 1.00, 1.00, 3, 99, 99, 0, 0, 3, 0.00, 0.00, 0.00
RF-501, Turn, AccGyrRotVecMagField, 13, 1.00, 1.00, 4, 98, 98, 0, 0, 4, 0.00, 0.00, 0.00
RF-501, Turn, AccGyrRotVecMagField, 14, 1.00, 1.00, 8, 94, 94, 0, 0, 8, 0.00, 0.00, 0.00
RF-501, Turn, AccGyrRotVecMagField, 15, 0.99, 0.94, 8, 94, 94, 0, 1, 7, 0.00, 0.12, 0.11
RF-501, Square, AccGyrRotVecMagField, 1, 0.95, 0.75, 12, 109, 109, 0, 6, 6, 0.00, 0.50, 0.33
RF-501, Square, AccGyrRotVecMagField, 2, 0.99, 1.00, 9, 112, 111, 1, 0, 9, 0.01, 0.00, 0.01
RF-501, Square, AccGyrRotVecMagField, 3, 0.99, 0.96, 14, 107, 107, 0, 1, 13, 0.00, 0.07, 0.07
RF-501, Square, AccGyrRotVecMagField, 4, 0.99, 0.92, 6, 115, 115, 0, 1, 5, 0.00, 0.17, 0.14
