1.57684E+12,-0.010774,9.855731,-2.603694,0.037248,0.041505,-0.011706,7.796,-53.673,-15.892,0.740471,0.113677,0.090074,Triangle,1
1.57684E+12,0.010774,9.812635,-2.59292,0.039376,0.041505,-0.003193,7.796,-53.823002,-16.492001,0.740958,0.113951,0.090088,Triangle,1
1.57684E+12,0.023942,9.836577,-2.614468,0.039376,0.041505,-0.003193,7.646,-56.521999,-10.795,0.74988,0.115691,0.089516,Triangle,1
1.57684E+12,0.032322,9.781511,-2.582146,0.039376,0.041505,-0.003193,7.946,-56.521999,-11.694,0.755519,0.117073,0.089213,Triangle,1
1.57684E+12,0.020351,9.818621,-2.6013,0.015963,0.013835,-0.009578,7.946,-56.071999,-11.544,0.760535,0.117836,0.089029,Triangle,1
1.57684E+12,0.005986,9.816227,-2.568978,0.008514,0.002128,0.002128,7.946,-56.521999,-11.394,0.764767,0.118408,0.089117,Triangle,1
1.57684E+12,0.015562,9.827001,-2.574964,0.012771,0.003193,0.010642,8.246,-55.472,-11.094,0.768096,0.119007,0.089086,Triangle,1
1.57684E+12,0.046687,9.850943,-2.577358,0.011706,-0.001064,0.005321,8.396,-55.321999,-10.945,0.770832,0.119825,0.088961,Triangle,1
1.57684E+12,0.041899,9.797073,-2.597709,0.011706,0.001064,0.002128,8.246,-55.922001,-10.495,0.773255,0.120455,0.089014,Triangle,1
1.57684E+12,0.04549,9.791088,-2.597709,0.011706,-0.002128,-0.006385,7.946,-55.622002,-11.094,0.775025,0.120664,0.08939,Triangle,1
1.57684E+12,0.027533,9.758766,-2.608483,0.008514,-0.003193,-0.006385,8.696,-55.771999,-11.094,0.776513,0.120864,0.08966,Triangle,1
1.57684E+12,0.034716,9.829395,-2.595315,0.001064,-0.001064,0.00745,7.946,-56.222,-11.394,0.777875,0.120801,0.090053,Triangle,1
1.57684E+12,0.026336,9.821015,-2.559402,-0.002128,0.001064,0.006385,8.546,-56.222,-10.945,0.779084,0.120671,0.090455,Triangle,1
1.57684E+12,0.062249,9.743204,-2.596512,-0.010642,0.002128,-0.003193,7.946,-56.372002,-11.394,0.779749,0.120433,0.090923,Triangle,1
1.57684E+12,0.061052,9.77792,-2.596512,-0.012771,0.002128,-0.00745,8.096,-56.071999,-11.394,0.780197,0.12014,0.091365,Triangle,1
1.57684E+12,0.049081,9.817424,-2.545036,-0.023413,-0.002128,-0.003193,7.946,-56.372002,-11.994,0.780871,0.119632,0.092014,Triangle,1
1.57684E+12,0.046687,9.752781,-2.530671,-0.024477,-0.002128,-0.003193,7.946,-56.071999,-10.945,0.781086,0.119423,0.092372,Triangle,1
1.57684E+12,0.039504,9.84376,-2.560599,-0.030863,0.004257,0.008514,8.696,-55.771999,-11.094,0.781209,0.12068,0.092035,Triangle,1
1.57684E+12,0.073023,9.925163,-2.560599,-0.024477,0.00745,0.013835,8.246,-55.622002,-10.945,0.781213,0.120795,0.092222,Triangle,1
1.57684E+12,0.071826,9.829395,-2.60968,-0.021285,0.006385,-0.009578,8.696,-55.922001,-11.244,0.781274,0.121168,0.092459,Triangle,1
1.57684E+12,0.094571,9.785102,-2.552219,-0.019156,0.004257,-0.017028,8.096,-55.622002,-10.945,0.781323,0.121308,0.092916,Triangle,1
1.57684E+12,0.05387,9.846154,-2.546233,-0.014899,0.002128,-0.00745,8.096,-55.922001,-11.094,0.781495,0.121257,0.093381,Triangle,1
1.57684E+12,0.059855,9.771935,-2.565387,-0.015963,0.004257,-0.00745,8.396,-55.922001,-11.244,0.781504,0.121187,0.093928,Triangle,1
1.57684E+12,0.034716,9.827001,-2.570175,-0.026606,0.001064,-0.00745,8.396,-56.372002,-11.394,0.781439,0.121546,0.094011,Triangle,1
1.57684E+12,0.015562,9.831789,-2.542642,-0.032991,-0.006385,-0.010642,8.546,-56.071999,-11.694,0.781595,0.121905,0.094073,Triangle,1
1.57684E+12,0.00838,9.793482,-2.533065,-0.037248,-0.008514,-0.019156,7.946,-56.222,-11.694,0.781419,0.121813,0.094237,Triangle,1
1.57684E+12,0.020351,9.725247,-2.509123,-0.037248,-0.009578,-0.015963,8.096,-55.622002,-11.394,0.78125,0.121837,0.09416,Triangle,1
1.57684E+12,0.00838,9.797073,-2.500744,-0.039376,-0.009578,-0.003193,7.796,-56.071999,-11.394,0.78104,0.121637,0.094241,Triangle,1
1.57684E+12,0.013168,9.788693,-2.494758,-0.038312,-0.006385,0.008514,7.796,-55.172001,-10.495,0.780905,0.121575,0.094231,Triangle,1
1.57684E+12,0.03711,9.864111,-2.474407,-0.039376,-0.005321,0.013835,7.946,-55.622002,-11.694,0.780585,0.121467,0.094298,Triangle,1
1.57684E+12,0.035913,9.816227,-2.479196,-0.037248,-0.002128,0.010642,8.396,-55.771999,-11.394,0.78036,0.121561,0.09431,Triangle,1
1.57684E+12,0.059855,9.841366,-2.470816,-0.032991,0.002128,0.006385,7.946,-55.622002,-11.244,0.779932,0.121398,0.094663,Triangle,1
1.57684E+12,0.052672,9.920375,-2.45286,-0.02767,0.003193,0.010642,7.946,-55.771999,-11.694,0.779733,0.121108,0.095037,Triangle,1
1.57684E+12,0.062249,9.832986,-2.445677,-0.02767,0.008514,0.005321,7.496,-55.771999,-11.844,0.779413,0.120777,0.095464,Triangle,1
1.57684E+12,0.052672,9.865308,-2.443283,-0.02767,0.011706,0.004257,7.646,-55.622002,-11.994,0.779004,0.120489,0.095901,Triangle,1
1.57684E+12,0.073023,9.90601,-2.458845,-0.030863,0.009578,0.009578,7.496,-55.922001,-11.844,0.778854,0.12044,0.096101,Triangle,1
1.57684E+12,0.102951,9.902418,-2.432509,-0.030863,0.00745,-0.001064,7.796,-55.771999,-12.144,0.778609,0.120169,0.096559,Triangle,1
1.57684E+12,0.093374,9.841366,-2.450465,-0.029798,0.002128,-0.003193,8.396,-55.472,-11.994,0.778473,0.119964,0.096927,Triangle,1
1.57684E+12,0.120907,9.874885,-2.422932,-0.023413,-0.005321,-0.001064,8.096,-55.771999,-12.294,0.778295,0.119688,0.097345,Triangle,1
1.57684E+12,0.09098,9.865308,-2.402581,-0.021285,-0.009578,-0.002128,8.246,-55.771999,-12.294,0.778239,0.119448,0.097598,Triangle,1
1.57684E+12,0.076614,9.862914,-2.385822,-0.019156,-0.010642,-0.003193,7.646,-55.622002,-12.144,0.778088,0.119111,0.097933,Triangle,1
1.57684E+12,0.070629,9.873688,-2.388216,-0.011706,-0.008514,-0.00745,8.246,-55.622002,-11.844,0.777762,0.118991,0.097943,Triangle,1
1.57684E+12,0.067038,9.907207,-2.393005,-0.003193,-0.012771,-0.003193,8.096,-55.771999,-11.694,0.777528,0.11896,0.097878,Triangle,1
1.57684E+12,0.05387,9.850943,-2.389413,0.005321,-0.011706,-0.008514,7.646,-55.021999,-11.544,0.777415,0.118973,0.097711,Triangle,1
1.57684E+12,0.043096,9.867702,-2.391808,0.003193,-0.008514,-0.011706,7.796,-55.922001,-11.844,0.777237,0.118932,0.097622,Triangle,1
